source_entry	source_target	opcode_name	problem_kind	status	readability_status	operation_family_mix	unresolved_mix	dispatch_slot_kind	state_kind	delta	shape	word_shape	operand_layout	word_layout	programs	program_count	observation_rows	target_entries	target_entry_count	trace_rows	trace_files	dynamic_start_vm_ip_count	exact_string_refs	side_effect_categories	formula_variables	formula_constants	required_inputs	operator_summary	state_formula	dispatch_formula	next_step
297	0xb64d7	vmop_297_plus0x3_state_add_const_slot_multi_path	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:1843	algebraic_state_or_slot_formula:1843	slot_multi_path	state_add_const	+0x3	VVV	V	b0=var222(top=0x89:5.5%);b1=var249(top=0x2e:3.1%);b2=var256(top=0xad:1.8%)	w0=var1599(top=0x2e89:2.1%)	000;001;002;003;004;005;006;007;008;009;010;011;012;013;014;015;016;017;018;019;020;021;022;023;...+38	62	1843	3;17;20;26;30;33;37;43;48;49;52;64;70;74;79;82;83;88;92;105;114;121;122;123;...+57	81	41280	vm_instruction_trace.tsv:20640;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:20640	1843	0		b0;flags0;state0;u16_1	0x9f24ccb;0x283684b4;0x48220942;0x4a5a939a;0x6650e9bb;0x6b7f38b7	pre_state;pre_flags;raw_vm_bytes:b0,u16_1	mask32:24;|:14;^:15;+:18;-:11	state0 - 0x48220942 | flags0 + 0x283684b4 ^ 0x4a5a939a | 0x6650e9bb ^ 0x6b7f38b7 + b0 + state0 - 0x48220942 | flags0 + 0x283684b4 ^ 0x4a5a939a | 0x6650e9bb ^ 0x6b7f38b7 + flags0 + 0x283684b4 ^ 0x4a5a939a | 0x6650e9bb - u16_1 - state0 - 0x48220942 | flags0 + 0x283684b4 ^ 0x4a5a939a | 0x6650e9bb ^ 0x6b7f38b7 + b0 + state0 - 0x48220942 | flags0 + 0x283684b4 ^ 0x4a5a939a | 0x6650e9bb ^ 0x6b7f38b7 + flags0 + 0x283684b4 ^ 0x4a5a939a | 0x6650e9bb ^ 0x9f24ccb	90=(mask32((mask32(u16_1 - (mask32((mask32((mask32((mask32(state0 - 0x48220942)) | flags0)) ^ 0x6b7f38b7)) + (mask32((mask32(b0 + (mask32((mask32((mask32(state0 - 0x48220942)) | flags0)) ^ 0x6b7f38b7)))) + ...#1cd190d01d02 | 38=(mask32((mask32(u16_1 - (mask32((mask32((mask32((mask32(state0 - 0x48220942)) | (mask32((mask32(flags0 + 0x283684b4)) ^ 0x4a5a939a)))) ^ 0x6b7f38b7)) + (mask32((mask32(b0 + (mask32((mask32((mask32(state0...#7c8518f30604	simplify_to_c_expression_or_table
299	0xb6bba	vmop_299_minus0x7fe6_sampled_backedge_slot_unknown	dispatch_unknown	needs_dispatch_resolution_or_trace	named_structural	long_or_backedge_control:2	dispatch_slot_unknown;static_model_or_runtime_validation_incomplete:2	slot_unknown	sampled_backedge	-0x7fe6	sampled				054;065	2	2	169;310	2	10	vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:8;vm_instruction_trace.tsv:2	7	0		flags0;state0;u16_0;u16_2	0x742354d;0x1011ba33;0x2b7e7713;0x2ff05a2b;0x515f6307	pre_state;pre_flags;raw_vm_bytes:u16_0,u16_2	&:14;|:2;^:1;+:8;-:4	state0 & 0x2b7e7713 & 0x515f6307 - u16_0 + state0 & 0x2b7e7713 & 0x515f6307 + flags0 & 0x742354d + 0x2ff05a2b | flags0 & 0x742354d + 0x2ff05a2b & 0x1011ba33 ^ u16_2 - state0 & 0x2b7e7713 & 0x515f6307 - u16_0 + state0 & 0x2b7e7713 & 0x515f6307 + flags0 & 0x742354d + 0x2ff05a2b | flags0 & 0x742354d + 0x2ff05a2b & 0x1011ba33	dispatch slot expression not recovered; use per-row target evidence when available	collect_missing_dispatch_targets
300	0xb6c36	vmop_300_plus0x4_state_add_const_slot_multi_path	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:238	algebraic_state_or_slot_formula:238	slot_multi_path	state_add_const	+0x4	VVVV	VV	b0=var134(top=0x12:10.9%);b1=var135(top=0x85:10.1%);b2=var96(top=0x60:10.2%);b3=var122(top=0x42:10.0%)	w0=var233(top=0x852c:8.0%);w1=var221(top=0x4260:8.0%)	000;001;002;003;004;007;010;011;012;018;020;021;023;025;026;028;029;030;031;032;033;037;041;042;...+12	36	238	3;17;18;28;43;48;49;64;66;79;83;90;91;92;105;114;157;168;180;183;185;189;196;199;...+21	45	6380	vm_instruction_trace.tsv:3190;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:3190	238	0		flags0;state0;u16_0;u16_2	0x101;0x742354d;0x1011ba33;0x2b7e7713;0x2ff05a2b;0x515f6307	pre_state;pre_flags;raw_vm_bytes:u16_0,u16_2	mask32:21;&:24;|:4;^:1;+:12;-:7	state0 & 0x2b7e7713 & 0x515f6307 - u16_0 + state0 & 0x2b7e7713 & 0x515f6307 + flags0 & 0x742354d + 0x2ff05a2b | flags0 & 0x742354d + 0x2ff05a2b & 0x1011ba33 ^ u16_2 - state0 & 0x2b7e7713 & 0x515f6307 - u16_0 + state0 & 0x2b7e7713 & 0x515f6307 + flags0 & 0x742354d + 0x2ff05a2b | flags0 & 0x742354d + 0x2ff05a2b & 0x1011ba33	120=(mask32(u16_2 - (mask32((mask32((mask32((mask32(state0 & 0x2b7e7713)) & 0x515f6307)) - (mask32((mask32(u16_0 + (mask32((mask32(state0 & 0x2b7e7713)) & 0x515f6307)))) + flags0)))) | (mask32(flags0 & 0x101...#c6f36fb6c762 | 8=(mask32(u16_2 - (mask32((mask32((mask32((mask32(state0 & 0x2b7e7713)) & 0x515f6307)) - (mask32((mask32(u16_0 + (mask32((mask32(state0 & 0x2b7e7713)) & 0x515f6307)))) + (mask32((mask32(flags0 & 0x742354d)...#048ef6ca5a85	simplify_to_c_expression_or_table
301	0xb708d	vmop_301_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:389	algebraic_state_or_slot_formula:389	slot_mba_stateful	state_add_const	+0x5	CCCVV	CV	b0=0x00;b1=0x3d;b2=0x01;b3=var115(top=0xdf:19.9%);b4=var115(top=0x18:6.4%)	w0=0x3d00;w1=var115(top=0xdf01:19.9%)	000;001;002;005;007;008;010;012;013;014;015;018;019;020;021;022;023;024;025;026;028;029;030;032;...+24	48	389	108;144;160;173;198;256;257;352	8	8760	vm_instruction_trace.tsv:4380;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:4380	389	0		flags0;state0;u16_3	0xffff;0x2c0febdf	pre_state;pre_flags;raw_vm_bytes:u16_3	mask32:3;&:4;^:1;-:4	state0 & flags0 ^ u16_3 - state0 & flags0 - 0x2c0febdf	128=(mask32((mask32(u16_3 - (mask32(state0 & flags0)))) - 0x2c0febdf)) & 0xffff	simplify_to_c_expression_or_table
302	0xb7586	vmop_302_minus0x40_sampled_backedge_slot_unknown	dispatch_unknown	needs_dispatch_resolution_or_trace	named_structural	long_or_backedge_control:10	dispatch_slot_unknown;static_model_or_runtime_validation_incomplete:10	slot_unknown	sampled_backedge	-0x40	sampled				000;042;046;048;055;056;059;063	8	10	165;171;354	3	218	vm_instruction_trace.tsv:109;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:109	10	0		state0		pre_state	-:1	state0	dispatch slot expression not recovered; use per-row target evidence when available	collect_missing_dispatch_targets
305	0xb78b0	vmop_305_plus0x4_state_add_const_slot_mba_stateful	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:771	algebraic_state_or_slot_formula:771	slot_mba_stateful	state_add_const	+0x4	VVCC	VC	b0=var237(top=0x40:4.1%);b1=var225(top=0x09:3.5%);b2=0xe8;b3=0x01	w0=var731(top=0x0cb5:2.4%);w1=0x01e8	000;001;002;003;004;005;007;008;009;010;011;012;013;014;015;016;017;018;020;021;022;023;024;025;...+33	57	771	18;28;43;64;66;114;157;167;168;172;185;189;196;199;203;215;258;268;297;307;333;337;338;340;...+1	25	21748	vm_instruction_trace.tsv:10874;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:10874	771	0		state0;u16_0	0xffff	pre_state;raw_vm_bytes:u16_0	mask32:1;&:2;+:2	state0 & u16_0 + state0	128=(mask32(u16_0 + state0)) & 0xffff	simplify_to_c_expression_or_table
308	0xb837c	vmop_308_plus0x20_exact_slot_unknown	dispatch_unknown	needs_dispatch_resolution_or_trace	named_structural	unresolved_dispatch:19	dispatch_slot_unknown;static_model_or_runtime_validation_incomplete:19	slot_unknown	exact	+0x20	CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC	CCCCCCCCCCCCCCCC	b0=0xab;b1=0x00;b2=0x00;b3=0x00;b4=0x20;b5=0x00;b6=0x00;b7=0x00;b8=0xa8;b9=0x00;b10=0xb3;b11=0x00;...+20	w0=0x00ab;w1=0x0000;w2=0x0020;w3=0x0000;w4=0x00a8;w5=0x00b3;w6=0xd96e;w7=0x0b4c;w8=0x00b3;w9=0x0820;w10=0x1684;w11=0x8e01;w12=0x0000;w13=0x013d;w14=0xe550;w15=0xcf14	007;019;023;030;041;042;046;048;050;055;056;059;061;065	14	19	171;354	2	492	vm_instruction_trace.tsv:246;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:246	19	0		state0		pre_state	-:1	state0	dispatch slot expression not recovered; use per-row target evidence when available	collect_missing_dispatch_targets
311	0xb86f8	vmop_311_plus0xa_state_preserve_slot_multi_path	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:15	algebraic_state_or_slot_formula:15	slot_multi_path	state_preserve	+0xa	VVECCCVVEC	VECVE	b0=var13(top=0x21:23.8%);b1=var13(top=0x80:23.8%);b2=enum4(0x31:367,0x26:12,0x36:2,0x33:1);b3=0x00;b4=0x80;b5=0x00;b6=var10(top=0x94:47.6%);b7=var10(top=0x9d:47.6%);b8=enum6(0x02:184,0x07:93,0x48:91,0x01:12,0x03:1,0x05:1);b9=0x00	w0=var13(top=0x8021:23.8%);w1=enum4(0x0031:367,0x0026:12,0x0036:2,0x0033:1);w2=0x0080;w3=var10(top=0x9d94:47.6%);w4=enum6(0x0002:184,0x0007:93,0x0048:91,0x0001:12,0x0003:1,0x0005:1)	034;041;043;048;055;056	6	15	42;169;310	3	850	vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:466;vm_instruction_trace.tsv:384	39	0		flags0;state0;u16_3	0xffff;0xa9f4228;0x1889c111;0x2b959efa;0x35e8abc1;0x3cae9026	pre_state;pre_flags;raw_vm_bytes:u16_3	mask32:9;&:1;|:6;^:4;+:3;-:13	state0 - 0x1889c111 - flags0 - state0 - 0x1889c111 + 0x3cae9026 | 0x2b959efa | 0x35e8abc1 - u16_3 ^ state0 - 0x1889c111 - flags0 - state0 - 0x1889c111 + 0x3cae9026 | 0x2b959efa | 0x35e8abc1 ^ 0xa9f4228	67=(mask32((mask32(u16_3 ^ (mask32((mask32(state0 - 0x1889c111)) - (mask32((mask32((mask32(flags0 - (mask32((mask32(state0 - 0x1889c111)) + 0x3cae9026)))) | 0x2b959efa)) | 0x35e8abc1)))))) ^ 0xa9f4228)) & 0xffff	simplify_to_c_expression_or_table
313	0xb8b42	vmop_313_plus0x5_state_add_const_slot_multi_path	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:1	algebraic_state_or_slot_formula:1	slot_multi_path	state_add_const	+0x5	CCCCC	CC	b0=0x3d;b1=0x01;b2=0x7e;b3=0x59;b4=0xff	w0=0x013d;w1=0x597e	052	1	1	352	1	8	vm_instruction_trace.tsv:4;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:4	1	0		flags0;state0;u16_2	0x3764731;0x2d0c0392;0x2f39160a;0x344abbda;0x35363d0a;0x40989976;0x52bb641c;0x6ecf352a;0x7af00ac1	pre_state;pre_flags;raw_vm_bytes:u16_2	mask32:16;&:2;|:23;^:25;+:25;-:39	state0 - flags0 + 0x40989976 | 0x2f39160a ^ flags0 - state0 - flags0 + 0x40989976 | 0x2f39160a ^ 0x7af00ac1 ^ state0 - flags0 + 0x40989976 | 0x2f39160a ^ 0x3764731 - state0 - flags0 + 0x40989976 | 0x2f39160a | 0x6ecf352a & flags0 - state0 - flags0 + 0x40989976 | 0x2f39160a ^ 0x7af00ac1 ^ state0 - flags0 + 0x40989976 | 0x2f39160a ^ 0x3764731 - state0 - flags0 + 0x40989976 | 0x2f39160a - 0x344abbda ^ flags0 - state0 - flags0 + 0x40989976 | 0x2f39160a ^ 0x7af00ac1 ^ state0 - flags0 + 0x40989976 | 0x2f39160a ^ 0x3764731 - state0 - flags0 + 0x40989976 | 0x2f39160a + 0x52bb641c - 0x2d0c0392 ^ u16_2 + state0 - flags0 + 0x40989976 | 0x2f39160a ^ flags0 - state0 - flags0 + 0x40989976 | 0x2f39160a ^ 0x7af00ac1 ^ state0 - flags0 + 0x40989976 | 0x2f39160a ^ 0x3764731 - state0 - flags0 + 0x40989976 | 0x2f39160a | 0x6ecf352a & flags0 - state0 - flags0 + 0x40989976 | 0x2f39160a ^ 0x7af00ac1 ^ state0 - flags0 + 0x40989976 | 0x2f39160a ^ 0x3764731 - state0 - flags0 + 0x40989976 | 0x2f39160a - 0x344abbda ^ flags0 - state0 - flags0 + 0x40989976 | 0x2f39160a ^ 0x7af00ac1 ^ state0 - flags0 + 0x40989976 | 0x2f39160a ^ 0x3764731 - state0 - flags0 + 0x40989976 | 0x2f39160a + 0x52bb641c - 0x2d0c0392 ^ 0x35363d0a	4=(mask32((mask32(u16_2 + (mask32((mask32((mask32((mask32((mask32(state0 - (mask32(flags0 + 0x40989976)))) | 0x2f39160a)) ^ (mask32((mask32((mask32((mask32(flags0 - (mask32((mask32((mask32(state0 - (mask32...#4e261addcdf9	simplify_to_c_expression_or_table
314	0xb8fcf	vmop_314_plus0xa_state_add_const_slot_mba_stateful	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:1	algebraic_state_or_slot_formula:1	slot_mba_stateful	state_add_const	+0xa	CCCCCCCCCC	CCCCC	b0=0x2c;b1=0x74;b2=0xfa;b3=0x95;b4=0xff;b5=0xff;b6=0xff;b7=0xff;b8=0x6a;b9=0xbb	w0=0x742c;w1=0x95fa;w2=0xffff;w3=0xffff;w4=0xbb6a	052	1	1	189	1	2	vm_instruction_trace.tsv:1;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:1	1	0		state0;u16_8;u32_0	0xffff;0x477d7abb;0x5861bc11	pre_state;raw_vm_bytes:u16_8,u32_0	mask32:5;&:1;^:2;+:3;-:3	state0 - u32_0 ^ state0 + 0x477d7abb	1=(mask32((mask32(u16_8 + (mask32((mask32(state0 - (mask32(u32_0 ^ state0)))) + 0x477d7abb)))) - 0x5861bc11)) & 0xffff	simplify_to_c_expression_or_table
315	0xb9451	vmop_315_plus0x4_state_mixed_slot_mba_stateful	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:813	algebraic_state_or_slot_formula;state_formula_not_named:813	slot_mba_stateful	state_mixed	+0x4	CCVV	CV	b0=0xe8;b1=0x01;b2=var18(top=0xe1:11.7%);b3=var10(top=0xfa:20.4%)	w0=0x01e8;w1=var25(top=0xf091:10.1%)	000;001;002;003;004;005;006;007;008;009;010;011;012;013;014;015;016;017;018;019;020;021;022;023;...+34	58	813	18;28;43;64;66;114;157;167;168;172;185;189;196;199;203;215;258;268;297;307;333;337;338;340;...+1	25	19842	vm_instruction_trace.tsv:9921;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:9921	813	0		flags0;state0;u16_2	0xffff;0x19140c1b;0x25ede89c;0x285c750c;0x42c7f071;0x7562ddb5	pre_state;pre_flags;raw_vm_bytes:u16_2	mask32:1;&:2;|:1;^:5;-:1	state0 & 0x7562ddb5 ^ 0x25ede89c - 0x19140c1b ^ flags0 ^ 0x285c750c | u16_2 ^ 0x42c7f071	128=(mask32(u16_2 ^ 0x42c7f071)) & 0xffff	simplify_to_c_expression_or_table
316	0xb987b	vmop_316_minus0x3c4_sampled_backedge_slot_unknown	dispatch_unknown	needs_dispatch_resolution_or_trace	named_structural	long_or_backedge_control:13	dispatch_slot_unknown;static_model_or_runtime_validation_incomplete:13	slot_unknown	sampled_backedge	-0x3c4	sampled				029;038;041;042;044;055;056;061;063	9	13	165;171;354	3	1020	vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:573;vm_instruction_trace.tsv:447	24	8	cxx_runtime;locale_i18n;threading_sync;tls_or_ssl	state0		pre_state	-:1	state0	dispatch slot expression not recovered; use per-row target evidence when available	collect_missing_dispatch_targets
317	0xba1e2	vmop_317_plus0x4_state_add_const_slot_multi_path	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:85	algebraic_state_or_slot_formula:85	slot_multi_path	state_add_const	+0x4	VVVV	VV	b0=var40(top=0xe7:25.9%);b1=var56(top=0xc8:26.1%);b2=var50(top=0x08:49.3%);b3=var60(top=0xdc:25.5%)	w0=var83(top=0xc8e7:25.7%);w1=var82(top=0xdc08:25.3%)	001;007;010;026;028;032;040;041;042;043;046;048;050;052;053;055;056;059;061;063;064	21	85	3;17;18;28;48;49;52;56;66;70;79;83;105;121;124;154;185;199;200;215;220;239;254;260;...+13	37	1074	vm_instruction_trace.tsv:537;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:537	85	0		flags0;state0;u16_0;u16_2	0x19a77ba;0x12461866;0x189c9c80;0x18e7b255;0x2d8e67e2;0x4373d071;0x501e3e6c	pre_state;pre_flags;raw_vm_bytes:u16_0,u16_2	mask32:26;&:23;|:10;^:25;+:25;-:24	state0 - flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 | flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 ^ u16_2 + flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 & flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 & 0x19a77ba + flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 | flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 ^ flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 | 0x501e3e6c ^ flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 + u16_0 - state0 - flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 | flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 ^ u16_2 + flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 & flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 & 0x19a77ba + flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 | flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 ^ flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 | 0x501e3e6c ^ flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 + 0x18e7b255	47=(mask32((mask32(u16_0 - (mask32((mask32((mask32((mask32((mask32((mask32((mask32((mask32(state0 - flags0)) | flags0)) ^ (mask32(u16_2 + flags0)))) & (mask32(flags0 & 0x19a77ba)))) + flags0)) | flags0)) ^ ...#8b0ee047c830 | 12=(mask32((mask32(u16_0 - (mask32((mask32((mask32((mask32((mask32((mask32((mask32((mask32(state0 - (mask32((mask32((mask32((mask32(flags0 + 0x189c9c80)) - 0x4373d071)) ^ 0x12461866)) & 0x2d8e67e2)))) | (ma...#3585223c3e71	simplify_to_c_expression_or_table
319	0xba72f	vmop_319_plus0x5_state_add_const_slot_multi_path	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:225	algebraic_state_or_slot_formula:225	slot_multi_path	state_add_const	+0x5	CCVVV	CV	b0=0x3d;b1=0x01;b2=var42(top=0xe6:28.4%);b3=var47(top=0x2e:17.5%);b4=var21(top=0x00:79.0%)	w0=0x013d;w1=var140(top=0x2e86:14.1%)	000;007;011;012;013;014;016;018;019;021;023;024;026;029;030;031;032;034;040;041;042;043;045;046;...+12	36	225	108;144;160;173;198;256;257;352	8	3700	vm_instruction_trace.tsv:1850;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:1850	225	0		flags0;state0;u16_2	0x27c134ad;0x2ba77993;0x4fa9822e;0x55d6ffe2;0x5ed258f1;0x655e4f3b;0x6be63b72;0x7f20b820	pre_state;pre_flags;raw_vm_bytes:u16_2	mask32:25;&:13;|:22;^:16;+:16	state0 & flags0 | 0x6be63b72 ^ 0x55d6ffe2 ^ 0x655e4f3b | 0x27c134ad & state0 + 0x4fa9822e | 0x5ed258f1 | flags0 | 0x6be63b72 ^ 0x55d6ffe2 ^ 0x655e4f3b | 0x27c134ad & state0 + 0x4fa9822e ^ flags0 | 0x6be63b72 ^ 0x55d6ffe2 ^ 0x655e4f3b | 0x27c134ad & state0 + 0x4fa9822e + 0x2ba77993 + u16_2 + state0 & flags0 | 0x6be63b72 ^ 0x55d6ffe2 ^ 0x655e4f3b | 0x27c134ad & state0 + 0x4fa9822e | 0x5ed258f1 | flags0 | 0x6be63b72 ^ 0x55d6ffe2 ^ 0x655e4f3b | 0x27c134ad & state0 + 0x4fa9822e ^ flags0 | 0x6be63b72 ^ 0x55d6ffe2 ^ 0x655e4f3b | 0x27c134ad & state0 + 0x4fa9822e + 0x2ba77993 + 0x7f20b820	72=(mask32((mask32(u16_2 + (mask32((mask32((mask32((mask32(state0 & (mask32(flags0 & (mask32(state0 + 0x4fa9822e)))))) | 0x5ed258f1)) | (mask32(flags0 & (mask32(state0 + 0x4fa9822e)))))) ^ (mask32((mask32(f...#8770af8af8ff | 56=(mask32((mask32(u16_2 + (mask32((mask32((mask32((mask32(state0 & (mask32((mask32((mask32(flags0 | 0x6be63b72)) ^ 0x55d6ffe2)) & (mask32(state0 + 0x4fa9822e)))))) | 0x5ed258f1)) | (mask32((mask32((mask32(...#4c66f61318cf	simplify_to_c_expression_or_table
320	0xbada5	vmop_320_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:232	algebraic_state_or_slot_formula:232	slot_mba_stateful	state_add_const	+0x5	VCCVV	VV	b0=var24(top=0x00:83.6%);b1=0x3d;b2=0x01;b3=var107(top=0xac:9.1%);b4=var106(top=0x0c:6.1%)	w0=var24(top=0x3d00:83.6%);w1=var107(top=0xac01:9.1%)	000;002;007;008;009;010;013;014;015;016;020;021;022;023;025;026;028;030;032;033;034;039;041;042;...+14	38	232	108;144;160;173;198;256;257;352	8	4160	vm_instruction_trace.tsv:2080;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:2080	232	0		flags0;state0;u16_3	0xffff;0x7e143884	pre_state;pre_flags;raw_vm_bytes:u16_3	mask32:4;&:3;-:5	state0 & flags0 - flags0 - 0x7e143884	128=(mask32(u16_3 - (mask32((mask32((mask32(state0 & flags0)) - flags0)) - 0x7e143884)))) & 0xffff	simplify_to_c_expression_or_table
321	0xbb1dd	vmop_321_plus0xd_state_preserve_slot_multi_path	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:3	algebraic_state_or_slot_formula:3	slot_multi_path	state_preserve	+0xd	EEEEEEEEEECCC	EEEEEC	b0=enum3(0x44:91,0x4e:3,0x00:3);b1=enum3(0xf2:91,0xf4:3,0xd6:3);b2=enum3(0x25:91,0x2e:3,0x88:3);b3=enum3(0x80:91,0xb2:3,0xe7:3);b4=enum3(0x59:91,0xcc:3,0x54:3);b5=enum3(0x78:91,0x11:3,0x0b:3);b6=enum3(0x54:91,0x0d:3,0x46:3);b7=enum3(0x78:91,0x72:3,0xe4:3);b8=enum3(0x66:91,0x55:3,0x56:3);b9=enum2(0x31:91,0x34:6);b10=0x00;b11=0x80;...+1	w0=enum3(0xf244:91,0xf44e:3,0xd600:3);w1=enum3(0x8025:91,0xb22e:3,0xe788:3);w2=enum3(0x7859:91,0x11cc:3,0x0b54:3);w3=enum3(0x7854:91,0x720d:3,0xe446:3);w4=enum3(0x3166:91,0x3455:3,0x3456:3);w5=0x8000	041;055	2	3	169;310	2	266	vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:169;vm_instruction_trace.tsv:97	9	0		flags0;state0;u16_0;u16_2	0xffff;0x2d680d90;0x69cbe1a0;0x7ba65dc4	pre_state;pre_flags;raw_vm_bytes:u16_0,u16_2	mask32:6;&:2;|:3;^:3;+:8;-:2	state0 + u16_0 ^ flags0 | 0x2d680d90 + 0x69cbe1a0 & u16_2 - state0 + u16_0 ^ flags0 | 0x2d680d90 + 0x69cbe1a0 + 0x7ba65dc4	19=(mask32((mask32(u16_2 - (mask32((mask32((mask32(state0 + (mask32(u16_0 ^ flags0)))) | 0x2d680d90)) + 0x69cbe1a0)))) + 0x7ba65dc4)) & 0xffff	simplify_to_c_expression_or_table
322	0xbb3c9	vmop_322_plus0x4_state_add_const_slot_multi_path	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:213	algebraic_state_or_slot_formula:213	slot_multi_path	state_add_const	+0x4	VVVV	VV	b0=var132(top=0x13:14.0%);b1=var123(top=0x00:19.2%);b2=var119(top=0x57:13.9%);b3=var104(top=0x96:14.7%)	w0=var202(top=0x0013:13.9%);w1=var187(top=0x9657:13.9%)	002;007;009;010;011;012;013;014;015;018;019;020;021;022;025;026;028;029;030;032;033;035;036;038;...+16	40	213	3;18;28;43;48;49;52;64;66;74;83;90;91;92;99;157;172;180;183;189;196;199;215;220;...+14	38	3694	vm_instruction_trace.tsv:1847;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:1847	213	0		flags0;state0;u16_0;u16_2	0xffff;0x2d680d90;0x69cbe1a0;0x7ba65dc4	pre_state;pre_flags;raw_vm_bytes:u16_0,u16_2	mask32:6;&:2;|:3;^:3;+:8;-:2	state0 + u16_0 ^ flags0 | 0x2d680d90 + 0x69cbe1a0 & u16_2 - state0 + u16_0 ^ flags0 | 0x2d680d90 + 0x69cbe1a0 + 0x7ba65dc4	128=(mask32((mask32(u16_2 - (mask32((mask32((mask32(state0 + (mask32(u16_0 ^ flags0)))) | 0x2d680d90)) + 0x69cbe1a0)))) + 0x7ba65dc4)) & 0xffff	simplify_to_c_expression_or_table
