source_entry	opcode_name	dispatch_slot_kind	variant_index	observed_expr_count	entry_events	unique_slot_exprs	target_coverage_pct	target_mismatched_events	target_binding_status	reduction_status	proof_status	original_chars	candidate_chars	candidate_c	original_expr	variables	smt2	solver_output_excerpt
185	vmop_185_plus0x3_state_add_const_slot_multi_path	slot_multi_path	0	128	128	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	253	170	((((((state0 ^ (flags0 | 0x17e55682u)) ^ 0x2000c224u) & 0x1f29f35u) + ((((flags0 | 0x17e55682u) + 0x28030c24u) | 0x7fa981au) ^ 0x6ea8f721u)) ^ u16_0) & 0xffffu) & 0xffffu	(mask32(u16_0 ^ (mask32((mask32((mask32((mask32(state0 ^ (mask32(flags0 | 0x17e55682)))) ^ 0x2000c224)) & 0x1f29f35)) + (mask32((mask32((mask32((mask32((mask32(flags0 | 0x17e55682)) + 0x28030c24)) ^ 0x30d03eec)) | 0x7fa981a)) ^ 0x5ea8d1c5)))))) & 0xffff	flags0;state0;u16_0	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_185_00.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
186	vmop_186_plus0x5_state_add_const_slot_mba_stateful	slot_mba_stateful	0	29	29	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	56	54	(((state0 + u16_3) + 0x72198f10u) & 0xffffu) & 0xffffu	(mask32((mask32(u16_3 + state0)) + 0x72198f10)) & 0xffff	state0;u16_3	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_186_00.smt2	"unsat\n(error ""line 8 column 10: model is not available"")"
187	vmop_187_plus0x5_state_add_const_slot_mba_stateful	slot_mba_stateful	0	5	5	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	33	38	((u16_3 - state0) & 0xffffu) & 0xffffu	(mask32(u16_3 - state0)) & 0xffff	state0;u16_3	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_187_00.smt2	"unsat\n(error ""line 8 column 10: model is not available"")"
189	vmop_189_plus0x4_state_add_const_slot_mba_stateful	slot_mba_stateful	0	128	128	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	79	70	((((state0 & 0x160e4f34u) + u16_2) ^ 0x2a1ce984u) & 0xffffu) & 0xffffu	(mask32((mask32(u16_2 + (mask32(state0 & 0x160e4f34)))) ^ 0x2a1ce984)) & 0xffff	state0;u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_189_00.smt2	"unsat\n(error ""line 8 column 10: model is not available"")"
190	vmop_190_plus0x5_state_add_const_slot_mba_stateful	slot_mba_stateful	0	81	81	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	56	54	(((state0 + u16_3) + 0x20f4b909u) & 0xffffu) & 0xffffu	(mask32((mask32(u16_3 + state0)) + 0x20f4b909)) & 0xffff	state0;u16_3	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_190_00.smt2	"unsat\n(error ""line 8 column 10: model is not available"")"
192	vmop_192_plus0x5_state_add_const_slot_multi_path	slot_multi_path	0	118	128	2	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	396	171	((((state0 + flags0) + ((((((((state0 + flags0) ^ 0x5d641cd7u) + flags0) | 0x76a1e6e7u) ^ 0x1ea5bfdcu) & 0x4f4379b7u) | 0x563159ceu) * 0x2u)) ^ u16_0) & 0xffffu) & 0xffffu	(mask32(u16_0 ^ (mask32((mask32((mask32(state0 + flags0)) + (mask32((mask32((mask32((mask32((mask32(flags0 + (mask32((mask32(state0 + flags0)) ^ 0x5d641cd7)))) | 0x76a1e6e7)) ^ 0x1ea5bfdc)) & 0x4f4379b7)) | 0x563159ce)))) + (mask32((mask32((mask32((mask32((mask32(flags0 + (mask32((mask32(state0 + flags0)) ^ 0x5d641cd7)))) | 0x76a1e6e7)) ^ 0x1ea5bfdc)) & 0x4f4379b7)) | 0x563159ce)))))) & 0xffff	flags0;state0;u16_0	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_192_00.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
192	vmop_192_plus0x5_state_add_const_slot_multi_path	slot_multi_path	1	10	128	2	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	212	107	((((state0 + flags0) + ((((state0 + flags0) ^ 0x5d641cd7u) + flags0) * 0x2u)) ^ u16_0) & 0xffffu) & 0xffffu	(mask32(u16_0 ^ (mask32((mask32((mask32(state0 + flags0)) + (mask32(flags0 + (mask32((mask32(state0 + flags0)) ^ 0x5d641cd7)))))) + (mask32(flags0 + (mask32((mask32(state0 + flags0)) ^ 0x5d641cd7)))))))) & 0xffff	flags0;state0;u16_0	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_192_01.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
196	vmop_196_plus0x4_state_add_const_slot_multi_path	slot_multi_path	0	128	128	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	454	306	(((0x64aaf8bau + (((0x32c4b127u + (((flags0 | 0x4083ed99u) & ((state0 | 0x52e5924au) ^ 0x20047816u)) & 0x7ca762c5u)) + (((0x65c8837eu + (state0 | 0x52e5924au)) + (((flags0 | 0x4083ed99u) & ((state0 | 0x52e5924au) ^ 0x20047816u)) & 0x7ca762c5u)) ^ 0x44fb7fdbu)) & 0x7c737923u)) + u16_2) & 0xffffu) & 0xffffu	(mask32((mask32(u16_2 + (mask32((mask32((mask32((mask32((mask32((mask32((mask32(state0 | 0x52e5924a)) + (mask32((mask32((mask32(flags0 | 0x4083ed99)) & (mask32((mask32(state0 | 0x52e5924a)) ^ 0x20047816)))) & 0x7ca762c5)))) + 0x37b5a024)) + 0x2e12e35a)) ^ 0x44fb7fdb)) + (mask32((mask32((mask32((mask32(flags0 | 0x4083ed99)) & (mask32((mask32(state0 | 0x52e5924a)) ^ 0x20047816)))) & 0x7ca762c5)) + 0x32c4b127)))) & 0x7c737923)))) + 0x64aaf8ba)) & 0xffff	flags0;state0;u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_196_00.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
198	vmop_198_plus0x2_state_add_const_slot_mba_stateful	slot_mba_stateful	0	128	128	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	163	92	((((((u16_0 - 0x7acb7eb7u) - flags0) - state0) - flags0) ^ 0x3fe99379u) & 0xffffu) & 0xffffu	(mask32((mask32(u16_0 - (mask32((mask32((mask32(state0 + (mask32(flags0 - 0x5e173fc7)))) - 0x3cd02127)) + (mask32(flags0 + 0x15b2dfa5)))))) ^ 0x3fe99379)) & 0xffff	flags0;state0;u16_0	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_198_00.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
199	vmop_199_plus0x3_state_add_const_slot_multi_path	slot_multi_path	0	106	128	2	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	154	114	((((((((state0 + flags0) + b2) ^ 0x7e708197u) & 0x20d5418u) + flags0) ^ u16_0) + 0x3030bb89u) & 0xffffu) & 0xffffu	(mask32((mask32(u16_0 ^ (mask32((mask32((mask32((mask32(state0 + (mask32(b2 + flags0)))) ^ 0x7e708197)) & 0x20d5418)) + flags0)))) + 0x3030bb89)) & 0xffff	b2;flags0;state0;u16_0	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_199_00.smt2	"unsat\n(error ""line 11 column 10: model is not available"")"
199	vmop_199_plus0x3_state_add_const_slot_multi_path	slot_multi_path	1	22	128	2	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	246	178	(((((0xdb2ecd76u + (flags0 ^ 0x7353b039u)) + ((((0xdb2ecd76u + (flags0 ^ 0x7353b039u)) + (b2 + state0)) ^ 0x7e708197u) & 0x20d5418u)) ^ u16_0) + 0x3030bb89u) & 0xffffu) & 0xffffu	(mask32((mask32(u16_0 ^ (mask32((mask32((mask32((mask32(state0 + (mask32(b2 + (mask32((mask32(flags0 ^ 0x7353b039)) - 0x24d1328a)))))) ^ 0x7e708197)) & 0x20d5418)) + (mask32((mask32(flags0 ^ 0x7353b039)) - 0x24d1328a)))))) + 0x3030bb89)) & 0xffff	b2;flags0;state0;u16_0	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_199_01.smt2	"unsat\n(error ""line 11 column 10: model is not available"")"
201	vmop_201_plus0x5_state_add_const_slot_mba_stateful	slot_mba_stateful	0	128	128	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	36	42	((u16_2 - 0x289c039u) & 0xffffu) & 0xffffu	(mask32(u16_2 - 0x289c039)) & 0xffff	u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_201_00.smt2	"unsat\n(error ""line 7 column 10: model is not available"")"
203	vmop_203_plus0x4_state_add_const_slot_mba_stateful	slot_mba_stateful	0	128	128	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	37	39	((u16_0 & 0xffffu) & 0xffffu) ^ 0x9807u	(mask32(u16_0 ^ 0x4ccb9807)) & 0xffff	u16_0	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_203_00.smt2	"unsat\n(error ""line 7 column 10: model is not available"")"
208	vmop_208_plus0x5_state_add_const_slot_multi_path	slot_multi_path	0	50	128	4	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	893	391	((u16_3 - ((((((((((flags0 - 0x24472ebau) ^ 0x60ff2036u) + 0x332c50c8u) ^ ((0x7ad87935u + state0) ^ (state0 | 0x7a909dc0u))) ^ 0x611d5d81u) | 0x7be050bu) - 0x790391ceu) & 0x37c3d0a5u) | 0x73f21f4du) & ((((((((flags0 - 0x24472ebau) ^ 0x60ff2036u) + 0x332c50c8u) ^ ((0x7ad87935u + state0) ^ (state0 | 0x7a909dc0u))) ^ 0x9ee2a27eu) & 0x1477a707u) + state0) | 0x72f7690fu))) & 0xffffu) & 0xffffu	(mask32(u16_3 - (mask32((mask32((mask32((mask32(state0 + (mask32((mask32((mask32((mask32((mask32((mask32((mask32((mask32((mask32(flags0 - 0x24472eba)) ^ 0x60ff2036)) + 0x7627b830)) - 0x42fb6768)) ^ (mask32(state0 + 0x7ad87935)))) ^ 0x39b69246)) ^ (mask32(state0 | 0x7a909dc0)))) ^ 0x58abcfc7)) | 0x1477a707)))) - (mask32((mask32((mask32((mask32((mask32((mask32((mask32((mask32(flags0 - 0x24472eba)) ^ 0x60ff2036)) + 0x7627b830)) - 0x42fb6768)) ^ (mask32(state0 + 0x7ad87935)))) ^ 0x39b69246)) ^ (mask32(state0 | 0x7a909dc0)))) ^ 0x58abcfc7)))) | 0x72f7690f)) & (mask32((mask32((mask32((mask32((mask32((mask32((mask32((mask32((mask32((mask32((mask32((mask32(flags0 - 0x24472eba)) ^ 0x60ff2036)) + 0x7627b830)) - 0x42fb6768)) ^ (mask32(state0 + 0x7ad87935)))) ^ 0x39b69246)) ^ (mask32(state0 | 0x7a909dc0)))) ^ 0x58abcfc7)) | 0x7be050b)) - 0x790391ce)) & 0x37c3d0a5)) | 0x73f21f4d)))))) & 0xffff	flags0;state0;u16_3	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_208_00.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
208	vmop_208_plus0x5_state_add_const_slot_multi_path	slot_multi_path	1	49	128	4	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	572	264	((u16_3 - ((((((((0x7ad87935u + state0) ^ (state0 | 0x7a909dc0u)) ^ flags0) ^ 0x9ee2a27eu) & 0x1477a707u) + state0) | 0x72f7690fu) & ((((((0x7ad87935u + state0) ^ (state0 | 0x7a909dc0u)) ^ flags0) ^ 0x611d5d81u) & 0x37c3d0a5u) | 0x73f21f4du))) & 0xffffu) & 0xffffu	(mask32(u16_3 - (mask32((mask32((mask32((mask32(state0 + (mask32((mask32((mask32((mask32((mask32(flags0 ^ (mask32(state0 + 0x7ad87935)))) ^ 0x39b69246)) ^ (mask32(state0 | 0x7a909dc0)))) ^ 0x58abcfc7)) | 0x1477a707)))) - (mask32((mask32((mask32((mask32(flags0 ^ (mask32(state0 + 0x7ad87935)))) ^ 0x39b69246)) ^ (mask32(state0 | 0x7a909dc0)))) ^ 0x58abcfc7)))) | 0x72f7690f)) & (mask32((mask32((mask32((mask32((mask32((mask32(flags0 ^ (mask32(state0 + 0x7ad87935)))) ^ 0x39b69246)) ^ (mask32(state0 | 0x7a909dc0)))) ^ 0x58abcfc7)) & 0x37c3d0a5)) | 0x73f21f4d)))))) & 0xffff	flags0;state0;u16_3	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_208_01.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
208	vmop_208_plus0x5_state_add_const_slot_multi_path	slot_multi_path	2	23	128	4	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	617	295	((u16_3 - (((((((((0x7ad87935u + state0) ^ (state0 | 0x7a909dc0u)) ^ flags0) ^ 0x611d5d81u) | 0x7be050bu) - 0x790391ceu) & 0x37c3d0a5u) | 0x73f21f4du) & (((((((0x7ad87935u + state0) ^ (state0 | 0x7a909dc0u)) ^ flags0) ^ 0x9ee2a27eu) & 0x1477a707u) + state0) | 0x72f7690fu))) & 0xffffu) & 0xffffu	(mask32(u16_3 - (mask32((mask32((mask32((mask32(state0 + (mask32((mask32((mask32((mask32((mask32(flags0 ^ (mask32(state0 + 0x7ad87935)))) ^ 0x39b69246)) ^ (mask32(state0 | 0x7a909dc0)))) ^ 0x58abcfc7)) | 0x1477a707)))) - (mask32((mask32((mask32((mask32(flags0 ^ (mask32(state0 + 0x7ad87935)))) ^ 0x39b69246)) ^ (mask32(state0 | 0x7a909dc0)))) ^ 0x58abcfc7)))) | 0x72f7690f)) & (mask32((mask32((mask32((mask32((mask32((mask32((mask32((mask32(flags0 ^ (mask32(state0 + 0x7ad87935)))) ^ 0x39b69246)) ^ (mask32(state0 | 0x7a909dc0)))) ^ 0x58abcfc7)) | 0x7be050b)) - 0x790391ce)) & 0x37c3d0a5)) | 0x73f21f4d)))))) & 0xffff	flags0;state0;u16_3	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_208_02.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
208	vmop_208_plus0x5_state_add_const_slot_multi_path	slot_multi_path	3	6	128	4	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	848	360	((u16_3 - (((((((((flags0 - 0x24472ebau) ^ 0x60ff2036u) + 0x332c50c8u) ^ ((0x7ad87935u + state0) ^ (state0 | 0x7a909dc0u))) ^ 0x9ee2a27eu) & 0x1477a707u) + state0) | 0x72f7690fu) & (((((((flags0 - 0x24472ebau) ^ 0x60ff2036u) + 0x332c50c8u) ^ ((0x7ad87935u + state0) ^ (state0 | 0x7a909dc0u))) ^ 0x611d5d81u) & 0x37c3d0a5u) | 0x73f21f4du))) & 0xffffu) & 0xffffu	(mask32(u16_3 - (mask32((mask32((mask32((mask32(state0 + (mask32((mask32((mask32((mask32((mask32((mask32((mask32((mask32((mask32(flags0 - 0x24472eba)) ^ 0x60ff2036)) + 0x7627b830)) - 0x42fb6768)) ^ (mask32(state0 + 0x7ad87935)))) ^ 0x39b69246)) ^ (mask32(state0 | 0x7a909dc0)))) ^ 0x58abcfc7)) | 0x1477a707)))) - (mask32((mask32((mask32((mask32((mask32((mask32((mask32((mask32(flags0 - 0x24472eba)) ^ 0x60ff2036)) + 0x7627b830)) - 0x42fb6768)) ^ (mask32(state0 + 0x7ad87935)))) ^ 0x39b69246)) ^ (mask32(state0 | 0x7a909dc0)))) ^ 0x58abcfc7)))) | 0x72f7690f)) & (mask32((mask32((mask32((mask32((mask32((mask32((mask32((mask32((mask32((mask32(flags0 - 0x24472eba)) ^ 0x60ff2036)) + 0x7627b830)) - 0x42fb6768)) ^ (mask32(state0 + 0x7ad87935)))) ^ 0x39b69246)) ^ (mask32(state0 | 0x7a909dc0)))) ^ 0x58abcfc7)) & 0x37c3d0a5)) | 0x73f21f4d)))))) & 0xffff	flags0;state0;u16_3	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_208_03.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
209	vmop_209_plus0x5_state_add_const_slot_multi_path	slot_multi_path	0	1	1	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	75	65	((((flags0 | 0x22939484u) & state0) ^ u16_0) & 0xffffu) & 0xffffu	(mask32(u16_0 ^ (mask32(state0 & (mask32(flags0 | 0x22939484)))))) & 0xffff	flags0;state0;u16_0	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_209_00.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
214	vmop_214_plus0x5_state_add_const_slot_multi_path	slot_multi_path	0	4	4	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	322	183	(((0x59268477u + (((((state0 ^ (0x784f7133u + flags0)) ^ 0x7e64782u) & 0x5bda5c23u) + 0x352ca91cu) | (((0x784f7133u + flags0) & 0x1029u) - 0x50327b68u))) + u16_0) & 0xffffu) & 0xffffu	(mask32((mask32(u16_0 + (mask32((mask32((mask32((mask32((mask32((mask32(state0 ^ (mask32(flags0 + 0x784f7133)))) ^ 0x7e64782)) & 0x5bda5c23)) + 0x352ca91c)) | (mask32((mask32((mask32((mask32((mask32(flags0 + 0x784f7133)) & 0x4cc9d7b)) & 0x79233229)) - 0x234dc07a)) - 0x2ce4baee)))) - 0x3231759e)))) - 0x74a805eb)) & 0xffff	flags0;state0;u16_0	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_214_00.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
216	vmop_216_plus0xa_state_preserve_slot_mba_stateful	slot_mba_stateful	0	112	112	1	0.0	112	target_binding_not_validated	compiler_expression_recovered	proved_equivalent	52	49	((u16_1 - (state0 ^ flags0)) & 0xffffu) & 0xffffu	(mask32(u16_1 - (mask32(state0 ^ flags0)))) & 0xffff	flags0;state0;u16_1	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_216_00.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
217	vmop_217_plus0x5_state_add_const_slot_mba_stateful	slot_mba_stateful	0	128	128	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	52	49	((u16_1 - (state0 ^ flags0)) & 0xffffu) & 0xffffu	(mask32(u16_1 - (mask32(state0 ^ flags0)))) & 0xffff	flags0;state0;u16_1	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_217_00.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
220	vmop_220_plus0x5_state_add_const_slot_multi_path	slot_multi_path	0	128	128	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	223	146	(((((flags0 + u16_3) - 0x66966a9cu) - ((state0 | flags0) & 0x4297c9ddu)) - (((state0 | flags0) + 0x46462807u) & 0x2332d827u)) & 0xffffu) & 0xffffu	(mask32((mask32(u16_3 - (mask32((mask32((mask32((mask32((mask32(state0 | flags0)) + 0x46462807)) & 0x2332d827)) - (mask32(flags0 - (mask32((mask32(state0 | flags0)) & 0x4297c9dd)))))) + 0x6f8e6e16)))) + 0x8f8037a)) & 0xffff	flags0;state0;u16_3	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_220_00.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
222	vmop_222_plus0x5_state_add_const_slot_multi_path	slot_multi_path	0	95	128	2	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	307	199	(((0xedf416ebu + ((((u16_0 + flags0) - (((flags0 | 0x11da3648u) + state0) & 0x169ceafau)) & (((flags0 | 0x11da3648u) + state0) & 0x169ceafau)) | 0x39a63024u)) + (flags0 + u16_2)) & 0xffffu) & 0xffffu	(mask32((mask32(u16_2 + (mask32((mask32((mask32((mask32((mask32(state0 + (mask32(flags0 | 0x11da3648)))) & 0x169ceafa)) & (mask32((mask32(u16_0 - (mask32((mask32(state0 + (mask32(flags0 | 0x11da3648)))) & 0x169ceafa)))) + flags0)))) | 0x39a63024)) + (mask32(flags0 + 0x17d780ca)))))) - 0x29e369df)) & 0xffff	flags0;state0;u16_0;u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_222_00.smt2	"unsat\n(error ""line 11 column 10: model is not available"")"
222	vmop_222_plus0x5_state_add_const_slot_multi_path	slot_multi_path	1	33	128	2	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	491	231	((((((u16_0 + (flags0 | 0x7fffff6fu)) - (((flags0 | 0x11da3648u) + state0) & 0x169ceafau)) & (((flags0 | 0x11da3648u) + state0) & 0x169ceafau)) | 0x39a63024u) + ((0xedf416ebu + (flags0 | 0x7fffff6fu)) + u16_2)) & 0xffffu) & 0xffffu	(mask32((mask32(u16_2 + (mask32((mask32((mask32((mask32((mask32(state0 + (mask32(flags0 | 0x11da3648)))) & 0x169ceafa)) & (mask32((mask32(u16_0 - (mask32((mask32(state0 + (mask32(flags0 | 0x11da3648)))) & 0x169ceafa)))) + (mask32((mask32((mask32((mask32(flags0 | 0x5b15ab43)) | 0x4cc95222)) | 0x70d72f46)) | 0x30319008)))))) | 0x39a63024)) + (mask32((mask32((mask32((mask32((mask32(flags0 | 0x5b15ab43)) | 0x4cc95222)) | 0x70d72f46)) | 0x30319008)) + 0x17d780ca)))))) - 0x29e369df)) & 0xffff	flags0;state0;u16_0;u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_222_01.smt2	"unsat\n(error ""line 11 column 10: model is not available"")"
231	vmop_231_plus0x5_state_add_const_slot_mba_stateful	slot_mba_stateful	0	4	4	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	254	124	(((u16_3 - 0x364f90fcu) - (((((0x6fa17352u + flags0) + flags0) ^ 0xc60fc2ceu) + state0) ^ 0x6ce2d486u)) & 0xffffu) & 0xffffu	(mask32((mask32(u16_3 - (mask32((mask32((mask32((mask32((mask32(state0 + (mask32((mask32(flags0 + 0x37d0b9a9)) ^ 0x6307e167)))) + (mask32((mask32(flags0 + 0x37d0b9a9)) ^ 0x6307e167)))) ^ 0x69e2cccd)) ^ 0x500184b)) - 0x796ead7f)))) + 0x5041c185)) & 0xffff	flags0;state0;u16_3	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_231_00.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
237	vmop_237_plus0x5_state_add_const_slot_multi_path	slot_multi_path	0	117	128	2	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	183	137	((((((state0 - 0x4813dbcu) - (flags0 ^ 0x22900c8u)) - ((flags0 + 0x3fbeaa1du) ^ 0x8178b71u)) ^ u16_1) - 0x4f4105f2u) & 0xffffu) & 0xffffu	(mask32((mask32(u16_1 ^ (mask32((mask32((mask32(state0 - (mask32(flags0 ^ 0x22900c8)))) - (mask32((mask32(flags0 + 0x3fbeaa1d)) ^ 0x8178b71)))) - 0x4813dbc)))) - 0x4f4105f2)) & 0xffff	flags0;state0;u16_1	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_237_00.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
237	vmop_237_plus0x5_state_add_const_slot_multi_path	slot_multi_path	1	11	128	2	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	160	121	((((((state0 - 0x4813dbcu) - (flags0 ^ 0x22900c8u)) - (flags0 ^ 0x8178b71u)) ^ u16_1) - 0x4f4105f2u) & 0xffffu) & 0xffffu	(mask32((mask32(u16_1 ^ (mask32((mask32((mask32(state0 - (mask32(flags0 ^ 0x22900c8)))) - (mask32(flags0 ^ 0x8178b71)))) - 0x4813dbc)))) - 0x4f4105f2)) & 0xffff	flags0;state0;u16_1	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_237_01.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
239	vmop_239_plus0x6_state_add_const_slot_mba_stateful	slot_mba_stateful	0	128	128	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	223	161	(((0xc9af5f52u + ((((flags0 + state0) + 0x40a7aa16u) & 0x39d16b3eu) & (u32_0 - (((flags0 + state0) + 0x40a7aa16u) & 0x39d16b3eu)))) + u16_4) & 0xffffu) & 0xffffu	(mask32((mask32(u16_4 + (mask32((mask32((mask32((mask32(state0 + 0x40a7aa16)) + flags0)) & 0x39d16b3e)) & (mask32(u32_0 - (mask32((mask32((mask32(state0 + 0x40a7aa16)) + flags0)) & 0x39d16b3e)))))))) - 0x3650a0ae)) & 0xffff	flags0;state0;u16_4;u32_0	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_239_00.smt2	"unsat\n(error ""line 10 column 10: model is not available"")"
240	vmop_240_plus0x5_state_add_const_slot_mba_stateful	slot_mba_stateful	0	5	5	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	56	54	(((u16_3 - 0x7bec2197u) - state0) & 0xffffu) & 0xffffu	(mask32((mask32(u16_3 - state0)) - 0x7bec2197)) & 0xffff	state0;u16_3	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_240_00.smt2	"unsat\n(error ""line 8 column 10: model is not available"")"
241	vmop_241_plus0xd_state_add_const_slot_mba_stateful	slot_mba_stateful	0	1	1	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	34	39	((state0 + u16_11) & 0xffffu) & 0xffffu	(mask32(u16_11 + state0)) & 0xffff	state0;u16_11	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_241_00.smt2	"unsat\n(error ""line 8 column 10: model is not available"")"
242	vmop_242_plus0x5_state_formula_slot_mba_stateful	slot_mba_stateful	0	43	43	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	56	54	(((u16_3 - state0) ^ 0x5c05e9b5u) & 0xffffu) & 0xffffu	(mask32((mask32(u16_3 - state0)) ^ 0x5c05e9b5)) & 0xffff	state0;u16_3	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_242_00.smt2	"unsat\n(error ""line 8 column 10: model is not available"")"
