source_entry	opcode_name	dispatch_slot_kind	variant_index	observed_expr_count	entry_events	unique_slot_exprs	target_coverage_pct	target_mismatched_events	target_binding_status	reduction_status	proof_status	original_chars	candidate_chars	candidate_c	original_expr	variables	smt2	solver_output_excerpt
291	vmop_291_plus0x4_state_add_const_slot_multi_path	slot_multi_path	1	44	128	2	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	422	219	(((0xa61c44cu + (((((flags0 ^ 0x3959e358u) | 0x55d764bbu) ^ 0x17a0094au) - 0x1f6881d8u) & ((((u16_0 - (flags0 ^ 0x17c85e44u)) ^ (flags0 ^ state0)) - (flags0 ^ 0x3959e358u)) - 0x610956a9u))) + u16_2) & 0xffffu) & 0xffffu	(mask32((mask32(u16_2 + (mask32((mask32((mask32((mask32(state0 ^ flags0)) ^ (mask32(u16_0 - (mask32((mask32(flags0 ^ 0x5acd2fa)) ^ 0x12648cbe)))))) - (mask32((mask32((mask32((mask32(flags0 ^ 0x5acd2fa)) ^ 0x12648cbe)) ^ 0x2e91bd1c)) + 0x610956a9)))) & (mask32((mask32((mask32((mask32((mask32((mask32(flags0 ^ 0x5acd2fa)) ^ 0x12648cbe)) ^ 0x2e91bd1c)) | 0x55d764bb)) ^ 0x17a0094a)) - 0x1f6881d8)))))) + 0xa61c44c)) & 0xffff	flags0;state0;u16_0;u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_291_01.smt2	"unsat\n(error ""line 11 column 10: model is not available"")"
292	vmop_292_plus0x5_state_add_const_slot_multi_path	slot_multi_path	0	128	128	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	131	53	(((u16_1 ^ u16_3) + 0x628c34bcu) & 0xffffu) & 0xffffu	(mask32((mask32(u16_3 ^ (mask32((mask32(state0 | flags0)) + (mask32(u16_1 - (mask32(state0 | flags0)))))))) + 0x628c34bc)) & 0xffff	flags0;state0;u16_1;u16_3	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_292_00.smt2	"unsat\n(error ""line 11 column 10: model is not available"")"
295	vmop_295_plus0x5_state_mixed_slot_mba_stateful	slot_mba_stateful	0	128	128	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	37	43	((u16_2 - 0x396ecbf2u) & 0xffffu) & 0xffffu	(mask32(u16_2 - 0x396ecbf2)) & 0xffff	u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_295_00.smt2	"unsat\n(error ""line 7 column 10: model is not available"")"
297	vmop_297_plus0x3_state_add_const_slot_multi_path	slot_multi_path	0	90	128	2	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	238	168	(((((u16_1 - (flags0 + b0)) - (((0xb7ddf6beu + state0) | flags0) ^ 0x6b7f38b7u)) - (((0xb7ddf6beu + state0) | flags0) ^ 0x6b7f38b7u)) ^ 0x9f24ccbu) & 0xffffu) & 0xffffu	(mask32((mask32(u16_1 - (mask32((mask32((mask32((mask32(state0 - 0x48220942)) | flags0)) ^ 0x6b7f38b7)) + (mask32((mask32(b0 + (mask32((mask32((mask32(state0 - 0x48220942)) | flags0)) ^ 0x6b7f38b7)))) + flags0)))))) ^ 0x9f24ccb)) & 0xffff	b0;flags0;state0;u16_1	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_297_00.smt2	"unsat\n(error ""line 11 column 10: model is not available"")"
297	vmop_297_plus0x3_state_add_const_slot_multi_path	slot_multi_path	1	38	128	2	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	376	264	((((((u16_1 - b0) - ((0x283684b4u + flags0) ^ 0x4a5a939au)) - (((0xb7ddf6beu + state0) | ((0x283684b4u + flags0) ^ 0x4a5a939au)) ^ 0x6b7f38b7u)) - (((0xb7ddf6beu + state0) | ((0x283684b4u + flags0) ^ 0x4a5a939au)) ^ 0x6b7f38b7u)) ^ 0x9f24ccbu) & 0xffffu) & 0xffffu	(mask32((mask32(u16_1 - (mask32((mask32((mask32((mask32(state0 - 0x48220942)) | (mask32((mask32(flags0 + 0x283684b4)) ^ 0x4a5a939a)))) ^ 0x6b7f38b7)) + (mask32((mask32(b0 + (mask32((mask32((mask32(state0 - 0x48220942)) | (mask32((mask32(flags0 + 0x283684b4)) ^ 0x4a5a939a)))) ^ 0x6b7f38b7)))) + (mask32((mask32(flags0 + 0x283684b4)) ^ 0x4a5a939a)))))))) ^ 0x9f24ccb)) & 0xffff	b0;flags0;state0;u16_1	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_297_01.smt2	"unsat\n(error ""line 11 column 10: model is not available"")"
300	vmop_300_plus0x4_state_add_const_slot_multi_path	slot_multi_path	0	120	128	2	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	223	84	((u16_2 - ((0x0u - (u16_0 + flags0)) | (flags0 & 0x1011ba33u))) & 0xffffu) & 0xffffu	(mask32(u16_2 - (mask32((mask32((mask32((mask32(state0 & 0x2b7e7713)) & 0x515f6307)) - (mask32((mask32(u16_0 + (mask32((mask32(state0 & 0x2b7e7713)) & 0x515f6307)))) + flags0)))) | (mask32(flags0 & 0x1011ba33)))))) & 0xffff	flags0;state0;u16_0;u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_300_00.smt2	"unsat\n(error ""line 11 column 10: model is not available"")"
300	vmop_300_plus0x4_state_add_const_slot_multi_path	slot_multi_path	1	8	128	2	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	313	146	((u16_2 - ((0x0u - (u16_0 + ((flags0 & 0x742354du) + 0x2ff05a2bu))) | (((flags0 & 0x742354du) + 0x2ff05a2bu) & 0x1011ba33u))) & 0xffffu) & 0xffffu	(mask32(u16_2 - (mask32((mask32((mask32((mask32(state0 & 0x2b7e7713)) & 0x515f6307)) - (mask32((mask32(u16_0 + (mask32((mask32(state0 & 0x2b7e7713)) & 0x515f6307)))) + (mask32((mask32(flags0 & 0x742354d)) + 0x2ff05a2b)))))) | (mask32((mask32((mask32(flags0 & 0x742354d)) + 0x2ff05a2b)) & 0x1011ba33)))))) & 0xffff	flags0;state0;u16_0;u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_300_01.smt2	"unsat\n(error ""line 11 column 10: model is not available"")"
301	vmop_301_plus0x5_state_add_const_slot_mba_stateful	slot_mba_stateful	0	128	128	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	75	65	(((u16_3 - 0x2c0febdfu) - (state0 & flags0)) & 0xffffu) & 0xffffu	(mask32((mask32(u16_3 - (mask32(state0 & flags0)))) - 0x2c0febdf)) & 0xffff	flags0;state0;u16_3	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_301_00.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
305	vmop_305_plus0x4_state_add_const_slot_mba_stateful	slot_mba_stateful	0	128	128	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	33	38	((state0 + u16_0) & 0xffffu) & 0xffffu	(mask32(u16_0 + state0)) & 0xffff	state0;u16_0	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_305_00.smt2	"unsat\n(error ""line 8 column 10: model is not available"")"
311	vmop_311_plus0xa_state_preserve_slot_multi_path	slot_multi_path	0	67	67	1	0.0	67	target_binding_not_validated	compiler_expression_recovered	proved_equivalent	208	123	(((((0xe7763eefu + state0) - (((0xdbdb30ebu + flags0) - state0) | 0x3ffdbffbu)) ^ u16_3) ^ 0xa9f4228u) & 0xffffu) & 0xffffu	(mask32((mask32(u16_3 ^ (mask32((mask32(state0 - 0x1889c111)) - (mask32((mask32((mask32(flags0 - (mask32((mask32(state0 - 0x1889c111)) + 0x3cae9026)))) | 0x2b959efa)) | 0x35e8abc1)))))) ^ 0xa9f4228)) & 0xffff	flags0;state0;u16_3	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_311_00.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
313	vmop_313_plus0x5_state_add_const_slot_multi_path	slot_multi_path	0	4	4	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	1115	741	(((((((((((flags0 - ((((0xbf67668au + state0) - flags0) | 0x2f39160au) ^ 0x7af00ac1u)) ^ (((0xbf67668au + state0) - flags0) | 0x2f39160au)) ^ 0x3764731u) - (((0xbf67668au + state0) - flags0) | 0x2f39160au)) | 0x6ecf352au) ^ (((0xbf67668au + state0) - flags0) | 0x2f39160au)) & (0xcbb54426u + ((((flags0 - ((((0xbf67668au + state0) - flags0) | 0x2f39160au) ^ 0x7af00ac1u)) ^ (((0xbf67668au + state0) - flags0) | 0x2f39160au)) ^ 0x3764731u) - (((0xbf67668au + state0) - flags0) | 0x2f39160au)))) ^ ((((flags0 - ((((0xbf67668au + state0) - flags0) | 0x2f39160au) ^ 0x7af00ac1u)) ^ (((0xbf67668au + state0) - flags0) | 0x2f39160au)) ^ 0x3764731u) - (((0xbf67668au + state0) - flags0) | 0x2f39160au))) + u16_2) ^ 0x35363d0au) & 0xffffu) & 0xffffu	(mask32((mask32(u16_2 + (mask32((mask32((mask32((mask32((mask32(state0 - (mask32(flags0 + 0x40989976)))) | 0x2f39160a)) ^ (mask32((mask32((mask32((mask32(flags0 - (mask32((mask32((mask32(state0 - (mask32(flags0 + 0x40989976)))) | 0x2f39160a)) ^ 0x7af00ac1)))) ^ (mask32((mask32((mask32(state0 - (mask32(flags0 + 0x40989976)))) | 0x2f39160a)) ^ 0x3764731)))) - (mask32((mask32(state0 - (mask32(flags0 + 0x40989976)))) | 0x2f39160a)))) | 0x6ecf352a)))) & (mask32((mask32((mask32((mask32(flags0 - (mask32((mask32((mask32(state0 - (mask32(flags0 + 0x40989976)))) | 0x2f39160a)) ^ 0x7af00ac1)))) ^ (mask32((mask32((mask32(state0 - (mask32(flags0 + 0x40989976)))) | 0x2f39160a)) ^ 0x3764731)))) - (mask32((mask32(state0 - (mask32(flags0 + 0x40989976)))) | 0x2f39160a)))) - 0x344abbda)))) ^ (mask32((mask32((mask32(flags0 - (mask32((mask32((mask32(state0 - (mask32(flags0 + 0x40989976)))) | 0x2f39160a)) ^ 0x7af00ac1)))) ^ (mask32((mask32((mask32(state0 - (mask32(flags0 + 0x40989976)))) | 0x2f39160a)) ^ 0x3764731)))) - (mask32((mask32(state0 - (mask32(flags0 + 0x40989976)))) | 0x2f39160a)))))))) ^ 0x35363d0a)) & 0xffff	flags0;state0;u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_313_00.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
314	vmop_314_plus0xa_state_add_const_slot_mba_stateful	slot_mba_stateful	0	1	1	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	116	75	((((0xef1bbeaau + u16_8) + state0) - (state0 ^ u32_0)) & 0xffffu) & 0xffffu	(mask32((mask32(u16_8 + (mask32((mask32(state0 - (mask32(u32_0 ^ state0)))) + 0x477d7abb)))) - 0x5861bc11)) & 0xffff	state0;u16_8;u32_0	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_314_00.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
315	vmop_315_plus0x4_state_mixed_slot_mba_stateful	slot_mba_stateful	0	128	128	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	37	39	((u16_2 & 0xffffu) & 0xffffu) ^ 0xf071u	(mask32(u16_2 ^ 0x42c7f071)) & 0xffff	u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_315_00.smt2	"unsat\n(error ""line 7 column 10: model is not available"")"
317	vmop_317_plus0x4_state_add_const_slot_multi_path	slot_multi_path	0	47	66	3	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	271	175	(((u16_0 + 0x18e7b255u) - ((((((((state0 - flags0) | flags0) ^ (u16_2 + flags0)) & flags0) & 0x19a77bau) + flags0) | flags0) ^ ((~flags0) & 0x501e3e6cu))) & 0xffffu) & 0xffffu	(mask32((mask32(u16_0 - (mask32((mask32((mask32((mask32((mask32((mask32((mask32((mask32(state0 - flags0)) | flags0)) ^ (mask32(u16_2 + flags0)))) & (mask32(flags0 & 0x19a77ba)))) + flags0)) | flags0)) ^ (mask32(flags0 | 0x501e3e6c)))) ^ flags0)))) + 0x18e7b255)) & 0xffff	flags0;state0;u16_0;u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_317_00.smt2	"unsat\n(error ""line 11 column 10: model is not available"")"
317	vmop_317_plus0x4_state_add_const_slot_multi_path	slot_multi_path	1	12	66	3	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	1007	495	(((u16_0 + 0x18e7b255u) - ((((((((state0 - (((0xd528cc0fu + flags0) ^ 0x12461866u) & 0x2d8e67e2u)) | (((0xd528cc0fu + flags0) ^ 0x12461866u) & 0x2d8e67e2u)) ^ (u16_2 + (((0xd528cc0fu + flags0) ^ 0x12461866u) & 0x2d8e67e2u))) & ((0xd528cc0fu + flags0) ^ 0x12461866u)) & 0x18a67a2u) + (((0xd528cc0fu + flags0) ^ 0x12461866u) & 0x2d8e67e2u)) | (((0xd528cc0fu + flags0) ^ 0x12461866u) & 0x2d8e67e2u)) ^ ((~(((0xd528cc0fu + flags0) ^ 0x12461866u) & 0x2d8e67e2u)) & 0x501e3e6cu))) & 0xffffu) & 0xffffu	(mask32((mask32(u16_0 - (mask32((mask32((mask32((mask32((mask32((mask32((mask32((mask32(state0 - (mask32((mask32((mask32((mask32(flags0 + 0x189c9c80)) - 0x4373d071)) ^ 0x12461866)) & 0x2d8e67e2)))) | (mask32((mask32((mask32((mask32(flags0 + 0x189c9c80)) - 0x4373d071)) ^ 0x12461866)) & 0x2d8e67e2)))) ^ (mask32(u16_2 + (mask32((mask32((mask32((mask32(flags0 + 0x189c9c80)) - 0x4373d071)) ^ 0x12461866)) & 0x2d8e67e2)))))) & (mask32((mask32((mask32((mask32((mask32(flags0 + 0x189c9c80)) - 0x4373d071)) ^ 0x12461866)) & 0x2d8e67e2)) & 0x19a77ba)))) + (mask32((mask32((mask32((mask32(flags0 + 0x189c9c80)) - 0x4373d071)) ^ 0x12461866)) & 0x2d8e67e2)))) | (mask32((mask32((mask32((mask32(flags0 + 0x189c9c80)) - 0x4373d071)) ^ 0x12461866)) & 0x2d8e67e2)))) ^ (mask32((mask32((mask32((mask32((mask32(flags0 + 0x189c9c80)) - 0x4373d071)) ^ 0x12461866)) & 0x2d8e67e2)) | 0x501e3e6c)))) ^ (mask32((mask32((mask32((mask32(flags0 + 0x189c9c80)) - 0x4373d071)) ^ 0x12461866)) & 0x2d8e67e2)))))) + 0x18e7b255)) & 0xffff	flags0;state0;u16_0;u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_317_01.smt2	"unsat\n(error ""line 11 column 10: model is not available"")"
317	vmop_317_plus0x4_state_add_const_slot_multi_path	slot_multi_path	2	7	66	3	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	639	287	(((u16_0 + 0x18e7b255u) - ((((((((state0 - (0xd528cc0fu + flags0)) | (0xd528cc0fu + flags0)) ^ (u16_2 + (0xd528cc0fu + flags0))) & (0xd528cc0fu + flags0)) & 0x19a77bau) + (0xd528cc0fu + flags0)) | (0xd528cc0fu + flags0)) ^ ((~(0xd528cc0fu + flags0)) & 0x501e3e6cu))) & 0xffffu) & 0xffffu	(mask32((mask32(u16_0 - (mask32((mask32((mask32((mask32((mask32((mask32((mask32((mask32(state0 - (mask32((mask32(flags0 + 0x189c9c80)) - 0x4373d071)))) | (mask32((mask32(flags0 + 0x189c9c80)) - 0x4373d071)))) ^ (mask32(u16_2 + (mask32((mask32(flags0 + 0x189c9c80)) - 0x4373d071)))))) & (mask32((mask32((mask32(flags0 + 0x189c9c80)) - 0x4373d071)) & 0x19a77ba)))) + (mask32((mask32(flags0 + 0x189c9c80)) - 0x4373d071)))) | (mask32((mask32(flags0 + 0x189c9c80)) - 0x4373d071)))) ^ (mask32((mask32((mask32(flags0 + 0x189c9c80)) - 0x4373d071)) | 0x501e3e6c)))) ^ (mask32((mask32(flags0 + 0x189c9c80)) - 0x4373d071)))))) + 0x18e7b255)) & 0xffff	flags0;state0;u16_0;u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_317_02.smt2	"unsat\n(error ""line 11 column 10: model is not available"")"
319	vmop_319_plus0x5_state_add_const_slot_multi_path	slot_multi_path	0	72	128	2	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	285	151	(((0x7f20b820u + ((((state0 + 0x4fa9822eu) & flags0) + 0x2ba77993u) ^ (((state0 + 0x4fa9822eu) & flags0) | 0x5ed258f1u))) + u16_2) & 0xffffu) & 0xffffu	(mask32((mask32(u16_2 + (mask32((mask32((mask32((mask32(state0 & (mask32(flags0 & (mask32(state0 + 0x4fa9822e)))))) | 0x5ed258f1)) | (mask32(flags0 & (mask32(state0 + 0x4fa9822e)))))) ^ (mask32((mask32(flags0 & (mask32(state0 + 0x4fa9822e)))) + 0x2ba77993)))))) + 0x7f20b820)) & 0xffff	flags0;state0;u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_319_00.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
319	vmop_319_plus0x5_state_add_const_slot_multi_path	slot_multi_path	1	56	128	2	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	423	215	(((0x7f20b820u + (((((flags0 | 0x6be63b72u) ^ 0x55d6ffe2u) & (0x4fa9822eu + state0)) + 0x2ba77993u) ^ ((((flags0 | 0x6be63b72u) ^ 0x55d6ffe2u) & (0x4fa9822eu + state0)) | 0x5ed258f1u))) + u16_2) & 0xffffu) & 0xffffu	(mask32((mask32(u16_2 + (mask32((mask32((mask32((mask32(state0 & (mask32((mask32((mask32(flags0 | 0x6be63b72)) ^ 0x55d6ffe2)) & (mask32(state0 + 0x4fa9822e)))))) | 0x5ed258f1)) | (mask32((mask32((mask32(flags0 | 0x6be63b72)) ^ 0x55d6ffe2)) & (mask32(state0 + 0x4fa9822e)))))) ^ (mask32((mask32((mask32((mask32(flags0 | 0x6be63b72)) ^ 0x55d6ffe2)) & (mask32(state0 + 0x4fa9822e)))) + 0x2ba77993)))))) + 0x7f20b820)) & 0xffff	flags0;state0;u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_319_01.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
320	vmop_320_plus0x5_state_add_const_slot_mba_stateful	slot_mba_stateful	0	128	128	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	94	76	((((0x7e143884u + u16_3) + flags0) - (flags0 & state0)) & 0xffffu) & 0xffffu	(mask32(u16_3 - (mask32((mask32((mask32(state0 & flags0)) - flags0)) - 0x7e143884)))) & 0xffff	flags0;state0;u16_3	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_320_00.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
321	vmop_321_plus0xd_state_preserve_slot_multi_path	slot_multi_path	0	19	19	1	0.0	19	target_binding_not_validated	compiler_expression_recovered	proved_equivalent	139	91	(((u16_2 + 0x11da7c24u) - (((flags0 ^ u16_0) + state0) | 0x2d680d90u)) & 0xffffu) & 0xffffu	(mask32((mask32(u16_2 - (mask32((mask32((mask32(state0 + (mask32(u16_0 ^ flags0)))) | 0x2d680d90)) + 0x69cbe1a0)))) + 0x7ba65dc4)) & 0xffff	flags0;state0;u16_0;u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_321_00.smt2	"unsat\n(error ""line 11 column 10: model is not available"")"
322	vmop_322_plus0x4_state_add_const_slot_multi_path	slot_multi_path	0	128	128	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	139	91	(((u16_2 + 0x11da7c24u) - (((flags0 ^ u16_0) + state0) | 0x2d680d90u)) & 0xffffu) & 0xffffu	(mask32((mask32(u16_2 - (mask32((mask32((mask32(state0 + (mask32(u16_0 ^ flags0)))) | 0x2d680d90)) + 0x69cbe1a0)))) + 0x7ba65dc4)) & 0xffff	flags0;state0;u16_0;u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_322_00.smt2	"unsat\n(error ""line 11 column 10: model is not available"")"
326	vmop_326_plus0x5_state_add_const_slot_mba_stateful	slot_mba_stateful	0	31	31	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	37	39	((u16_1 & 0xffffu) & 0xffffu) ^ 0xeebeu	(mask32(u16_1 ^ 0x50d4eebe)) & 0xffff	u16_1	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_326_00.smt2	"unsat\n(error ""line 7 column 10: model is not available"")"
331	vmop_331_plus0x3_state_formula_slot_multi_path	slot_multi_path	0	5	5	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	204	150	(((u16_0 - 0x35a6d51u) - (((0x6859cefdu + flags0) + (((state0 & 0x3eb8b067u) + flags0) & (flags0 ^ 0x1f891278u))) | 0x47dd4277u)) & 0xffffu) & 0xffffu	(mask32((mask32(u16_0 - (mask32((mask32((mask32((mask32((mask32((mask32(state0 & 0x3eb8b067)) + flags0)) & (mask32(flags0 ^ 0x1f891278)))) + flags0)) + 0x6859cefd)) | 0x47dd4277)))) - 0x35a6d51)) & 0xffff	flags0;state0;u16_0	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_331_00.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
332	vmop_332_plus0x4_state_add_const_slot_multi_path	slot_multi_path	0	128	128	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	698	307	(((((0x149316fau + ((((state0 | 0x2f0ca7d2u) & flags0) & ((state0 | 0x30661b97u) - 0x23cebdbcu)) ^ ((state0 & 0x57d9fe65u) | 0x10401a05u))) + ((((state0 | 0x2f0ca7d2u) & flags0) & ((state0 | 0x30661b97u) - 0x23cebdbcu)) ^ ((state0 & 0x57d9fe65u) | 0x10401a05u))) ^ u16_2) + 0x42097e5du) & 0xffffu) & 0xffffu	(mask32((mask32(u16_2 ^ (mask32((mask32((mask32((mask32((mask32((mask32(state0 | 0x30661b97)) & 0x57d9fe65)) | (mask32((mask32((mask32(flags0 & (mask32(state0 | 0x2f0ca7d2)))) & (mask32((mask32(state0 | 0x30661b97)) - 0x23cebdbc)))) ^ (mask32((mask32(state0 | 0x30661b97)) & 0x57d9fe65)))))) & (mask32((mask32((mask32(flags0 & (mask32(state0 | 0x2f0ca7d2)))) & (mask32((mask32(state0 | 0x30661b97)) - 0x23cebdbc)))) ^ (mask32((mask32(state0 | 0x30661b97)) & 0x57d9fe65)))))) + 0x149316fa)) + (mask32((mask32((mask32(flags0 & (mask32(state0 | 0x2f0ca7d2)))) & (mask32((mask32(state0 | 0x30661b97)) - 0x23cebdbc)))) ^ (mask32((mask32(state0 | 0x30661b97)) & 0x57d9fe65)))))))) + 0x42097e5d)) & 0xffff	flags0;state0;u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_332_00.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
333	vmop_333_plus0x4_state_add_const_slot_multi_path	slot_multi_path	0	128	128	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	239	168	((u16_0 - (((((((flags0 ^ state0) | 0x37ccc6eau) ^ state0) - 0x61e56767u) & (flags0 ^ state0)) + ((flags0 ^ state0) | 0x71cc1ee8u)) | 0x569ecec3u)) & 0xffffu) & 0xffffu	(mask32(u16_0 - (mask32((mask32((mask32((mask32((mask32(state0 ^ (mask32((mask32(flags0 ^ state0)) | 0x37ccc6ea)))) - 0x61e56767)) & (mask32(flags0 ^ state0)))) + (mask32((mask32(flags0 ^ state0)) | 0x71cc1ee8)))) | 0x569ecec3)))) & 0xffff	flags0;state0;u16_0	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_333_00.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
336	vmop_336_plus0x5_state_add_const_slot_mba_stateful	slot_mba_stateful	0	33	33	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	37	38	((u16_2 & 0xffffu) & 0xffffu) ^ 0x9e8u	(mask32(u16_2 ^ 0x114009e8)) & 0xffff	u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_336_00.smt2	"unsat\n(error ""line 7 column 10: model is not available"")"
337	vmop_337_plus0x4_state_add_const_slot_multi_path	slot_multi_path	0	85	128	2	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	325	181	(((((((0x2051de91u - (flags0 + u16_2)) & (0x61f749a7u + flags0)) | 0x51d7631au) ^ (((0x61f749a7u + flags0) ^ 0x3de72107u) & 0xe04b834u)) + u16_0) ^ 0x2060ddeau) & 0xffffu) & 0xffffu	(mask32((mask32(u16_0 + (mask32((mask32((mask32((mask32((mask32((mask32(state0 - flags0)) - (mask32((mask32(u16_2 + (mask32(state0 - flags0)))) + flags0)))) + 0x2051de91)) & (mask32(flags0 + 0x61f749a7)))) | 0x51d7631a)) ^ (mask32((mask32((mask32(flags0 + 0x61f749a7)) ^ 0x3de72107)) & 0xe04b834)))))) ^ 0x2060ddea)) & 0xffff	flags0;state0;u16_0;u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_337_00.smt2	"unsat\n(error ""line 11 column 10: model is not available"")"
337	vmop_337_plus0x4_state_add_const_slot_multi_path	slot_multi_path	1	43	128	2	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	280	150	(((((((0x2051de91u - (flags0 + u16_2)) & (0x61f749a7u + flags0)) | 0x51d7631au) ^ (0x61f749a7u + flags0)) + u16_0) ^ 0x2060ddeau) & 0xffffu) & 0xffffu	(mask32((mask32(u16_0 + (mask32((mask32((mask32((mask32((mask32((mask32(state0 - flags0)) - (mask32((mask32(u16_2 + (mask32(state0 - flags0)))) + flags0)))) + 0x2051de91)) & (mask32(flags0 + 0x61f749a7)))) | 0x51d7631a)) ^ (mask32(flags0 + 0x61f749a7)))))) ^ 0x2060ddea)) & 0xffff	flags0;state0;u16_0;u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_337_01.smt2	"unsat\n(error ""line 11 column 10: model is not available"")"
338	vmop_338_plus0x6_state_add_const_slot_mba_stateful	slot_mba_stateful	0	128	128	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	56	54	(((u16_0 - 0x4bf8be0cu) - state0) & 0xffffu) & 0xffffu	(mask32((mask32(u16_0 - state0)) - 0x4bf8be0c)) & 0xffff	state0;u16_0	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_338_00.smt2	"unsat\n(error ""line 8 column 10: model is not available"")"
