source_entry	source_target	opcode_name	class	events	ir_rows	delta	shape	word_shape	operand_layout	word_layout	state_kind	state_class_mix	state_effect_rows	state_effect_preview	dispatch_slot_kind	dispatch_slot_preview	ip_advance_ir	long_branch_ir	sampled_operand_ir	top_bytes	programs	readability_status	state_effect_ir	dispatch_slot_ir
300	0xb6c36	vmop_300_plus0x4_state_add_const_slot_multi_path	static_validated	3190	238	+0x4	VVVV	VV	b0=var134(top=0x12:10.9%);b1=var135(top=0x85:10.1%);b2=var96(top=0x60:10.2%);b3=var122(top=0x42:10.0%)	w0=var233(top=0x852c:8.0%);w1=var221(top=0x4260:8.0%)	state_add_const	state_add_const:143	238	state0 & 0x2b7e7713 & 0x515f6307 - u16_0 + state0 & 0x2b7e7713 & 0x515f6307 + flags0 & 0x742354d + 0x2ff05a2b | flags0 & 0x742354d + 0x2ff05a2b & 0x1011ba33 ^ u16_2 - state0 & 0x2b7e7713 & 0x515f6307 - u16_0 + state0 & 0x2b7e7713 & 0x515f6307 + flags0 & 0x742354d + 0x2ff05a2b | flags0 & 0x742354...#143	slot_multi_path	120=(mask32(u16_2 - (mask32((mask32((mask32((mask32(state0 & 0x2b7e7713)) & 0x515f6307)) - (mask32((mask32(u16_0 + (mask32((mask32(state0 & 0x2b7e7713)) & 0x515f6307)))) + flags0)))) | (mask32(flags0 & 0x101...#c6f36fb6c762 | 8=(mask32(u16_2 - (mask32((mask32((mask32((mask32(state0 & 0x2b7e7713)...#1bf	128=0x4			6855d004:1,cf678500:1,c87eb743:1,cd3297d5:1,213e83a6:1,5365b93e:1,5884287f:1,f29fca22:1	055:32,042:21,056:20,041:19,059:17,048:15,050:12,046:11,052:11,061:10,021:9,026:6	named_structural;needs_algebraic_simplification	state0 & 0x2b7e7713 & 0x515f6307 - u16_0 + state0 & 0x2b7e7713 & 0x515f6307 + flags0 & 0x742354d + 0x2ff05a2b | flags0 & 0x742354d + 0x2ff05a2b & 0x1011ba33 ^ u16_2 - state0 & 0x2b7e7713 & 0x515f6307 - u16_0 + state0 & 0x2b7e7713 & 0x515f6307 + flags0 & 0x742354d + 0x2ff05a2b | flags0 & 0x742354d + 0x2ff05a2b & 0x1011ba33	120=(mask32(u16_2 - (mask32((mask32((mask32((mask32(state0 & 0x2b7e7713)) & 0x515f6307)) - (mask32((mask32(u16_0 + (mask32((mask32(state0 & 0x2b7e7713)) & 0x515f6307)))) + flags0)))) | (mask32(flags0 & 0x101...#c6f36fb6c762 | 8=(mask32(u16_2 - (mask32((mask32((mask32((mask32(state0 & 0x2b7e7713)) & 0x515f6307)) - (mask32((mask32(u16_0 + (mask32((mask32(state0 & 0x2b7e7713)) & 0x515f6307)))) + (mask32((mask32(flags0 & 0x742354d)...#048ef6ca5a85
301	0xb708d	vmop_301_plus0x5_state_add_const_slot_mba_stateful	static_validated	4380	389	+0x5	CCCVV	CV	b0=0x00;b1=0x3d;b2=0x01;b3=var115(top=0xdf:19.9%);b4=var115(top=0x18:6.4%)	w0=0x3d00;w1=var115(top=0xdf01:19.9%)	state_add_const	state_add_const:207,state_mixed:54,state_const_post:7	389	state0 & flags0 ^ u16_3 - state0 & flags0 - 0x2c0febdf	slot_mba_stateful	128=(mask32((mask32(u16_3 - (mask32(state0 & flags0)))) - 0x2c0febdf)) & 0xffff	128=0x5			003d01dff6:5,003d01e7f3:5,003d013ff7:5,003d010ff2:5,003d015ff0:5,003d015ff8:4,003d01dff0:4,003d01dff3:4	055:54,056:40,041:34,042:29,046:21,021:19,052:18,063:18,050:17,048:16,059:15,061:14	named_structural;needs_algebraic_simplification	state0 & flags0 ^ u16_3 - state0 & flags0 - 0x2c0febdf	128=(mask32((mask32(u16_3 - (mask32(state0 & flags0)))) - 0x2c0febdf)) & 0xffff
302	0xb7586	vmop_302_minus0x40_sampled_backedge_slot_unknown	sampled_only	109	10	-0x40	sampled				sampled_backedge	sampled_backedge:10	10	state0	slot_unknown			39=next = table[171], ip -= 0x40 | 25=next = table[171], ip += 0x22		ab000000ce020080:2,620100004c020080:1,a5000000ce020080:1,ab00000055000000:1,a500000055000000:1,ab00000040000080:1,a50000005d050080:1,a500000040000080:1	059:2,063:2,000:1,042:1,046:1,048:1,055:1,056:1	named_structural	state0	
305	0xb78b0	vmop_305_plus0x4_state_add_const_slot_mba_stateful	static_validated	10874	771	+0x4	VVCC	VC	b0=var237(top=0x40:4.1%);b1=var225(top=0x09:3.5%);b2=0xe8;b3=0x01	w0=var731(top=0x0cb5:2.4%);w1=0x01e8	state_add_const	state_add_const:376,state_preserve:36,state_mixed:9	771	state0 & u16_0 + state0	slot_mba_stateful	128=(mask32(u16_0 + state0)) & 0xffff	128=0x4			c8fde801:3,100ae801:3,6000e801:3,5801e801:3,b804e801:3,9001e801:3,4801e801:3,6809e801:3	041:125,021:61,056:50,055:35,032:32,059:28,010:25,026:24,050:23,063:21,048:20,046:19	named_structural;needs_algebraic_simplification	state0 & u16_0 + state0	128=(mask32(u16_0 + state0)) & 0xffff
307	0xb8064	vmop_307_plus0x3_state_add_const_slot_u16_1_sub_const	static_validated	24095	2012	+0x3	VVV	V	b0=var252(top=0x3a:9.2%);b1=var29(top=0x9d:8.1%);b2=var12(top=0xaf:24.2%)	w0=var1340(top=0x3d3a:1.5%)	state_add_const	state_add_const:955,state_mixed:393,state_const_post:24,state_preserve:2	2012	state0 ^ b0 - flags0 & flags0 & 0x5792b958 ^ flags0 & 0x5792b958	slot_u16_1_sub_const	128=(mask32(u16_1 - 0x665a9b5)) & 0xffff	128=0x3			3a3db4:12,3a9daf:11,3af5ae:9,3a8db4:9,3a55b4:9,3ab5ab:9,3ac5b1:8,3a45ad:8	041:270,055:146,021:134,056:134,032:80,042:74,050:67,061:61,063:60,046:59,048:59,059:58	named_structural	state0 ^ b0 - flags0 & flags0 & 0x5792b958 ^ flags0 & 0x5792b958	128=(mask32(u16_1 - 0x665a9b5)) & 0xffff
308	0xb837c	vmop_308_plus0x20_exact_slot_unknown	partial	1	19	+0x20	CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC	CCCCCCCCCCCCCCCC	b0=0xab;b1=0x00;b2=0x00;b3=0x00;b4=0x20;b5=0x00;b6=0x00;b7=0x00;b8=0xa8;b9=0x00;b10=0xb3;b11=0x00;...+20	w0=0x00ab;w1=0x0000;w2=0x0020;w3=0x0000;w4=0x00a8;w5=0x00b3;w6=0xd96e;w7=0x0b4c;w8=0x00b3;w9=0x0820;w10=0x1684;w11=0x8e01;w12=0x0000;w13=0x013d;w14=0xe550;w15=0xcf14	exact	exact:18	19	state0	slot_unknown			91=next = table[171], ip -= 0x51a4 | 64=next = table[171], ip -= 0x9de		ab00000040000080:2,62010000ce020080:2,ab00000054000000:1,ab00000020000000a800b3006ed94c0bb30020088416018e00003d0150e514cf:1,62010000c1220000:1,ab000000de090080:1,ab000000a4510080:1,62010000e6040080:1	055:4,042:2,056:2,007:1,019:1,023:1,030:1,041:1,046:1,048:1,050:1,059:1	named_structural	state0	
310	0xb8556	vmop_310_plus0x4_state_preserve_slot_const_or_affine	static_validated	1614	63	+0x4	CCEE	CE	b0=0xe8;b1=0x01;b2=enum3(0xa5:666,0x62:566,0xab:382);b3=enum2(0x00:1048,0x01:566)	w0=0x01e8;w1=enum3(0x00a5:666,0x0162:566,0x00ab:382)	state_preserve	state_preserve:63	63	state0	slot_const_or_affine	128=u16_2 << 0x3	128=0x4			e801a500:25,e8016201:21,e801ab00:17	041:21,056:14,055:9,034:4,048:4,052:2,000:1,004:1,028:1,030:1,033:1,035:1	named_structural	state0	128=u16_2 << 0x3
311	0xb86f8	vmop_311_plus0xa_state_preserve_slot_multi_path	affine_dispatch_fallback	382	15	+0xa	VVECCCVVEC	VECVE	b0=var13(top=0x21:23.8%);b1=var13(top=0x80:23.8%);b2=enum4(0x31:367,0x26:12,0x36:2,0x33:1);b3=0x00;b4=0x80;b5=0x00;b6=var10(top=0x94:47.6%);b7=var10(top=0x9d:47.6%);b8=enum6(0x02:184,0x07:93,0x48:91,0x01:12,0x03:1,0x05:1);b9=0x00	w0=var13(top=0x8021:23.8%);w1=enum4(0x0031:367,0x0026:12,0x0036:2,0x0033:1);w2=0x0080;w3=var10(top=0x9d94:47.6%);w4=enum6(0x0002:184,0x0007:93,0x0048:91,0x0001:12,0x0003:1,0x0005:1)	state_preserve	state_preserve:10,exact:2	15	state0 - 0x1889c111 - flags0 - state0 - 0x1889c111 + 0x3cae9026 | 0x2b959efa | 0x35e8abc1 - u16_3 ^ state0 - 0x1889c111 - flags0 - state0 - 0x1889c111 + 0x3cae9026 | 0x2b959efa | 0x35e8abc1 ^ 0xa9f4228	slot_multi_path	67=(mask32((mask32(u16_3 ^ (mask32((mask32(state0 - 0x1889c111)) - (mask32((mask32((mask32(flags0 - (mask32((mask32(state0 - 0x1889c111)) + 0x3cae9026)))) | 0x2b959efa)) | 0x35e8abc1)))))) ^ 0xa9f4228)) & 0xffff	67=0x5		1=sampled operand footprint 0xa, observed target table[42], delta +0x169eb | 1=sampled operand footprint 0xa, observed target table[42], delta -0x34ced	dff82600800000fd0100:1,e3fc2600800000fd0100:1,d6ff2600800000fd0100:1,0868310080001c600300:1,916b31008000ac8a0500:1,21803100800023e74800:1,399731008000949d0200:1,e19a31008000949d0200:1	041:7,034:3,056:2,043:1,048:1,055:1	named_structural;needs_algebraic_simplification	state0 - 0x1889c111 - flags0 - state0 - 0x1889c111 + 0x3cae9026 | 0x2b959efa | 0x35e8abc1 - u16_3 ^ state0 - 0x1889c111 - flags0 - state0 - 0x1889c111 + 0x3cae9026 | 0x2b959efa | 0x35e8abc1 ^ 0xa9f4228	67=(mask32((mask32(u16_3 ^ (mask32((mask32(state0 - 0x1889c111)) - (mask32((mask32((mask32(flags0 - (mask32((mask32(state0 - 0x1889c111)) + 0x3cae9026)))) | 0x2b959efa)) | 0x35e8abc1)))))) ^ 0xa9f4228)) & 0xffff
313	0xb8b42	vmop_313_plus0x5_state_add_const_slot_multi_path	static_validated	4	1	+0x5	CCCCC	CC	b0=0x3d;b1=0x01;b2=0x7e;b3=0x59;b4=0xff	w0=0x013d;w1=0x597e	state_add_const	state_add_const:1	1	state0 - flags0 + 0x40989976 | 0x2f39160a ^ flags0 - state0 - flags0 + 0x40989976 | 0x2f39160a ^ 0x7af00ac1 ^ state0 - flags0 + 0x40989976 | 0x2f39160a ^ 0x3764731 - state0 - flags0 + 0x40989976 | 0x2f39160a | 0x6ecf352a & flags0 - state0 - flags0 + 0x40989976 | 0x2f39160a ^ 0x7af00ac1 ^ state0 ...#4b6	slot_multi_path	4=(mask32((mask32(u16_2 + (mask32((mask32((mask32((mask32((mask32(state0 - (mask32(flags0 + 0x40989976)))) | 0x2f39160a)) ^ (mask32((mask32((mask32((mask32(flags0 - (mask32((mask32((mask32(state0 - (mask32...#4e261addcdf9	4=0x5			3d017e59ff:1	052:1	named_structural;needs_algebraic_simplification	state0 - flags0 + 0x40989976 | 0x2f39160a ^ flags0 - state0 - flags0 + 0x40989976 | 0x2f39160a ^ 0x7af00ac1 ^ state0 - flags0 + 0x40989976 | 0x2f39160a ^ 0x3764731 - state0 - flags0 + 0x40989976 | 0x2f39160a | 0x6ecf352a & flags0 - state0 - flags0 + 0x40989976 | 0x2f39160a ^ 0x7af00ac1 ^ state0 - flags0 + 0x40989976 | 0x2f39160a ^ 0x3764731 - state0 - flags0 + 0x40989976 | 0x2f39160a - 0x344abbda ^ flags0 - state0 - flags0 + 0x40989976 | 0x2f39160a ^ 0x7af00ac1 ^ state0 - flags0 + 0x40989976 | 0x2f39160a ^ 0x3764731 - state0 - flags0 + 0x40989976 | 0x2f39160a + 0x52bb641c - 0x2d0c0392 ^ u16_2 + state0 - flags0 + 0x40989976 | 0x2f39160a ^ flags0 - state0 - flags0 + 0x40989976 | 0x2f39160a ^ 0x7af00ac1 ^ state0 - flags0 + 0x40989976 | 0x2f39160a ^ 0x3764731 - state0 - flags0 + 0x40989976 | 0x2f39160a | 0x6ecf352a & flags0 - state0 - flags0 + 0x40989976 | 0x2f39160a ^ 0x7af00ac1 ^ state0 - flags0 + 0x40989976 | 0x2f39160a ^ 0x3764731 - state0 - flags0 + 0x40989976 | 0x2f39160a - 0x344abbda ^ flags0 - state0 - flags0 + 0x40989976 | 0x2f39160a ^ 0x7af00ac1 ^ state0 - flags0 + 0x40989976 | 0x2f39160a ^ 0x3764731 - state0 - flags0 + 0x40989976 | 0x2f39160a + 0x52bb641c - 0x2d0c0392 ^ 0x35363d0a	4=(mask32((mask32(u16_2 + (mask32((mask32((mask32((mask32((mask32(state0 - (mask32(flags0 + 0x40989976)))) | 0x2f39160a)) ^ (mask32((mask32((mask32((mask32(flags0 - (mask32((mask32((mask32(state0 - (mask32...#4e261addcdf9
314	0xb8fcf	vmop_314_plus0xa_state_add_const_slot_mba_stateful	static_validated	1	1	+0xa	CCCCCCCCCC	CCCCC	b0=0x2c;b1=0x74;b2=0xfa;b3=0x95;b4=0xff;b5=0xff;b6=0xff;b7=0xff;b8=0x6a;b9=0xbb	w0=0x742c;w1=0x95fa;w2=0xffff;w3=0xffff;w4=0xbb6a	state_add_const	state_add_const:1	1	state0 - u32_0 ^ state0 + 0x477d7abb	slot_mba_stateful	1=(mask32((mask32(u16_8 + (mask32((mask32(state0 - (mask32(u32_0 ^ state0)))) + 0x477d7abb)))) - 0x5861bc11)) & 0xffff	1=0xa			2c74fa95ffffffff6abb:1	052:1	named_structural;needs_algebraic_simplification	state0 - u32_0 ^ state0 + 0x477d7abb	1=(mask32((mask32(u16_8 + (mask32((mask32(state0 - (mask32(u32_0 ^ state0)))) + 0x477d7abb)))) - 0x5861bc11)) & 0xffff
315	0xb9451	vmop_315_plus0x4_state_mixed_slot_mba_stateful	static_validated	9921	813	+0x4	CCVV	CV	b0=0xe8;b1=0x01;b2=var18(top=0xe1:11.7%);b3=var10(top=0xfa:20.4%)	w0=0x01e8;w1=var25(top=0xf091:10.1%)	state_mixed	state_mixed:813	813	state0 & 0x7562ddb5 ^ 0x25ede89c - 0x19140c1b ^ flags0 ^ 0x285c750c | u16_2 ^ 0x42c7f071	slot_mba_stateful	128=(mask32(u16_2 ^ 0x42c7f071)) & 0xffff	128=0x4			e80131f5:47,e80171f2:45,e80161f8:43,e801f9fa:43,e80199f4:42,e801d1fa:40,e80129f1:40,e80149f5:37	041:108,021:68,056:49,032:34,055:32,010:30,042:27,061:27,053:24,026:20,028:20,059:20	named_structural;needs_algebraic_simplification	state0 & 0x7562ddb5 ^ 0x25ede89c - 0x19140c1b ^ flags0 ^ 0x285c750c | u16_2 ^ 0x42c7f071	128=(mask32(u16_2 ^ 0x42c7f071)) & 0xffff
316	0xb987b	vmop_316_minus0x3c4_sampled_backedge_slot_unknown	sampled_only	447	13	-0x3c4	sampled				sampled_backedge	sampled_backedge:13	13	state0	slot_unknown			255=next = table[165], ip -= 0x3c4 | 91=next = table[171], ip += 0x2d		a5000000c40300803d019a:1,62010000c30400003d0122:1,ab000000880200003d0100:1,620100002d0000003d0122:1,ab0000002d0000003d0122:1,a5000000300000003d0122:1,62010000580000003d0122:1,62010000880200003d0100:1	041:3,055:2,056:2,029:1,038:1,042:1,044:1,061:1,063:1	named_structural	state0	
317	0xba1e2	vmop_317_plus0x4_state_add_const_slot_multi_path	static_validated	537	85	+0x4	VVVV	VV	b0=var40(top=0xe7:25.9%);b1=var56(top=0xc8:26.1%);b2=var50(top=0x08:49.3%);b3=var60(top=0xdc:25.5%)	w0=var83(top=0xc8e7:25.7%);w1=var82(top=0xdc08:25.3%)	state_add_const	state_add_const:44	85	state0 - flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 | flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 ^ u16_2 + flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 & flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 & 0x19a77ba + flags0 + 0x189c9c80 - 0...#436	slot_multi_path	47=(mask32((mask32(u16_0 - (mask32((mask32((mask32((mask32((mask32((mask32((mask32((mask32(state0 - flags0)) | flags0)) ^ (mask32(u16_2 + flags0)))) & (mask32(flags0 & 0x19a77ba)))) + flags0)) | flags0)) ^ ...#8b0ee047c830 | 12=(mask32((mask32(u16_0 - (mask32((mask32((mask32((mask32((mask32((mas...#1bf	66=0x4			e7c808dc:2,df317822:1,a749643d:1,17cbc8dc:1,379104f6:1,af45c098:1,5fd1c4c7:1,6851934f:1	055:12,056:11,063:11,050:8,042:7,061:7,048:6,059:6,046:4,041:2,001:1,007:1	named_structural;needs_algebraic_simplification	state0 - flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 | flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 ^ u16_2 + flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 & flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 & 0x19a77ba + flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 | flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 ^ flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 | 0x501e3e6c ^ flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 + u16_0 - state0 - flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 | flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 ^ u16_2 + flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 & flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 & 0x19a77ba + flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 | flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 ^ flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 | 0x501e3e6c ^ flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 + 0x18e7b255	47=(mask32((mask32(u16_0 - (mask32((mask32((mask32((mask32((mask32((mask32((mask32((mask32(state0 - flags0)) | flags0)) ^ (mask32(u16_2 + flags0)))) & (mask32(flags0 & 0x19a77ba)))) + flags0)) | flags0)) ^ ...#8b0ee047c830 | 12=(mask32((mask32(u16_0 - (mask32((mask32((mask32((mask32((mask32((mask32((mask32((mask32(state0 - (mask32((mask32((mask32((mask32(flags0 + 0x189c9c80)) - 0x4373d071)) ^ 0x12461866)) & 0x2d8e67e2)))) | (ma...#3585223c3e71
319	0xba72f	vmop_319_plus0x5_state_add_const_slot_multi_path	static_validated	1850	225	+0x5	CCVVV	CV	b0=0x3d;b1=0x01;b2=var42(top=0xe6:28.4%);b3=var47(top=0x2e:17.5%);b4=var21(top=0x00:79.0%)	w0=0x013d;w1=var140(top=0x2e86:14.1%)	state_add_const	state_add_const:121,state_mixed:56	225	state0 & flags0 | 0x6be63b72 ^ 0x55d6ffe2 ^ 0x655e4f3b | 0x27c134ad & state0 + 0x4fa9822e | 0x5ed258f1 | flags0 | 0x6be63b72 ^ 0x55d6ffe2 ^ 0x655e4f3b | 0x27c134ad & state0 + 0x4fa9822e ^ flags0 | 0x6be63b72 ^ 0x55d6ffe2 ^ 0x655e4f3b | 0x27c134ad & state0 + 0x4fa9822e + 0x2ba77993 + u16_2 + stat...#24a	slot_multi_path	72=(mask32((mask32(u16_2 + (mask32((mask32((mask32((mask32(state0 & (mask32(flags0 & (mask32(state0 + 0x4fa9822e)))))) | 0x5ed258f1)) | (mask32(flags0 & (mask32(state0 + 0x4fa9822e)))))) ^ (mask32((mask32(f...#8770af8af8ff | 56=(mask32((mask32(u16_2 + (mask32((mask32((mask32((mask32(state0 & (ma...#1bf	128=0x5			3d017e2e00:7,3d01e62b00:7,3d01fe2a00:6,3d017e2b00:6,3d01de2900:5,3d01ee2900:5,3d017e7600:4,3d017e3100:4	055:41,056:28,042:22,063:15,041:14,052:12,048:11,050:11,061:9,046:8,059:7,032:6	named_structural;needs_algebraic_simplification	state0 & flags0 | 0x6be63b72 ^ 0x55d6ffe2 ^ 0x655e4f3b | 0x27c134ad & state0 + 0x4fa9822e | 0x5ed258f1 | flags0 | 0x6be63b72 ^ 0x55d6ffe2 ^ 0x655e4f3b | 0x27c134ad & state0 + 0x4fa9822e ^ flags0 | 0x6be63b72 ^ 0x55d6ffe2 ^ 0x655e4f3b | 0x27c134ad & state0 + 0x4fa9822e + 0x2ba77993 + u16_2 + state0 & flags0 | 0x6be63b72 ^ 0x55d6ffe2 ^ 0x655e4f3b | 0x27c134ad & state0 + 0x4fa9822e | 0x5ed258f1 | flags0 | 0x6be63b72 ^ 0x55d6ffe2 ^ 0x655e4f3b | 0x27c134ad & state0 + 0x4fa9822e ^ flags0 | 0x6be63b72 ^ 0x55d6ffe2 ^ 0x655e4f3b | 0x27c134ad & state0 + 0x4fa9822e + 0x2ba77993 + 0x7f20b820	72=(mask32((mask32(u16_2 + (mask32((mask32((mask32((mask32(state0 & (mask32(flags0 & (mask32(state0 + 0x4fa9822e)))))) | 0x5ed258f1)) | (mask32(flags0 & (mask32(state0 + 0x4fa9822e)))))) ^ (mask32((mask32(f...#8770af8af8ff | 56=(mask32((mask32(u16_2 + (mask32((mask32((mask32((mask32(state0 & (mask32((mask32((mask32(flags0 | 0x6be63b72)) ^ 0x55d6ffe2)) & (mask32(state0 + 0x4fa9822e)))))) | 0x5ed258f1)) | (mask32((mask32((mask32(...#4c66f61318cf
320	0xbada5	vmop_320_plus0x5_state_add_const_slot_mba_stateful	static_validated	2080	232	+0x5	VCCVV	VV	b0=var24(top=0x00:83.6%);b1=0x3d;b2=0x01;b3=var107(top=0xac:9.1%);b4=var106(top=0x0c:6.1%)	w0=var24(top=0x3d00:83.6%);w1=var107(top=0xac01:9.1%)	state_add_const	state_add_const:160,state_mixed:5	232	state0 & flags0 - flags0 - 0x7e143884	slot_mba_stateful	128=(mask32(u16_3 - (mask32((mask32((mask32(state0 & flags0)) - flags0)) - 0x7e143884)))) & 0xffff	128=0x5			003d01dcca:3,003d01a8b3:2,003d01dcb2:2,003d017cd0:2,003d017ccf:2,003d01acc3:2,003d017caf:2,003d017ccc:2	055:39,041:24,056:21,042:19,050:14,063:14,032:11,048:11,052:11,061:9,046:7,007:5	named_structural;needs_algebraic_simplification	state0 & flags0 - flags0 - 0x7e143884	128=(mask32(u16_3 - (mask32((mask32((mask32(state0 & flags0)) - flags0)) - 0x7e143884)))) & 0xffff
321	0xbb1dd	vmop_321_plus0xd_state_preserve_slot_multi_path	affine_dispatch_fallback	97	3	+0xd	EEEEEEEEEECCC	EEEEEC	b0=enum3(0x44:91,0x4e:3,0x00:3);b1=enum3(0xf2:91,0xf4:3,0xd6:3);b2=enum3(0x25:91,0x2e:3,0x88:3);b3=enum3(0x80:91,0xb2:3,0xe7:3);b4=enum3(0x59:91,0xcc:3,0x54:3);b5=enum3(0x78:91,0x11:3,0x0b:3);b6=enum3(0x54:91,0x0d:3,0x46:3);b7=enum3(0x78:91,0x72:3,0xe4:3);b8=enum3(0x66:91,0x55:3,0x56:3);b9=enum2(0x31:91,0x34:6);b10=0x00;b11=0x80;...+1	w0=enum3(0xf244:91,0xf44e:3,0xd600:3);w1=enum3(0x8025:91,0xb22e:3,0xe788:3);w2=enum3(0x7859:91,0x11cc:3,0x0b54:3);w3=enum3(0x7854:91,0x720d:3,0xe446:3);w4=enum3(0x3166:91,0x3455:3,0x3456:3);w5=0x8000	state_preserve	state_preserve:3	3	state0 + u16_0 ^ flags0 | 0x2d680d90 + 0x69cbe1a0 & u16_2 - state0 + u16_0 ^ flags0 | 0x2d680d90 + 0x69cbe1a0 + 0x7ba65dc4	slot_multi_path	19=(mask32((mask32(u16_2 - (mask32((mask32((mask32(state0 + (mask32(u16_0 ^ flags0)))) | 0x2d680d90)) + 0x69cbe1a0)))) + 0x7ba65dc4)) & 0xffff	19=0x4			44f22580597854786631008000:1,4ef42eb2cc110d725534008000:1,00d688e7540b46e45634008000:1	055:2,041:1	named_structural;needs_algebraic_simplification	state0 + u16_0 ^ flags0 | 0x2d680d90 + 0x69cbe1a0 & u16_2 - state0 + u16_0 ^ flags0 | 0x2d680d90 + 0x69cbe1a0 + 0x7ba65dc4	19=(mask32((mask32(u16_2 - (mask32((mask32((mask32(state0 + (mask32(u16_0 ^ flags0)))) | 0x2d680d90)) + 0x69cbe1a0)))) + 0x7ba65dc4)) & 0xffff
322	0xbb3c9	vmop_322_plus0x4_state_add_const_slot_multi_path	static_validated	1847	213	+0x4	VVVV	VV	b0=var132(top=0x13:14.0%);b1=var123(top=0x00:19.2%);b2=var119(top=0x57:13.9%);b3=var104(top=0x96:14.7%)	w0=var202(top=0x0013:13.9%);w1=var187(top=0x9657:13.9%)	state_add_const	state_add_const:121	213	state0 + u16_0 ^ flags0 | 0x2d680d90 + 0x69cbe1a0 & u16_2 - state0 + u16_0 ^ flags0 | 0x2d680d90 + 0x69cbe1a0 + 0x7ba65dc4	slot_multi_path	128=(mask32((mask32(u16_2 - (mask32((mask32((mask32(state0 + (mask32(u16_0 ^ flags0)))) | 0x2d680d90)) + 0x69cbe1a0)))) + 0x7ba65dc4)) & 0xffff	128=0x4			55093c35:1,5dd81967:1,0ba1227b:1,8f994d07:1,05015c9e:1,8186df1b:1,0f6f8c9e:1,7cc68c97:1	055:36,056:20,041:15,042:14,059:14,021:11,048:11,050:10,063:8,046:7,032:6,052:6	named_structural;needs_algebraic_simplification	state0 + u16_0 ^ flags0 | 0x2d680d90 + 0x69cbe1a0 & u16_2 - state0 + u16_0 ^ flags0 | 0x2d680d90 + 0x69cbe1a0 + 0x7ba65dc4	128=(mask32((mask32(u16_2 - (mask32((mask32((mask32(state0 + (mask32(u16_0 ^ flags0)))) | 0x2d680d90)) + 0x69cbe1a0)))) + 0x7ba65dc4)) & 0xffff
323	0xbb6e6	vmop_323_plus0x4_state_add_const_slot_const_or_affine	static_validated	1	1	+0x4	CCCC	CC	b0=0x36;b1=0x01;b2=0x00;b3=0x00	w0=0x0136;w1=0x0000	state_add_const	state_add_const:1	1	state0 ^ flags0 - flags0	slot_const_or_affine	1=u16_0 << 0x3	1=0x4			36010000:1	055:1	named_structural	state0 ^ flags0 - flags0	1=u16_0 << 0x3
326	0xbc06d	vmop_326_plus0x5_state_add_const_slot_mba_stateful	static_validated	70	3	+0x5	EEECC	EE	b0=enum3(0x31:39,0x55:18,0xdd:13);b1=enum2(0xde:57,0xbe:13);b2=enum2(0xed:57,0xe5:13);b3=0x3d;b4=0x01	w0=enum3(0xde31:39,0xde55:18,0xbedd:13);w1=enum2(0x3ded:57,0x3de5:13)	state_add_const	state_add_const:2	3	state0 & flags0 + u16_1 ^ 0x50d4eebe	slot_mba_stateful	31=(mask32(u16_1 ^ 0x50d4eebe)) & 0xffff	31=0x5			ddbee53d01:1,55deed3d01:1,31deed3d01:1	041:1,055:1,059:1	named_structural;needs_algebraic_simplification	state0 & flags0 + u16_1 ^ 0x50d4eebe	31=(mask32(u16_1 ^ 0x50d4eebe)) & 0xffff
