block	start_vm_ip	byte_end_min	terminal_vm_ip	terminal_target_vm_ip	successor_block	successor_vm_ip	edge_kind	row_count	exact_rows	decoded_rows	events	terminal_events	source_entries	target_entries	target_coverage_statuses	row_kinds	state_classes	provenance	leader_reasons	terminal_kind	terminal_source_entry	terminal_target_entry	terminal_delta	terminal_semantic_ir	source_block
35	0x11ba38	0x11bb7e	0x11bb79	0x11bb7e		0x11bb7e	covered_synthetic_fallthrough	85	85	0	85	1	28:5,337:5,18:4,157:4,268:4,347:4,305:4,243:4	28:5,337:5,18:4,157:4,268:4,347:4,305:4,243:4	hidden_span_of_17:1	exact_instruction:85	state_add_const:74,state_mixed:10,state_const_post:1	vm_instruction_lift:85	synthetic_successor_target:hidden_span_of_14:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	exact_instruction	52	145	+0x5	next = 145@0x95b5c:1, ip += +0x5; dispatch_model=static_100; state=state_add_const	5@0x11ac5e-0x11f4da+0xdda
36	0x11bb8f	0x11bbdc	0x11bbd4	0x11bc28	37	0x11bc28	decoded_control	19	18	1	19	1	183:1,203:1,297:1,337:1,49:1,198:1,185:1,124:1	203:1,297:1,337:1,49:1,198:1,185:1,124:1,43:1		exact_instruction:18,long_branch_forward:1	state_add_const:16,state_mixed:1,state_const_post:1,exact:1	vm_instruction_lift:18,long_branch:1	synthetic_successor_target:hidden_span_of_17:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	long_branch_forward	308	171	+0x54	next = table[171], ip += 0x54	5@0x11ac5e-0x11f4da+0xf31
37	0x11bc28	0x11bd5f	0x11bd5b	0x11bd5f		0x11bd5f	covered_synthetic_fallthrough	84	84	0	84	1	123:7,66:5,64:4,114:4,28:4,347:4,337:4,273:3	123:7,66:5,64:4,114:4,28:4,347:4,337:4,273:3	hidden_span_of_14:1	exact_instruction:84	state_add_const:79,state_const_post:3,state_mixed:2	vm_instruction_lift:84	synthetic_successor_target:file_span_of_84:1,long_branch_forward_target:1,after_decoded_control:1	exact_instruction	123	278	+0x4	next = 278@0xb2342:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	5@0x11ac5e-0x11f4da+0xfca
38	0x11bd6d	0x11beb3	0x11beae	0x11beb3		0x11beb3	covered_synthetic_fallthrough	85	85	0	85	1	315:5,168:4,258:4,287:4,215:4,114:4,337:3,185:3	315:5,168:4,258:4,287:4,215:4,114:4,337:3,185:3	hidden_span_of_17:1	exact_instruction:85	state_add_const:76,state_mixed:7,state_const_post:2	vm_instruction_lift:85	synthetic_successor_target:hidden_span_of_14:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	exact_instruction	52	334	+0x5	next = 334@0xbdd18:1, ip += +0x5; dispatch_model=static_100; state=state_add_const	5@0x11ac5e-0x11f4da+0x110f
39	0x11bec4	0x11bf11	0x11bf09	0x11bf5d	40	0x11bf5d	decoded_control	19	18	1	19	1	183:1,66:1,196:1,64:1,79:1,198:1,200:1,203:1	66:1,196:1,64:1,79:1,198:1,200:1,203:1,258:1		exact_instruction:18,long_branch_forward:1	state_add_const:18,sampled_backedge:1	vm_instruction_lift:18,long_branch:1	synthetic_successor_target:hidden_span_of_17:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	long_branch_forward	266	354	+0x54	next = table[354], ip += 0x54	5@0x11ac5e-0x11f4da+0x1266
40	0x11bf5d	0x11c0ac	0x11c0a8	0x11c0ac		0x11c0ac	covered_synthetic_fallthrough	90	90	0	90	1	347:6,18:5,333:4,114:4,66:4,297:4,176:4,20:4	347:6,18:5,333:4,114:4,66:4,297:4,176:4,20:4	hidden_span_of_14:1	exact_instruction:90	state_add_const:82,state_mixed:5,state_const_post:3	vm_instruction_lift:90	synthetic_successor_target:file_span_of_84:1,long_branch_forward_target:1,after_decoded_control:1	exact_instruction	20	278	+0x4	next = 278@0xb2342:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	5@0x11ac5e-0x11f4da+0x12ff
41	0x11c0ba	0x11c200	0x11c1fb	0x11c200		0x11c200	covered_synthetic_fallthrough	85	85	0	85	1	64:4,307:4,203:4,315:4,168:3,287:3,66:3,243:3	64:4,307:4,203:4,315:4,168:3,287:3,66:3,243:3	hidden_span_of_17:1	exact_instruction:85	state_add_const:71,state_mixed:9,state_const_post:3,state_preserve:2	vm_instruction_lift:85	synthetic_successor_target:hidden_span_of_14:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	exact_instruction	122	334	+0x5	next = 334@0xbdd18:1, ip += +0x5; dispatch_model=static_100; state=state_add_const	5@0x11ac5e-0x11f4da+0x145c
42	0x11c211	0x11c25e	0x11c256	0x11c2aa	43	0x11c2aa	decoded_control	19	18	1	19	1	18:2,168:2,322:1,183:1,49:1,108:1,64:1,28:1	168:2,322:1,183:1,49:1,108:1,64:1,28:1,200:1		exact_instruction:18,long_branch_forward:1	state_add_const:16,state_mixed:2,sampled_backedge:1	vm_instruction_lift:18,long_branch:1	synthetic_successor_target:hidden_span_of_17:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	long_branch_forward	117	165	+0x54	next = table[165], ip += 0x54	5@0x11ac5e-0x11f4da+0x15b3
43	0x11c2aa	0x11c3f9	0x11c3f5	0x11c3f9		0x11c3f9	covered_synthetic_fallthrough	90	90	0	90	1	347:6,20:6,307:5,114:4,215:4,189:4,340:3,185:3	347:6,20:6,307:5,114:4,215:4,189:4,340:3,185:3	hidden_span_of_14:1	exact_instruction:90	state_add_const:78,state_mixed:10,state_const_post:1,state_preserve:1	vm_instruction_lift:90	synthetic_successor_target:file_span_of_84:1,long_branch_forward_target:1,after_decoded_control:1	exact_instruction	20	278	+0x4	next = 278@0xb2342:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	5@0x11ac5e-0x11f4da+0x164c
44	0x11c407	0x11c682	0x11c67e	0x11c682		0x11c682	covered_synthetic_fallthrough	169	169	0	169	1	347:8,28:8,297:7,258:7,215:7,333:7,114:7,185:6	347:8,28:8,297:7,258:7,215:7,333:7,114:7,185:6	hidden_span_of_14:1	exact_instruction:169	state_add_const:151,state_mixed:14,state_const_post:4	vm_instruction_lift:169	synthetic_successor_target:hidden_span_of_14:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	exact_instruction	174	216	+0x4	next = 216@0xa4a61:1, ip += +0x4; dispatch_model=static_100; state=state_mixed	5@0x11ac5e-0x11f4da+0x17a9
45	0x11c690	0x11ca2a	0x11ca26	0x11ca2a		0x11ca2a	covered_synthetic_fallthrough	244	244	0	244	1	307:11,64:10,297:8,114:8,337:8,18:8,347:7,28:7	307:11,64:10,297:8,114:8,337:8,18:8,347:7,28:7	hidden_span_of_14:1	exact_instruction:244	state_add_const:217,state_mixed:22,state_const_post:5	vm_instruction_lift:244	synthetic_successor_target:hidden_span_of_14:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	exact_instruction	174	95	+0x4	next = 95@0x8c41c:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	5@0x11ac5e-0x11f4da+0x1a32
46	0x11ca38	0x11ccf7	0x11ccf3	0x11ccf7		0x11ccf7	covered_synthetic_fallthrough	187	187	0	187	1	64:9,258:8,189:8,215:8,114:8,66:7,28:7,307:7	64:9,258:8,189:8,215:8,114:8,66:7,28:7,307:7	hidden_span_of_14:1	exact_instruction:187	state_add_const:161,state_mixed:23,state_const_post:3	vm_instruction_lift:187	synthetic_successor_target:hidden_span_of_14:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	exact_instruction	161	216	+0x4	next = 216@0xa4a61:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	5@0x11ac5e-0x11f4da+0x1dda
47	0x11cd05	0x11cf21	0x11cf1d	0x11cf21		0x11cf21	covered_synthetic_fallthrough	144	144	0	144	1	18:10,114:10,337:7,199:6,196:6,297:6,305:5,258:5	18:10,114:10,337:7,199:6,196:6,297:6,305:5,258:5	hidden_span_of_14:1	exact_instruction:144	state_add_const:133,state_mixed:8,state_const_post:2,state_preserve:1	vm_instruction_lift:144	synthetic_successor_target:hidden_span_of_14:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	exact_instruction	174	356	+0x4	next = 356@0xc291a:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	5@0x11ac5e-0x11f4da+0x20a7
48	0x11cf2f	0x11d207	0x11d203	0x11d207		0x11d207	covered_synthetic_fallthrough	193	193	0	193	1	258:11,66:8,114:7,337:7,172:7,185:7,297:6,347:6	258:11,66:8,114:7,337:7,172:7,185:7,297:6,347:6	hidden_span_of_14:1	exact_instruction:193	state_add_const:180,state_mixed:9,state_const_post:3,state_preserve:1	vm_instruction_lift:193	synthetic_successor_target:hidden_span_of_14:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	exact_instruction	161	278	+0x4	next = 278@0xb2342:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	5@0x11ac5e-0x11f4da+0x22d1
49	0x11d215	0x11d3d3	0x11d3cf	0x11d3d3		0x11d3d3	covered_synthetic_fallthrough	119	119	0	119	1	28:7,337:7,347:7,243:6,66:6,196:6,307:5,18:5	28:7,337:7,347:7,243:6,66:6,196:6,307:5,18:5	hidden_span_of_14:1	exact_instruction:119	state_add_const:104,state_mixed:9,state_const_post:5,state_preserve:1	vm_instruction_lift:119	synthetic_successor_target:hidden_span_of_14:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	exact_instruction	158	264	+0x4	next = 264@0xaf4cf:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	5@0x11ac5e-0x11f4da+0x25b7
50	0x11d3e1	0x11d6a2	0x11d69e	0x11d6a2		0x11d6a2	covered_synthetic_fallthrough	187	187	0	187	1	337:8,185:8,340:8,114:7,215:7,18:7,258:6,172:6	337:8,185:8,340:8,114:7,215:7,18:7,258:6,172:6	frontier_span_of_14:1	exact_instruction:187	state_add_const:165,state_mixed:18,state_const_post:4	vm_instruction_lift:187	synthetic_successor_target:hidden_span_of_14:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	exact_instruction	176	95	+0x4	next = 95@0x8c41c:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	5@0x11ac5e-0x11f4da+0x2783
51	0x11d6b0	0x11d91b	0x11d917	0x11d91b		0x11d91b	covered_synthetic_fallthrough	164	164	0	164	1	347:9,28:9,114:8,18:6,340:6,307:5,196:5,297:5	347:9,28:9,114:8,18:6,340:6,307:5,196:5,297:5	frontier_span_of_14:1	exact_instruction:164	state_add_const:143,state_mixed:18,state_const_post:3	vm_instruction_lift:164	synthetic_successor_target:frontier_span_of_14:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	exact_instruction	123	264	+0x4	next = 264@0xaf4cf:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	5@0x11ac5e-0x11f4da+0x2a52
52	0x11d929	0x11da3a	0x11da35	0x11da3a		0x11da3a	covered_synthetic_fallthrough	72	72	0	72	1	66:6,305:4,114:4,18:4,157:3,340:3,346:3,64:3	66:6,305:4,114:4,18:4,157:3,340:3,346:3,64:3	hidden_span_of_17:1	exact_instruction:72	state_add_const:65,state_mixed:5,state_const_post:2	vm_instruction_lift:72	synthetic_successor_target:frontier_span_of_14:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	exact_instruction	245	145	+0x5	next = 145@0x95b5c:1, ip += +0x5; dispatch_model=static_100; state=state_add_const	5@0x11ac5e-0x11f4da+0x2ccb
53	0x11da4b	0x11db12	0x11db08	0x33f278	340	0x33f278	decoded_control	52	51	1	52	1	123:5,158:4,215:3,307:3,114:3,174:3,258:3,185:3	123:5,158:4,215:3,307:3,114:3,174:3,258:3,185:3		exact_instruction:51,sampled_operand_forward:1	state_add_const:47,state_mixed:4,exact:1	vm_instruction_lift:51,sampled_operand:1	synthetic_successor_target:hidden_span_of_17:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	sampled_operand_forward	278	323	+0x221770	sampled operand footprint 0xa; observed target table[323], delta +0x221770	5@0x11ac5e-0x11f4da+0x2ded
54	0x11db16	0x11dc27	0x11dc22	0x11dc27		0x11dc27	covered_synthetic_fallthrough	72	72	0	72	1	28:5,189:5,33:4,346:4,203:3,337:3,168:3,347:3	28:5,189:5,33:4,346:4,203:3,337:3,168:3,347:3	hidden_span_of_16:1	exact_instruction:72	state_mixed:5,state_add_const:4,state_const_post:1	vm_instruction_lift:72	after_decoded_control:1,address_gap_or_jump_target:1	exact_instruction	245	210	+0x5	next = 210@0xa2da3:1, ip += +0x5; dispatch_model=static_100	5@0x11ac5e-0x11f4da+0x2eb8
55	0x11dc37	0x11dcff	0x11dcf5	0x3603af	385	0x3603af	decoded_control	52	51	1	52	1	28:5,114:4,337:4,161:4,176:4,20:4,340:3,297:3	28:5,337:4,161:4,176:4,20:4,340:3,297:3,114:3		exact_instruction:51,sampled_operand_forward:1	state_add_const:7,state_mixed:2,exact:1	vm_instruction_lift:51,sampled_operand:1	synthetic_successor_target:hidden_span_of_16:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	sampled_operand_forward	278	86	+0x2426ba	sampled operand footprint 0xa; observed target table[86], delta +0x2426ba	5@0x11ac5e-0x11f4da+0x2fd9
56	0x11dd03	0x11de14	0x11de0f	0x11de14		0x11de14	covered_synthetic_fallthrough	72	72	0	72	1	347:6,340:5,297:5,315:4,18:4,168:4,43:3,33:3	347:6,340:5,297:5,315:4,18:4,168:4,43:3,33:3	hidden_span_of_19:1	exact_instruction:72	state_mixed:4,state_add_const:1	vm_instruction_lift:72	after_decoded_control:1,address_gap_or_jump_target:1	exact_instruction	245	210	+0x5	next = 210@0xa2da3:1, ip += +0x5; dispatch_model=static_100	5@0x11ac5e-0x11f4da+0x30a5
57	0x11de27	0x11de41	0x11de39	0x11de9f	58	0x11de9f	decoded_control	6	5	1	6	1	157:1,258:1,185:1,3:1,256:1,266:1	258:1,185:1,3:1,256:1,266:1,171:1		exact_instruction:5,long_branch_forward:1	sampled_backedge:1	vm_instruction_lift:5,long_branch:1	synthetic_successor_target:hidden_span_of_19:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	long_branch_forward	266	171	+0x66	next = table[171], ip += 0x66	5@0x11ac5e-0x11f4da+0x31c9
58	0x11de9f	0x11e02d	0x11e029	0x11e02d		0x11e02d	covered_synthetic_fallthrough	105	105	0	105	1	297:7,199:5,18:5,114:5,184:5,189:4,337:4,347:4	297:7,199:5,18:5,114:5,184:5,189:4,337:4,347:4	hidden_span_of_17:1	exact_instruction:105	state_const_post:5,state_add_const:4,state_mixed:2	vm_instruction_lift:105	synthetic_successor_target:file_span_of_102:1,long_branch_forward_target:1,after_decoded_control:1	exact_instruction	161	78	+0x4	next = 78@0x883c0:1, ip += +0x4; dispatch_model=static_100	5@0x11ac5e-0x11f4da+0x3241
59	0x11e03e	0x11e14f	0x11e14a	0x11e14f		0x11e14f	covered_synthetic_fallthrough	72	72	0	72	1	337:5,346:4,333:4,64:4,243:4,157:4,199:4,28:3	337:5,346:4,333:4,64:4,243:4,157:4,199:4,28:3	hidden_span_of_16:1	exact_instruction:72	state_add_const:3,state_mixed:2,state_const_post:1	vm_instruction_lift:72	synthetic_successor_target:hidden_span_of_17:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	exact_instruction	125	316	+0x5	next = 316@0xb987b:1, ip += +0x5; dispatch_model=static_100	5@0x11ac5e-0x11f4da+0x33e0
60	0x11e15f	0x11e27c	0x11e278	0x11e27c		0x11e27c	covered_synthetic_fallthrough	76	76	0	76	1	123:6,347:6,185:4,258:4,307:4,199:4,337:3,297:3	123:6,347:6,185:4,258:4,307:4,199:4,337:3,297:3	hidden_span_of_14:1	exact_instruction:76	state_add_const:3,state_const_post:1	vm_instruction_lift:76	synthetic_successor_target:hidden_span_of_16:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	exact_instruction	176	95	+0x4	next = 95@0x8c41c:1, ip += +0x4; dispatch_model=static_100	5@0x11ac5e-0x11f4da+0x3501
61	0x11e28a	0x11e3a6	0x11e39b	0x11e574	62	0x11e574	decoded_control	73	72	1	73	1	333:6,315:4,114:4,347:4,168:3,18:3,26:3,258:3	333:6,315:4,114:4,347:4,168:3,18:3,26:3,258:3		exact_instruction:72,long_branch_forward:1	state_add_const:6,state_mixed:6,state_preserve:1,sampled_backedge:1	vm_instruction_lift:72,long_branch:1	synthetic_successor_target:hidden_span_of_14:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	long_branch_forward	75	165	+0x1d9	next = table[165], ip += 0x1d9	5@0x11ac5e-0x11f4da+0x362c
62	0x11e574	0x11e695	0x11e691	0x11e695		0x11e695	covered_synthetic_fallthrough	78	78	0	78	1	340:5,337:4,28:4,161:4,20:4,215:4,18:3,189:3	340:5,337:4,28:4,161:4,20:4,215:4,18:3,189:3	hidden_span_of_14:1	exact_instruction:78	state_add_const:7,state_mixed:2,state_const_post:1	vm_instruction_lift:78	synthetic_successor_target:file_span_of_473:1,long_branch_forward_target:1,after_decoded_control:1	exact_instruction	20	95	+0x4	next = 95@0x8c41c:1, ip += +0x4; dispatch_model=static_100	5@0x11ac5e-0x11f4da+0x3916
63	0x11e6a3	0x11e962	0x11e95e	0x11e962		0x11e962	covered_synthetic_fallthrough	187	187	0	187	1	18:11,347:10,337:10,340:7,268:6,64:6,203:6,185:6	18:11,347:10,337:10,340:7,268:6,64:6,203:6,185:6	hidden_span_of_14:1	exact_instruction:187	state_add_const:7,state_mixed:5,state_const_post:3	vm_instruction_lift:187	synthetic_successor_target:hidden_span_of_14:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	exact_instruction	184	95	+0x4	next = 95@0x8c41c:1, ip += +0x4; dispatch_model=static_100	5@0x11ac5e-0x11f4da+0x3a45
64	0x11e970	0x11eb8c	0x11eb88	0x11eb8c		0x11eb8c	covered_synthetic_fallthrough	144	144	0	144	1	64:11,199:8,189:8,307:6,340:6,28:5,18:5,215:5	64:11,199:8,189:8,307:6,340:6,28:5,18:5,215:5	hidden_span_of_14:1	exact_instruction:144	state_add_const:10,state_mixed:4,state_const_post:1	vm_instruction_lift:144	synthetic_successor_target:hidden_span_of_14:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	exact_instruction	123	264	+0x4	next = 264@0xaf4cf:1, ip += +0x4; dispatch_model=static_100	5@0x11ac5e-0x11f4da+0x3d12
65	0x11eb9a	0x11edcf	0x11edcb	0x11edcf		0x11edcf	covered_synthetic_fallthrough	150	150	0	150	1	258:8,347:7,18:7,340:7,28:6,337:6,123:6,307:5	258:8,347:7,18:7,340:7,28:6,337:6,123:6,307:5	hidden_span_of_14:1	exact_instruction:150	state_add_const:7,state_mixed:6,state_const_post:2,state_preserve:1	vm_instruction_lift:150	synthetic_successor_target:hidden_span_of_14:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	exact_instruction	161	356	+0x4	next = 356@0xc291a:1, ip += +0x4; dispatch_model=static_100	5@0x11ac5e-0x11f4da+0x3f3c
66	0x11eddd	0x11eef9	0x11eeee	0x11ef65	67	0x11ef65	decoded_control	73	72	1	73	1	189:4,28:4,258:4,337:4,185:4,196:4,33:3,43:3	189:4,28:4,258:4,337:4,185:4,196:4,33:3,43:3		exact_instruction:72,long_branch_forward:1	state_add_const:5,state_mixed:3,state_const_post:1,sampled_long_or_sparse:1	vm_instruction_lift:72,long_branch:1	synthetic_successor_target:hidden_span_of_14:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	long_branch_forward	210	171	+0x77	next = table[171], ip += 0x77	5@0x11ac5e-0x11f4da+0x417f
67	0x11ef65	0x11f1b9	0x11f1b5	0x11f1b9		0x11f1b9	covered_synthetic_fallthrough	158	158	0	158	1	114:8,189:7,297:7,28:6,337:6,43:6,160:5,66:5	114:8,189:7,297:7,28:6,337:6,43:6,160:5,66:5	hidden_span_of_12:1	exact_instruction:158	state_add_const:10,state_mixed:7,state_const_post:4	vm_instruction_lift:158	synthetic_successor_target:file_span_of_119:1,long_branch_forward_target:1,after_decoded_control:1	exact_instruction	123	5	+0x4	next = 5@0x79675:1, ip += +0x4; dispatch_model=static_100	5@0x11ac5e-0x11f4da+0x4307
68	0x11f1c5	0x11f39b	0x11f397	0x11f39b		0x11f39b	covered_synthetic_fallthrough	125	125	0	125	1	340:8,307:7,66:7,347:6,114:6,215:5,26:5,258:5	340:8,307:7,66:7,347:6,114:6,215:5,26:5,258:5	hidden_span_of_14:1	exact_instruction:125	state_mixed:5,state_add_const:5,state_const_post:1	vm_instruction_lift:125	synthetic_successor_target:hidden_span_of_12:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	exact_instruction	176	356	+0x4	next = 356@0xc291a:1, ip += +0x4; dispatch_model=static_100	5@0x11ac5e-0x11f4da+0x4567
69	0x11f3a9	0x11f4c5	0x11f4ba	0x1209d2	70	0x1209d2	decoded_control	73	72	1	73	1	64:5,114:5,196:4,215:4,297:4,199:3,347:3,26:3	64:5,114:5,196:4,215:4,297:4,199:3,347:3,26:3		exact_instruction:72,long_branch_forward:1	state_add_const:10,state_mixed:4,state_const_post:1,sampled_long_or_sparse:1	vm_instruction_lift:72,long_branch:1	synthetic_successor_target:hidden_span_of_14:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	long_branch_forward	334	354	+0x1518	next = table[354], ip += 0x1518	5@0x11ac5e-0x11f4da+0x474b
70	0x1209d2	0x120af4	0x120af0	0x120af4		0x120af4	covered_synthetic_fallthrough	78	78	0	78	1	114:6,258:5,18:5,28:4,174:4,184:4,176:4,297:3	114:6,258:5,18:5,28:4,174:4,184:4,176:4,297:3	frontier_span_of_14:1	exact_instruction:78	state_mixed:6,state_add_const:2	vm_instruction_lift:78	synthetic_successor_target:prefix_32_of_5400:1,long_branch_forward_target:1,after_decoded_control:1	exact_instruction	174	264	+0x4	next = 264@0xaf4cf:1, ip += +0x4; dispatch_model=static_100	6@0x1209d2-0x122e42+0x0
71	0x120b02	0x120d67	0x120d63	0x120d67		0x120d67	covered_synthetic_fallthrough	163	163	0	163	1	18:7,340:7,64:7,258:6,215:6,157:6,297:6,189:6	18:7,340:7,64:7,258:6,215:6,157:6,297:6,189:6	hidden_span_of_14:1	exact_instruction:163	state_mixed:11,state_add_const:7,state_const_post:3,state_preserve:1	vm_instruction_lift:163	synthetic_successor_target:frontier_span_of_14:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	exact_instruction	123	356	+0x4	next = 356@0xc291a:1, ip += +0x4; dispatch_model=static_100	6@0x1209d2-0x122e42+0x130
72	0x120d75	0x120ea9	0x120e9e	0x1210d6	73	0x1210d6	decoded_control	79	78	1	79	1	185:6,287:6,347:5,346:4,340:4,268:3,64:3,297:3	185:6,287:6,347:5,346:4,340:4,268:3,64:3,297:3		exact_instruction:78,long_branch_forward:1	state_mixed:3,state_const_post:1,state_add_const:1,sampled_long_or_sparse:1	vm_instruction_lift:78,long_branch:1	synthetic_successor_target:hidden_span_of_14:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	long_branch_forward	334	165	+0x238	next = table[165], ip += 0x238	6@0x1209d2-0x122e42+0x3a3
73	0x1210d6	0x121199	0x121195	0x121199		0x121199	covered_synthetic_fallthrough	53	53	0	53	1	258:6,123:5,174:5,307:4,199:4,114:4,64:3,176:3	258:6,123:5,174:5,307:4,199:4,114:4,64:3,176:3	hidden_span_of_14:1	exact_instruction:53	state_mixed:3,state_add_const:2	vm_instruction_lift:53	synthetic_successor_target:file_span_of_568:1,long_branch_forward_target:1,after_decoded_control:1	exact_instruction	161	278	+0x4	next = 278@0xb2342:1, ip += +0x4; dispatch_model=static_100	6@0x1209d2-0x122e42+0x704
74	0x1211a7	0x121435	0x121431	0x121435		0x121435	covered_synthetic_fallthrough	174	174	0	174	1	347:10,18:9,114:8,28:8,307:7,43:7,189:6,157:6	347:10,18:9,114:8,28:8,307:7,43:7,189:6,157:6	hidden_span_of_14:1	exact_instruction:174	state_add_const:11,state_mixed:8,state_const_post:2	vm_instruction_lift:174	synthetic_successor_target:hidden_span_of_14:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	exact_instruction	123	311	+0x4	next = 311@0xb86f8:1, ip += +0x4; dispatch_model=static_100	6@0x1209d2-0x122e42+0x7d5
75	0x121443	0x121690	0x12168c	0x121690		0x121690	covered_synthetic_fallthrough	156	156	0	156	1	215:9,337:8,189:8,114:7,199:7,66:6,185:5,315:5	215:9,337:8,189:8,114:7,199:7,66:6,185:5,315:5	hidden_span_of_14:1	exact_instruction:156	state_mixed:8,state_add_const:7,state_const_post:3	vm_instruction_lift:156	synthetic_successor_target:hidden_span_of_14:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	exact_instruction	176	278	+0x4	next = 278@0xb2342:1, ip += +0x4; dispatch_model=static_100	6@0x1209d2-0x122e42+0xa71
76	0x12169e	0x1217c7	0x1217c2	0x1217c7		0x1217c7	covered_synthetic_fallthrough	78	78	0	78	1	268:5,258:4,157:4,189:4,28:3,33:3,18:3,337:3	268:5,258:4,157:4,189:4,28:3,33:3,18:3,337:3	hidden_span_of_17:1	exact_instruction:78	state_mixed:4,state_preserve:1,state_add_const:1	vm_instruction_lift:78	synthetic_successor_target:hidden_span_of_14:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	exact_instruction	125	316	+0x5	next = 316@0xb987b:1, ip += +0x5; dispatch_model=static_100	6@0x1209d2-0x122e42+0xccc
77	0x1217d8	0x121924	0x121920	0x121924		0x121924	covered_synthetic_fallthrough	88	88	0	88	1	215:6,64:4,18:4,189:4,114:4,199:4,123:4,176:4	215:6,64:4,18:4,189:4,114:4,199:4,123:4,176:4	frontier_span_of_14:1	exact_instruction:88	state_mixed:6,state_add_const:5	vm_instruction_lift:88	synthetic_successor_target:hidden_span_of_17:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	exact_instruction	123	278	+0x4	next = 278@0xb2342:1, ip += +0x4; dispatch_model=static_100	6@0x1209d2-0x122e42+0xe06
78	0x121932	0x121a66	0x121a5b	0x121a8a	79	0x121a8a	decoded_control	79	78	1	79	1	26:5,114:5,64:4,307:4,315:4,258:4,157:3,28:3	26:5,114:5,64:4,307:4,315:4,258:4,157:3,28:3		exact_instruction:78,long_branch_forward:1	state_mixed:5,state_add_const:4,state_const_post:1,sampled_long_or_sparse:1	vm_instruction_lift:78,long_branch:1	synthetic_successor_target:frontier_span_of_14:1,after_unrecovered_gap:1,address_gap_or_jump_target:1	long_branch_forward	334	171	+0x2f	next = table[171], ip += 0x2f	6@0x1209d2-0x122e42+0xf60
79	0x121a8a	0x121ac5	0x121aba	0x121b31	80	0x121b31	decoded_control	14	13	1	14	1	171:2,18:2,333:1,340:1,239:1,3:1,144:1,273:1	18:2,171:2,333:1,340:1,239:1,3:1,144:1,273:1		exact_instruction:13,long_branch_forward:1	state_const_post:2,state_add_const:1,sampled_long_or_sparse:1	vm_instruction_lift:13,long_branch:1	synthetic_successor_target:file_span_of_47:1,long_branch_forward_target:1,after_decoded_control:1	long_branch_forward	145	171	+0x77	next = table[171], ip += 0x77	6@0x1209d2-0x122e42+0x10b8
80	0x121b31	0x121c83	0x121c7f	0x121c83		0x121c83	covered_synthetic_fallthrough	90	90	0	90	1	189:6,66:5,174:5,337:5,28:4,123:4,297:3,269:3	189:6,66:5,174:5,337:5,28:4,123:4,297:3,269:3	frontier_span_of_14:1	exact_instruction:90	state_add_const:4,state_mixed:2	vm_instruction_lift:90	synthetic_successor_target:file_span_of_119:1,long_branch_forward_target:1,after_decoded_control:1	exact_instruction	184	95	+0x4	next = 95@0x8c41c:1, ip += +0x4; dispatch_model=static_100	6@0x1209d2-0x122e42+0x115f
