entry	target	observation	observed_events	delta	shape	tail_site	static_stop	top_targets	state_update_count	flag_update_count	branch_count	ip_reads	state_static_pct	state_static_mismatches	state_affine_status	state_affine_cv_status	state_affine_cv_pct	state_affine_terms	static_dispatch_pct	static_dispatch_mismatches	static_ip_pct	static_ip_mismatches	dispatch_model	dispatch_model_pct	dispatch_model_events	dispatch_affine_cv_status	dispatch_affine_cv_pct	dispatch_affine_terms	transfer_expr_events	transfer_expr_target_pct	transfer_expr_ip_pct	transfer_expr_unique_slot_exprs	transfer_expr_unique_ip_exprs	transfer_expr_top_slot_exprs	transfer_expr_top_ip_exprs	path_profile_events	path_profile_unique_paths	path_profile_branch_sites	path_profile_top_paths	branch_predicate_events	branch_predicate_unknown_events	branch_predicate_unknown_pct	branch_predicate_top_classes	branch_predicate_top_unknown_sites	branch_predicate_top_unknown_conditions	branch_gpr_predicate_events	branch_gpr_predicate_unknown_events	branch_gpr_predicate_unknown_pct	branch_gpr_predicate_top_classes	branch_gpr_predicate_top_unknown_sites	branch_gpr_predicate_top_unknown_conditions	long_branch_events	long_branch_variants	long_branch_operand_lens	long_branch_operand_shapes	long_branch_top_ir	sampled_operand_events	sampled_operand_variants	sampled_operand_lens	sampled_operand_shapes	sampled_operand_top_ir	target_reg	slot_kind	slot_reg_or_temp	byte_index_reg	static_load_site	static_index_add_site	tail_role_events	decode_signature	dispatch_skeleton	final_state_expr
131	0x937d0	exact	66	+0x5	VVVCC	0x93f76	0x93f86	144@0x95887:31,173@0x9ba74:15,108@0x8f24b:10,160@0x994cf:4,352@0xc1ec4:2,198@0xa037e:2	6	10	12	0x93a38:byte0,0x93c9f:b0,0x93d5e:u16_3,0x93eb1:u16_1	100.0	0	fit	partial	85.7	85	100.0	0	100.0	0	static_100	100.0	14	partial	85.7	21	14	100.0	100.0	2	1	10=(mask32((mask32(u16_1 + (mask32((mask32((mask32((mask32((mask32(state0 | 0x8fb57c3)) - 0x45a18ca4)) | (mask32((mask32((mask32((mask32(flags0 - (mask32((mask32(state0 | 0x8fb57c3)) + 0x4674713d)))) ^ 0x4382f497)) - 0x95703a1)) ^ 0xea909d9)))) - (mask32((mask32((mask32((mask32((mask32((mask32(flags0 - (m...#a154e422c74f;4=(mask32((mask32(u16_1 + (mask32((mask32((mask32((mask32((mask32(state0 | 0x8fb57c3)) - 0x45a18ca4)) | (mask32((mask32((mask32((mask32((mask32((mask32(flags0 + 0x75229706)) - 0x1ec4fc3d)) - (mask32((mask32(state0 | 0x8fb57c3)) + 0x4674713d)))) ^ 0x4382f497)) - 0x95703a1)) ^ 0xea909d9)))) - (mask32((mask...#6790f617ef78	14=0x5	14	2	0x9395a,0x93a40,0x93a65,0x93a74,0x93a99,0x93b5d,0x93b8f,0x93bd0,0x93cc3,0x93cf0,0x93da3,0x93e3d	10:13d8905a59755be3:0x9395a:je:1;0x93a40:jne:1;0x93a65:jne:1;0x93a74:jne:0;0x93a99:jne:1;0x93b5d:je:0;0x93b8f:je:?;0x93bd0:je:0;0x93cc3:je:0;0x93cf0:je:0;0x93da3:je:0;0x93e3d:je:1|4:71e5e0d47b599c7b:0x9395a:je:0;0x93a40:jne:1;0x93a65:jne:1;0x93a74:jne:0;0x93a99:jne:1;0x93b5d:je:0;0x93b8f:je:?;0x93bd0:je:0;0x93cc3:je:0;0x93cf0:je:0;0x93da3:je:0;0x93e3d:je:1	168	14	8.3	unknown_frame_field:14	0x93b8f:je:unknown_frame_field:14	0x93b8d:cmp:al, 0:low8((((0x12 & (frame + 0x23)) + (frame + 0x23)) + (frame+0x60 - 0x321a13e0)))(?binop) ? 0x0(0x0):zf=None:constant,derived_unknown,frame_pointer,unknown,unknown_frame_field:14:14	168	0	0.0														r14	live_slot	r13	r12			14	IPADV+0x1;RIP+0x1/2:movzx;RF+0x170/4:add;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x1;RIP+0x1/2:movzx;RF+0x170/4:add;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r14	state0 | 0x8fb57c3 - 0x45a18ca4 | flags0 + 0x75229706 - 0x1ec4fc3d - state0 | 0x8fb57c3 + 0x4674713d ^ 0x4382f497 - 0x95703a1 ^ 0xea909d9 - flags0 + 0x75229706 - 0x1ec4fc3d - state0 | 0x8fb57c3 + 0x4674713d ^ 0x4382f497 - 0x95703a1 ^ 0xea909d9 ^ 0x7099ef27 - 0x248dd823 - flags0 + 0x75229706 - 0x1ec4fc3d - state0 | 0x8fb57c3 + 0x4674713d ^ 0x4382f497 - 0x95703a1 ^ 0xea909d9 ^ 0x7099ef27 - 0x248dd823 - u16_1 + state0 | 0x8fb57c3 - 0x45a18ca4 | flags0 + 0x75229706 - 0x1ec4fc3d - state0 | 0x8fb57c3 + 0x4674713d ^ 0x4382f497 - 0x95703a1 ^ 0xea909d9 - flags0 + 0x75229706 - 0x1ec4fc3d - state0 | 0x8fb57c3 + 0x4674713d ^ 0x4382f497 - 0x95703a1 ^ 0xea909d9 ^ 0x7099ef27 - 0x248dd823 - flags0 + 0x75229706 - 0x1ec4fc3d - state0 | 0x8fb57c3 + 0x4674713d ^ 0x4382f497 - 0x95703a1 ^ 0xea909d9 ^ 0x7099ef27 - 0x248dd823 ^ 0x1d802c44
132	0x93f79	unobserved	0	-	-	0x94475	0x94485		4	4	1	0x93f94:u32_2,0x93fbd:u16_0,0x9400e:u16_0,0x94036:u16_2,0x94127:u32_0,0x9415b:byte0,0x941c4:u32_0 + flags0 + 0x1c953985,0x943d2:u16_4,0x94454:u32_0 + flags0 + 0x1c953985 ^ 0xda3b7d9 & (Ptr(kind='frame', off=35)) + -0x80000000 ^ (Ptr(kind='frame', off=10)) - (Ptr(kind='ip', off=4)) + -0x80000000 & u32_0 + flags0 + 0x1c953985 ^ 0xda3b7d9 & (Ptr(kind='frame', off=35)) + -0x80000000 ^ (Ptr(kind='frame', off=10)) - (Ptr(kind='ip', off=4)) + -0x80000000 + -0x80000000 + 0x400 - 0x400 - u32_0 + flags0 + 0x1c953985 ^ 0xda3b7d9 & (Ptr(kind='frame', off=35)) + -0x80000000 ^ (Ptr(kind='frame', off=10)) + (Ptr(kind='table', off=0)) ^ (Ptr(kind='table', off=0)) ^ u16_4 ^ state0 + u32_0 + flags0 + 0x1c953985 & flags0 + 0x1c953985 - 0x29fcf13e + 0x1f834ebc + flags0 + 0x1c953985 - 0x29fcf13e ^ 0x60b79571 - 0x6463a428																																																									IPADV+0x4;RIP+0x4/2:movzx;RF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x4;RIP+0x4/2:movzx;RF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r11	state0 + u32_0 + flags0 + 0x1c953985 & flags0 + 0x1c953985 - 0x29fcf13e + 0x1f834ebc + flags0 + 0x1c953985 - 0x29fcf13e ^ 0x60b79571
133	0x93ff3	unobserved	0	-	-	0x94475	0x94485		4	4	1	0x9400e:u16_0,0x94036:u16_2,0x94127:u32_0,0x9415b:byte0,0x941c4:u32_0 + flags0 + 0x1c953985,0x943d2:u16_4,0x94454:u32_0 + flags0 + 0x1c953985 ^ 0xda3b7d9 & (Ptr(kind='frame', off=35)) + -0x80000000 ^ (Ptr(kind='frame', off=10)) - (Ptr(kind='ip', off=4)) + -0x80000000 & u32_0 + flags0 + 0x1c953985 ^ 0xda3b7d9 & (Ptr(kind='frame', off=35)) + -0x80000000 ^ (Ptr(kind='frame', off=10)) - (Ptr(kind='ip', off=4)) + -0x80000000 + -0x80000000 + 0x400 - 0x400 - u32_0 + flags0 + 0x1c953985 ^ 0xda3b7d9 & (Ptr(kind='frame', off=35)) + -0x80000000 ^ (Ptr(kind='frame', off=10)) + (Ptr(kind='table', off=0)) ^ (Ptr(kind='table', off=0)) ^ u16_4 ^ state0 + u32_0 + flags0 + 0x1c953985 & flags0 + 0x1c953985 - 0x29fcf13e + 0x1f834ebc + flags0 + 0x1c953985 - 0x29fcf13e ^ 0x60b79571 - 0x6463a428																																																									IPADV+0x4;RIP+0x4/2:movzx;RF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x4;RIP+0x4/2:movzx;RF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r11	state0 + u32_0 + flags0 + 0x1c953985 & flags0 + 0x1c953985 - 0x29fcf13e + 0x1f834ebc + flags0 + 0x1c953985 - 0x29fcf13e ^ 0x60b79571
134	0x9406d	unobserved	0	-	-	0x94475	0x94485		4	4	1	0x94127:u32_0,0x9415b:byte0,0x941c4:u32_0 + flags0 + 0x1c953985,0x943d2:u16_4,0x94454:u32_0 + flags0 + 0x1c953985 ^ 0xda3b7d9 & (Ptr(kind='frame', off=35)) + -0x80000000 ^ (Ptr(kind='frame', off=10)) - (Ptr(kind='ip', off=4)) + -0x80000000 & u32_0 + flags0 + 0x1c953985 ^ 0xda3b7d9 & (Ptr(kind='frame', off=35)) + -0x80000000 ^ (Ptr(kind='frame', off=10)) - (Ptr(kind='ip', off=4)) + -0x80000000 + -0x80000000 + 0x400 - 0x400 - u32_0 + flags0 + 0x1c953985 ^ 0xda3b7d9 & (Ptr(kind='frame', off=35)) + -0x80000000 ^ (Ptr(kind='frame', off=10)) + (Ptr(kind='table', off=0)) ^ (Ptr(kind='table', off=0)) ^ u16_4 ^ state0 + u32_0 + flags0 + 0x1c953985 & flags0 + 0x1c953985 - 0x29fcf13e + 0x1f834ebc + flags0 + 0x1c953985 - 0x29fcf13e ^ 0x60b79571 - 0x6463a428																																																									IPADV+0x4;RIP+0x4/2:movzx;RF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x4;RIP+0x4/2:movzx;RF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r11	state0 + u32_0 + flags0 + 0x1c953985 & flags0 + 0x1c953985 - 0x29fcf13e + 0x1f834ebc + flags0 + 0x1c953985 - 0x29fcf13e ^ 0x60b79571
135	0x94478	unobserved	0	-	-	0x94619	0x94629		0	0	1	0x9449d:u16_0,0x944c8:u16_7,0x944f3:u16_3,0x94538:u16_0,0x94546:u16_7,0x945af:u16_5																																																									IPADV+0x5;RIP+0x5/2:movzx;RF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x5;RIP+0x5/2:movzx;RF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdx	state0
136	0x9461b	exact	2	+0x5	CCCCC	0x94970	0x94980	198@0xa037e:2	1	0	5	0x946ba:u16_2,0x94737:byte0,0x94847:b4,0x94889:u16_2,0x948e5:u16_0,0x948f3:u16_0,0x94909:u16_0 + ((F[0x60]) ^ 0x33365d14) ^ -0x80000000	100.0	0	fit	robust	100.0	18	100.0	0	100.0	0	static_100	100.0	2	robust	100.0	4	2	100.0	100.0	1	1	2=(mask32((mask32(u16_0 ^ state0)) - 0x2eae4eac)) & 0xffff	2=0x5	2	1	0x9473e,0x9475a,0x9477b,0x947a6,0x94851	2:2c34239f03385794:0x9473e:jne:1;0x9475a:jne:1;0x9477b:jne:0;0x947a6:jne:1;0x94851:je:0	10	0	0.0				10	0	0.0														r13	live_slot	r11	r15			2	IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x10f/8:mov;RF+0x170/4:xor;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r13	state0 | u16_0 ^ state0 - 0x2eae4eac
137	0x94973	unobserved	0	-	-	0x94c38	0x94c48		1	0	1	0x949f8:u16_0,0x94a15:u16_4,0x94a7d:u16_6,0x94b1e:u16_0,0x94b25:u16_4,0x94bc2:u16_2																																																									IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:sub;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:sub;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rax;RF+0xa/8:mov	state0 + u16_2 - state0 - 0x5ff6cae6
138	0x94c3a	unobserved	0	-	-	0x94ddc	0x94dec		1	1	2	0x94c66:u16_6,0x94c87:u16_4,0x94caa:u16_2,0x94d45:u16_0																																																									IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:sub;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:sub;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r15	state0 + u16_0 - state0 - 0x3010a5b9
139	0x94ddf	unobserved	0	-	-	0x951c0	0x951d0		2	7	6	0x94df8:u32_0,0x94e23:u16_4,0x94eda:byte0,0x94efe:u32_2,0x95038:byte0,0x95104:u16_0																																																									IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rsi	state0 - flags0 - 0x6f549f79 - state0 | 0xf17c331 | 0x16a9ca8c + u16_0 ^ state0 - flags0 - 0x6f549f79 - state0 | 0xf17c331 | 0x16a9ca8c ^ 0x6e089feb
140	0x94e5a	exact	2190	+0x6	VVVVVV	0x951c0	0x951d0	64@0x85059:260,189@0x9e7af:224,185@0x9d964:208,347@0xc088d:189,37@0x80685:132,17@0x7bae9:125	2	7	6	0x94eda:byte0,0x94efe:u32_2,0x95038:byte0,0x95104:u16_0	100.0	0	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	static_100	100.0	560	no_train_fit	0.0	0	128	100.0	100.0	2	1	112=(mask32((mask32(u16_0 ^ (mask32(state0 - (mask32((mask32(flags0 - (mask32(state0 | 0xf17c331)))) | 0x16a9ca8c)))))) ^ 0x6e089feb)) & 0xffff;16=(mask32((mask32(u16_0 ^ (mask32(state0 - (mask32((mask32((mask32(flags0 - 0x6f549f79)) - (mask32(state0 | 0xf17c331)))) | 0x16a9ca8c)))))) ^ 0x6e089feb)) & 0xffff	128=0x6	560	6	0x94e85,0x94f11,0x94fab,0x94fdd,0x95000,0x9504c	232:025ebb6aefd19d3b:0x94e85:je:1;0x94f11:je:?;0x94fab:je:?;0x94fdd:je:0;0x95000:je:0;0x9504c:je:0|114:f1c3cb816869545a:0x94e85:je:1;0x94f11:je:?;0x94fab:je:?;0x94fdd:je:0;0x95000:je:0;0x9504c:je:1|87:8737500273fab3c0:0x94e85:je:1;0x94f11:je:?;0x94fab:je:?;0x94fdd:je:0;0x95000:je:1;0x9504c:je:1|77:0787fc84bfeaa1fb:0x94e85:je:0;0x94f11:je:?;0x94fab:je:?;0x94fdd:je:0;0x95000:je:1;0x9504c:je:1|45:de4caea284baf91f:0x94e85:je:0;0x94f11:je:?;0x94fab:je:?;0x94fdd:je:0;0x95000:je:0;0x9504c:je:0	768	256	33.3	live_in_reg:128,unknown_frame_field:128	0x94f11:je:live_in_reg:128,0x94fab:je:unknown_frame_field:128	0x94f0e:cmp:dl, 0:low8(live_in(rdx))(?livein_rdx) ? 0x0(0x0):zf=None:constant,live_in_reg,unknown:128:128,0x94fa7:cmp:r13b, 0:low8((frame+0x81 | 0x16a9ca8c))(?binop) ? 0x0(0x0):zf=None:constant,derived_unknown,unknown,unknown_frame_field:128:128	768	0	0.0														rsi	live_slot	r15	rax			560	IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rsi	state0 - flags0 - 0x6f549f79 - state0 | 0xf17c331 | 0x16a9ca8c + u16_0 ^ state0 - flags0 - 0x6f549f79 - state0 | 0xf17c331 | 0x16a9ca8c ^ 0x6e089feb
141	0x951c2	unobserved	0	-	-	0x953af	0x953bf		0	0	1	0x95225:u16_6,0x9525d:u16_0,0x952ba:u16_4,0x9533c:u16_2																																																									IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rsi	state0
142	0x953b1	exact	1	+0xa	CCCCCCCCCC	0x957d6	0x957e6	83@0x8947b:1	12	7	3	0x95561:byte0,0x95575:byte0,0x9557e:u32_0,0x95706:byte0,0x95716:byte0,0x9571f:u16_8																																																			no_static_load					0	IPADV+0x8;RIP+0x8/2:movzx;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x8;RIP+0x8/2:movzx;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r11	state0 ^ flags0 ^ 0x7e4feaa1 ^ 0x2968389e | flags0 | state0 ^ flags0 ^ 0x7e4feaa1 ^ 0x2968389e ^ 0x2de9e0a2 + 0x295d79d4 | 0x6a70639e - 0x2ed5a434 | flags0 | state0 ^ flags0 ^ 0x7e4feaa1 ^ 0x2968389e ^ 0x2de9e0a2 - 0x5f23a362 ^ 0x5f9390ae ^ 0x6209aa88 + u32_0 ^ state0 ^ flags0 ^ 0x7e4feaa1 ^ 0x2968389e | flags0 | state0 ^ flags0 ^ 0x7e4feaa1 ^ 0x2968389e ^ 0x2de9e0a2 + 0x295d79d4 | 0x6a70639e - 0x2ed5a434 | flags0 | state0 ^ flags0 ^ 0x7e4feaa1 ^ 0x2968389e ^ 0x2de9e0a2 - 0x5f23a362 ^ 0x5f9390ae ^ 0x6209aa88 + flags0 | state0 ^ flags0 ^ 0x7e4feaa1 ^ 0x2968389e ^ 0x2de9e0a2 ^ state0 ^ flags0 ^ 0x7e4feaa1 ^ 0x2968389e | flags0 | state0 ^ flags0 ^ 0x7e4feaa1 ^ 0x2968389e ^ 0x2de9e0a2 + 0x295d79d4 | 0x6a70639e - 0x2ed5a434 | flags0 | state0 ^ flags0 ^ 0x7e4feaa1 ^ 0x2968389e ^ 0x2de9e0a2 - 0x5f23a362 ^ 0x5f9390ae | 0x2fd9e422 | state0 ^ flags0 ^ 0x7e4feaa1 ^ 0x2968389e | flags0 | state0 ^ flags0 ^ 0x7e4feaa1 ^ 0x2968389e ^ 0x2de9e0a2 + 0x295d79d4 | 0x6a70639e - 0x2ed5a434 | flags0 | state0 ^ flags0 ^ 0x7e4feaa1 ^ 0x2968389e ^ 0x2de9e0a2 - 0x5f23a362 ^ 0x5f9390ae + 0x56d385ee ^ flags0 | state0 ^ flags0 ^ 0x7e4feaa1 ^ 0x2968389e ^ 0x2de9e0a2 ^ state0 ^ flags0 ^ 0x7e4feaa1 ^ 0x2968389e | flags0 | state0 ^ flags0 ^ 0x7e4feaa1 ^ 0x2968389e ^ 0x2de9e0a2 + 0x295d79d4 | 0x6a70639e - 0x2ed5a434 | flags0 | state0 ^ flags0 ^ 0x7e4feaa1 ^ 0x2968389e ^ 0x2de9e0a2 - 0x5f23a362 ^ 0x5f9390ae | 0x2fd9e422 | state0 ^ flags0 ^ 0x7e4feaa1 ^ 0x2968389e | flags0 | state0 ^ flags0 ^ 0x7e4feaa1 ^ 0x2968389e ^ 0x2de9e0a2 + 0x295d79d4 | 0x6a70639e - 0x2ed5a434 | flags0 | state0 ^ flags0 ^ 0x7e4feaa1 ^ 0x2968389e ^ 0x2de9e0a2 - 0x5f23a362 ^ 0x5f9390ae + 0x56d385ee - 0x18594029 - u16_8
143	0x957d9	unobserved	0	-	-	0x95b59	0x95b69		4	2	6	0x957f4:u16_6,0x9581c:u16_4,0x95848:u32_0,0x9589b:byte0,0x9597f:byte0,0x959a0:byte0,0x95aa3:u16_0																																																									IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r8	state0 & 0x61f88068 & 0x1d022eee ^ 0x6367b3dd & u16_0 ^ state0 & 0x61f88068 & 0x1d022eee ^ 0x6367b3dd - 0x2f1222e2
144	0x95887	exact	5218	+0x2	VV	0x95b59	0x95b69	258@0xadf2c:577,268@0xb0007:365,18@0x7be9b:315,168@0x9aa83:310,114@0x90319:236,347@0xc088d:211	4	2	6	0x9589b:byte0,0x9597f:byte0,0x959a0:byte0,0x95aa3:u16_0	100.0	0	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	static_100	100.0	2050	no_train_fit	0.0	0	128	100.0	100.0	1	1	128=(mask32((mask32(u16_0 ^ (mask32((mask32((mask32(state0 & 0x61f88068)) & 0x1d022eee)) ^ 0x6367b3dd)))) - 0x2f1222e2)) & 0xffff	128=0x2	2050	6	0x959a6,0x959b1,0x959bd,0x959d3,0x959e9,0x95a08	480:4d9c1fd4300908d8:0x959a6:jne:1;0x959b1:jne:1;0x959bd:jne:1;0x959e9:jne:0;0x95a08:je:0|428:ae421cf8f256b57d:0x959a6:jne:1;0x959b1:jne:1;0x959bd:jne:0;0x959d3:je:?;0x959e9:jne:1;0x95a08:je:1|376:df981a914db02de7:0x959a6:jne:1;0x959b1:jne:1;0x959bd:jne:1;0x959e9:jne:0;0x95a08:je:1|329:9f3cc1c99e54d1d6:0x959a6:jne:0;0x959b1:jne:1;0x959bd:jne:1;0x959e9:jne:1;0x95a08:je:0|259:543db112a6706a4e:0x959a6:jne:0;0x959b1:jne:1;0x959bd:jne:1;0x959e9:jne:1;0x95a08:je:1	661	21	3.2	unknown_frame_field:21	0x959d3:je:unknown_frame_field:21	0x959cf:cmp:byte ptr [r14], 0:frame+0x16f(?frame_16f) ? 0x0(0x0):zf=None:constant,unknown,unknown_frame_field:21:21	661	0	0.0														r8	live_slot	r10	rsi			2050	IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r8	state0 & 0x61f88068 & 0x1d022eee ^ 0x6367b3dd & u16_0 ^ state0 & 0x61f88068 & 0x1d022eee ^ 0x6367b3dd - 0x2f1222e2
145	0x95b5c	sampled_long_or_sparse	142	+0x139	sampled	0x9634f	0x9635f	354@0xc2241:132,165@0x9a24c:6,171@0x9b4b3:4	0	0	39	0x95bc4:u16_8,0x95c1d:b10,0x9621b:u16_0,0x96294:u32_4,0x96297:u32_4																																								142	11	142=0xb	142=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa	125=next = table[354], ip += 0x139;4=next = table[165], ip += 0xbec;3=next = table[354], ip += 0x60;2=next = table[171], ip += 0x77;2=next = table[354], ip += 0x30						r12	consumed_slot	r15	r8	0x9624f	0x96246	9	IPADV+0x0;RIP+0x0/2:mov;TDYN;TDYN;RTdyn/8:mov;IPADV+0x4;RIP+0x4/4:mov;WF+0xa/8:sub;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:mov;RF+0x10f/8:mov;TDYN;TDYN;RTdyn/8:mov;RF+0xa/8:mov;IPADV+0x4;RIP+0x4/4:mov;WF+0xa/8:sub;WF+0xa/8:add;JMP:r12	state0
146	0x96407	exact	578	+0x5	EVVVV	0x96915	0x96925	258@0xadf2c:186,172@0x9b68a:98,70@0x8610e:64,28@0x7e390:30,199@0xa0631:25,79@0x885b0:21	6	3	6	0x9657c:u16_3,0x966bd:b0,0x9684d:u16_1	100.0	0	fit	partial	90.8	789	100.0	0	100.0	0	static_100	100.0	238	partial	90.8	262	128	100.0	100.0	2	1	99=(mask32((mask32(u16_1 - (mask32((mask32((mask32((mask32((mask32(state0 + flags0)) ^ 0x2e312e01)) & (mask32(flags0 + 0x7d882664)))) + 0x4a5b7e16)) ^ (mask32(u16_3 + flags0)))))) + 0x2cff1885)) & 0xffff;29=(mask32((mask32(u16_1 - (mask32((mask32((mask32((mask32((mask32(state0 + flags0)) ^ 0x2e312e01)) & (mask32((mask32((mask32(flags0 & 0xa6d4251)) ^ 0x409c2e61)) + 0x7d882664)))) + 0x4a5b7e16)) ^ (mask32(u16_3 + (mask32((mask32(flags0 & 0xa6d4251)) ^ 0x409c2e61)))))))) + 0x2cff1885)) & 0xffff	128=0x5	238	6	0x96428,0x96492,0x966c4,0x966d3,0x966f8,0x9671d	67:49439122ab0b053b:0x96428:je:?;0x96492:je:1;0x966c4:jne:0;0x966d3:jne:1;0x966f8:jne:1;0x9671d:jne:1|64:8af30cdd4efdb932:0x96428:je:?;0x96492:je:1;0x966c4:jne:1;0x966d3:jne:1;0x966f8:jne:1;0x9671d:jne:0|45:5413c9a6bc7d0fe5:0x96428:je:?;0x96492:je:1;0x966c4:jne:1;0x966d3:jne:1;0x966f8:jne:0;0x9671d:jne:1|31:2bcd541e1be8bdbf:0x96428:je:?;0x96492:je:0;0x966c4:jne:1;0x966d3:jne:1;0x966f8:jne:1;0x9671d:jne:0|26:b6febcf4e14ed176:0x96428:je:?;0x96492:je:0;0x966c4:jne:1;0x966d3:jne:1;0x966f8:jne:0;0x9671d:jne:1	768	128	16.7	live_in_reg:128	0x96428:je:live_in_reg:128	0x96424:cmp:r8b, 0:low8(live_in(r8))(?livein_r8) ? 0x0(0x0):zf=None:constant,live_in_reg,unknown:128:128	768	0	0.0														r12	live_slot	r14	rdx			238	IPADV+0x1;RIP+0x1/2:movzx;RF+0x170/4:sub;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x1;RIP+0x1/2:movzx;RF+0x170/4:sub;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r12	state0 + flags0 ^ 0x2e312e01 & flags0 & 0xa6d4251 ^ 0x409c2e61 + 0x7d882664 + 0x4a5b7e16 ^ u16_3 + flags0 & 0xa6d4251 ^ 0x409c2e61 ^ u16_1 - state0 + flags0 ^ 0x2e312e01 & flags0 & 0xa6d4251 ^ 0x409c2e61 + 0x7d882664 + 0x4a5b7e16 ^ u16_3 + flags0 & 0xa6d4251 ^ 0x409c2e61 + 0x2cff1885
147	0x96918	unobserved	0	-	-	0x96b6b	0x96b7b		1	0	1	0x96a47:b0,0x96a97:u16_3,0x96af7:u16_1																																																									IPADV+0x1;RIP+0x1/2:movzx;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x1;RF+0x10f/8:mov;RIP+0x1/2:movzx;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r12	state0 + flags0
