entry	target	observation	observed_events	delta	shape	tail_site	static_stop	top_targets	state_update_count	flag_update_count	branch_count	ip_reads	state_static_pct	state_static_mismatches	state_affine_status	state_affine_cv_status	state_affine_cv_pct	state_affine_terms	static_dispatch_pct	static_dispatch_mismatches	static_ip_pct	static_ip_mismatches	dispatch_model	dispatch_model_pct	dispatch_model_events	dispatch_affine_cv_status	dispatch_affine_cv_pct	dispatch_affine_terms	transfer_expr_events	transfer_expr_target_pct	transfer_expr_ip_pct	transfer_expr_unique_slot_exprs	transfer_expr_unique_ip_exprs	transfer_expr_top_slot_exprs	transfer_expr_top_ip_exprs	path_profile_events	path_profile_unique_paths	path_profile_branch_sites	path_profile_top_paths	branch_predicate_events	branch_predicate_unknown_events	branch_predicate_unknown_pct	branch_predicate_top_classes	branch_predicate_top_unknown_sites	branch_predicate_top_unknown_conditions	branch_gpr_predicate_events	branch_gpr_predicate_unknown_events	branch_gpr_predicate_unknown_pct	branch_gpr_predicate_top_classes	branch_gpr_predicate_top_unknown_sites	branch_gpr_predicate_top_unknown_conditions	long_branch_events	long_branch_variants	long_branch_operand_lens	long_branch_operand_shapes	long_branch_top_ir	sampled_operand_events	sampled_operand_variants	sampled_operand_lens	sampled_operand_shapes	sampled_operand_top_ir	target_reg	slot_kind	slot_reg_or_temp	byte_index_reg	static_load_site	static_index_add_site	tail_role_events	decode_signature	dispatch_skeleton	final_state_expr
269	0xb045b	exact	2612	+0x5	CCCVV	0xb092e	0xb093e	108@0x8f24b:571,352@0xc1ec4:384,256@0xad849:368,160@0x994cf:364,173@0x9ba74:364,257@0xadbfd:274	5	3	2	0xb0718:b0,0xb077c:u16_1,0xb086c:u16_3	100.0	0	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	static_100	100.0	900	no_train_fit	0.0	0	128	100.0	100.0	1	1	128=(mask32((mask32(u16_3 + (mask32((mask32((mask32((mask32(state0 ^ (mask32(flags0 & state0)))) & 0x6f7fff69)) & (mask32(flags0 & state0)))) | (mask32((mask32(flags0 & state0)) ^ 0x4f60a287)))))) + 0x4faa382)) & 0xffff	128=0x5	900	2	0xb061d,0xb0723	763:002580e3f4159fc1:0xb061d:je:1;0xb0723:je:1|137:6901ad8af83fa830:0xb061d:je:0;0xb0723:je:1	256	0	0.0				256	0	0.0														rax	live_slot	r11	r15			900	IPADV+0x3;RIP+0x3/2:movzx;RF+0x170/4:add;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:movzx;RF+0x10f/8:mov;RF+0x170/4:add;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rax	state0 ^ flags0 & state0 & 0x6f7fff69 & flags0 & state0 | flags0 & state0 ^ 0x4f60a287 + u16_3 + state0 ^ flags0 & state0 & 0x6f7fff69 & flags0 & state0 | flags0 & state0 ^ 0x4f60a287 + 0x4faa382
270	0xb0930	unobserved	0	-	-	0xb0e2d	0xb0e3d		6	3	2	0xb094b:u32_0,0xb0976:u16_4,0xb0aa7:u32_0,0xb0c8e:byte0,0xb0d49:u16_8																																																									IPADV+0x8;RIP+0x8/2:movzx;RF+0x170/4:xor;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x8;RF+0x10f/8:mov;RIP+0x8/2:movzx;RF+0x170/4:xor;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r12	state0 - flags0 ^ flags0 ^ 0x50b7f0a2 & 0x409cc142 | 0x3d990ad0 - flags0 - 0x20f67834 + 0x5bab660 & 0x52dfbf43 & u16_8 ^ state0 - flags0 ^ flags0 ^ 0x50b7f0a2 & 0x409cc142 | 0x3d990ad0 - flags0 - 0x20f67834 + 0x5bab660 & 0x52dfbf43
271	0xb09ab	unobserved	0	-	-	0xb0e2d	0xb0e3d		6	3	2	0xb0aa7:u32_0,0xb0c8e:byte0,0xb0d49:u16_8																																																									IPADV+0x8;RIP+0x8/2:movzx;RF+0x170/4:xor;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x8;RF+0x10f/8:mov;RIP+0x8/2:movzx;RF+0x170/4:xor;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r12	state0 - flags0 ^ flags0 ^ 0x50b7f0a2 & 0x409cc142 | 0x3d990ad0 - flags0 - 0x20f67834 + 0x5bab660 & 0x52dfbf43 & u16_8 ^ state0 - flags0 ^ flags0 ^ 0x50b7f0a2 & 0x409cc142 | 0x3d990ad0 - flags0 - 0x20f67834 + 0x5bab660 & 0x52dfbf43
272	0xb0e30	unobserved	0	-	-	0xb11c7	0xb11d7		1	0	2	0xb0e95:u16_6,0xb0eac:u16_4,0xb0f09:u16_8,0xb0f8e:u16_6,0xb0fcb:u16_4,0xb106b:b10,0xb10a7:u16_2,0xb1156:u16_0																																																									IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:sub;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:sub;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r15	state0 - u16_0 - state0
273	0xb11ca	exact	2115	+0x4	VVVV	0xb1545	0xb1555	183@0x9d495:269,199@0xa0631:258,180@0x9cf32:171,196@0x9fbcd:159,347@0xc088d:155,258@0xadf2c:123	6	1	0	0xb12a8:u16_2,0xb1462:u16_0	100.0	0	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	static_100	100.0	1072	no_train_fit	0.0	0	128	100.0	100.0	1	1	128=(mask32((mask32(u16_0 + (mask32((mask32((mask32((mask32((mask32(state0 - flags0)) + 0x4b959cd0)) + flags0)) & 0x908616e)) + (mask32((mask32(u16_2 - (mask32((mask32((mask32((mask32(state0 - flags0)) + 0x4b959cd0)) + flags0)) & 0x908616e)))) ^ flags0)))))) - 0x2e0be660)) & 0xffff	128=0x4	1072	1		1072:e3b0c44298fc1c14:-																							r9	consumed_slot	r13	rsi	0xb1519	0xb1502	1072	IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:add;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:add;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r9;RF+0x23/4:mov	state0 - flags0 + 0x4b959cd0 + flags0 & 0x908616e + u16_2 - state0 - flags0 + 0x4b959cd0 + flags0 & 0x908616e ^ flags0 | u16_0 + state0 - flags0 + 0x4b959cd0 + flags0 & 0x908616e + u16_2 - state0 - flags0 + 0x4b959cd0 + flags0 & 0x908616e ^ flags0 - 0x2e0be660
274	0xb1548	unobserved	0	-	-	0xb180b	0xb181b		1	4	4	0xb15c1:u16_7,0xb15fc:u16_5,0xb1630:u16_3,0xb166c:u16_5,0xb1684:u16_7,0xb16dc:b2,0xb171f:u16_9,0xb1774:u16_0																																																									IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x10f/8:mov;RF+0x170/4:xor;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r11	state0 + u16_0 ^ state0
275	0xb180e	unobserved	0	-	-	0xb1b2a	0xb1b3a		1	1	3	0xb186c:u16_5,0xb1889:u16_7,0xb18dc:u16_9,0xb1977:u16_7,0xb19a4:u16_5,0xb1a09:b0,0xb1a61:u16_3,0xb1a9d:u16_1																																																									IPADV+0x1;RIP+0x1/2:movzx;RF+0x170/4:xor;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x1;RIP+0x1/2:movzx;RF+0x10f/8:mov;RF+0x170/4:xor;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r15	state0 | u16_1 ^ state0 - 0x26ed1596
276	0xb1b2d	exact	1	+0xa	CCCCCCCCCC	0xb1fd3	0xb1fe3	157@0x98a9a:1	8	2	3	0xb1bcb:byte0,0xb1c6a:byte0,0xb1cba:u32_2,0xb1ef3:u32_2 | (r13) - 0x653cf834,0xb1f09:u16_0,0xb1fa1:u32_2 | (r13) - 0x653cf834 - u32_2 | (r13) - 0x653cf834 + 0x200 - (((((r15) | (Ptr(kind='frame', off=368))) ^ (Ptr(kind='frame', off=271))) ^ (Ptr(kind='frame', off=271))) & (Ptr(kind='frame', off=271))) | (Ptr(kind='ip', off=0)) | u32_2 | (r13) - 0x653cf834 + (((((((r15) | (Ptr(kind='frame', off=368))) ^ (Ptr(kind='frame', off=271))) ^ (Ptr(kind='frame', off=271))) & (Ptr(kind='frame', off=271))) + 0x200 - (((((r15) | (Ptr(kind='frame', off=368))) ^ (Ptr(kind='frame', off=271))) ^ (Ptr(kind='frame', off=271))) & (Ptr(kind='frame', off=271))) | (Ptr(kind='ip', off=0)) | u32_2 | (r13) - 0x653cf834) & 0x80) | ((((((r15) | (Ptr(kind='frame', off=368))) ^ (Ptr(kind='frame', off=271))) ^ (Ptr(kind='frame', off=271))) & (Ptr(kind='frame', off=271))) + 0x200 - (((((r15) | (Ptr(kind='frame', off=368))) ^ (Ptr(kind='frame', off=271))) ^ (Ptr(kind='frame', off=271))) & (Ptr(kind='frame', off=271))) | (Ptr(kind='ip', off=0)) | u32_2 | (r13) - 0x653cf834)																																																			no_static_load					0	IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:add;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:add;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rax	state0 & 0x7246aa41 ^ flags0 | 0x47166ef1 - flags0 | flags0 - u32_2 - 0x332a16a ^ u16_0 + state0 & 0x7246aa41 ^ flags0 | 0x47166ef1 - flags0 | flags0 - u32_2 - 0x332a16a - 0x63f74381
277	0xb1fd5	unobserved	0	-	-	0xb2340	0xb2350		2	0	5	0xb209c:u16_3,0xb2116:byte0,0xb222f:b2,0xb227d:u16_3,0xb22c9:u16_0																																																									IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:add;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:add;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdi	state0 & flags0 - u16_0 + state0 & flags0
278	0xb2342	exact	553	+0xa	VVECCCVVEC	0xb265e	0xb266e	169@0x9af18:368,310@0xb8556:185	2	0	5	0xb235d:u32_6,0xb2389:u16_4,0xb23b7:u32_0,0xb2474:byte0,0xb24e8:b4,0xb2536:u16_0,0xb25cd:u16_2	0.0	82	fit	partial	97.6	83	0.0	82	0.0	82	affine_partial_fallback	100.0	82	partial	98.8	25	82	0.0	0.0	1	1	82=(mask32((mask32(u16_2 - (mask32(state0 | flags0)))) + 0x68baea26)) & 0xffff	82=0x5	82	1	0xb2479,0xb2486,0xb2494,0xb24a4,0xb2508	82:68b58087c58ee6ba:0xb2479:jne:?;0xb2486:jne:?;0xb2494:jne:?;0xb24a4:jne:?;0xb2508:je:?	410	0	0.0				410	0	0.0									2	2	2=0xa	2=u16_0@+0x0,u32_0@+0x0,u16_2@+0x2,b4@+0x4,u16_4@+0x4,u32_6@+0x6	1=sampled operand footprint 0xa, observed target table[323], delta +0x221770;1=sampled operand footprint 0xa, observed target table[86], delta +0x2426ba								IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:sub;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:sub;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r10;RF+0x23/4:mov	state0 | flags0 | u16_2 - state0 | flags0 + 0x68baea26
279	0xb23f7	unobserved	0	-	-	0xb265e	0xb266e		2	0	5	0xb2474:byte0,0xb24e8:b4,0xb2536:u16_0,0xb25cd:u16_2																																																									IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:sub;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:sub;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r10;RF+0x23/4:mov	state0 | flags0 | u16_2 - state0 | flags0 + 0x68baea26
280	0xb2661	exact	108	+0x5	EEVCC	0xb2db4	0xb2dc4	257@0xadbfd:66,160@0x994cf:12,108@0x8f24b:10,198@0xa037e:8,173@0x9ba74:7,256@0xad849:5	9	3	9	0xb2743:byte0,0xb283e:byte0,0xb2a63:b2,0xb2b0a:u16_3,0xb2ced:u16_0	100.0	0	fit	robust	100.0	92	100.0	0	100.0	0	static_100	100.0	86	robust	100.0	36	86	100.0	100.0	1	1	86=(mask32(u16_0 - 0x267d402f)) & 0xffff	86=0x5	86	3	0xb2754,0xb2845,0xb2867,0xb287d,0xb2897,0xb2922,0xb2a90,0xb2c0a,0xb2c50	64:fa9f86757a332e73:0xb2754:je:1;0xb2845:jne:0;0xb2867:jne:1;0xb287d:jne:1;0xb2897:jne:1;0xb2922:je:0;0xb2a90:je:0;0xb2c0a:je:1;0xb2c50:je:0|15:82ff788ea71516d6:0xb2754:je:0;0xb2845:jne:1;0xb2867:jne:1;0xb287d:jne:0;0xb2897:jne:1;0xb2922:je:0;0xb2a90:je:0;0xb2c0a:je:0;0xb2c50:je:0|7:69b3e6542a966a82:0xb2754:je:1;0xb2845:jne:1;0xb2867:jne:1;0xb287d:jne:0;0xb2897:jne:1;0xb2922:je:0;0xb2a90:je:0;0xb2c0a:je:1;0xb2c50:je:0	774	0	0.0				774	0	0.0														rdx	consumed_slot	rax	r13	0xb2d7f	0xb2d7c	86	IPADV+0x0;RIP+0x0/2:movzx;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x10f/8:mov;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdx	state0 - flags0 + 0x70ead2e5 | flags0 | flags0 & 0x43b06801 - flags0 | 0x4f5422be | flags0 | 0x2fca37a8 - 0x3d94b3d1 + flags0 | 0x2fca37a8 | 0x214abc1f ^ 0x1e5dc934 & 0x7b3ce1ec + u16_0 - 0x267d402f
281	0xb2db6	exact	555	+0x4	VVVV	0xb3125	0xb3135	269@0xb045b:257,253@0xacfb1:153,322@0xbb3c9:11,292@0xb540f:9,3@0x78c77:8,30@0x7e849:7	7	1	1	0xb2de8:byte0,0xb2e10:byte0,0xb2e82:u16_2,0xb3052:u16_0	100.0	0	fit	partial	92.5	735	100.0	0	100.0	0	static_100	100.0	347	partial	92.5	218	128	100.0	100.0	1	1	128=(mask32((mask32(u16_0 ^ (mask32((mask32((mask32((mask32((mask32((mask32(state0 - 0x31642a8c)) ^ 0x5b9839d1)) | flags0)) & (mask32((mask32(u16_2 + (mask32((mask32((mask32(state0 - 0x31642a8c)) ^ 0x5b9839d1)) | flags0)))) - flags0)))) - (mask32(flags0 - 0x1ec23851)))) ^ 0x6445395f)))) - 0x519e8380)) & 0xffff	128=0x4	347	1	0xb2fc0	347:bf19bc7c26ba5d0e:0xb2fc0:je:0	128	0	0.0				128	0	0.0														r12	consumed_slot	rdx	rcx	0xb30f5	0xb30eb	347	IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x0;RF+0x10f/8:mov;RIP+0x0/2:movzx;RF+0x170/4:xor;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r12	state0 - 0x31642a8c ^ 0x5b9839d1 | flags0 & u16_2 + state0 - 0x31642a8c ^ 0x5b9839d1 | flags0 - flags0 - flags0 - 0x1ec23851 ^ 0x6445395f + u16_0 ^ state0 - 0x31642a8c ^ 0x5b9839d1 | flags0 & u16_2 + state0 - 0x31642a8c ^ 0x5b9839d1 | flags0 - flags0 - flags0 - 0x1ec23851 ^ 0x6445395f - 0x519e8380
282	0xb3128	exact	269	+0x5	VVVVE	0xb360f	0xb361f	280@0xb2661:64,220@0xa522e:27,90@0x8b334:21,199@0xa0631:13,140@0x94e5a:12,66@0x855ff:12	1	5	8	0xb32fe:u16_0,0xb344e:b4,0xb3553:u16_2	100.0	0	fit	partial	76.4	828	100.0	0	100.0	0	static_100	100.0	165	partial	76.4	244	128	100.0	100.0	2	1	83=(mask32((mask32(u16_2 - (mask32(state0 ^ (mask32((mask32((mask32(flags0 - 0x54c8658a)) & 0x259f380d)) - 0x334721c0)))))) ^ 0x644d2bc4)) & 0xffff;45=(mask32((mask32(u16_2 - (mask32(state0 ^ (mask32(flags0 - 0x334721c0)))))) ^ 0x644d2bc4)) & 0xffff	128=0x5	165	6	0xb3145,0xb3178,0xb31f8,0xb3253,0xb3455,0xb348a,0xb34a1,0xb34b6	71:9ac1e1e4dc1df8fb:0xb3145:je:?;0xb3178:je:0;0xb31f8:je:1;0xb3253:je:0;0xb3455:jne:0;0xb348a:jne:1;0xb34a1:jne:1;0xb34b6:jne:1|34:a8f4a9fe1a789292:0xb3145:je:?;0xb3178:je:1;0xb31f8:je:1;0xb3253:je:0;0xb3455:jne:1;0xb348a:jne:1;0xb34a1:jne:0;0xb34b6:jne:1|27:b3758133b3417323:0xb3145:je:?;0xb3178:je:1;0xb31f8:je:1;0xb3253:je:0;0xb3455:jne:1;0xb348a:jne:1;0xb34a1:jne:1;0xb34b6:jne:0|15:407afb74f13af625:0xb3145:je:?;0xb3178:je:0;0xb31f8:je:1;0xb3253:je:0;0xb3455:jne:1;0xb348a:jne:1;0xb34a1:jne:1;0xb34b6:jne:0|9:ee8877faed74ee1f:0xb3145:je:?;0xb3178:je:1;0xb31f8:je:1;0xb3253:je:0;0xb3455:jne:0;0xb348a:jne:1;0xb34a1:jne:1;0xb34b6:jne:1	1024	128	12.5	live_in_reg:128	0xb3145:je:live_in_reg:128	0xb3142:cmp:cl, 0:low8(live_in(rcx))(?livein_rcx) ? 0x0(0x0):zf=None:constant,live_in_reg,unknown:128:128	1024	0	0.0														r8	live_slot	rsi	r14			165	IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r8	state0 ^ flags0 - 0x54c8658a & 0x259f380d & 0x41d706e9 - 0x334721c0
283	0xb3612	exact	1438	+0x5	CCCVV	0xb3799	0xb37a9	333@0xbd8af:186,215@0xa4609:185,168@0x9aa83:184,258@0xadf2c:168,185@0x9d964:98,307@0xb8064:97	0	0	0	0xb3657:b0,0xb36ae:u16_1,0xb370c:u16_3,0xb3716:b0 ^ 0x1,0xb375d:u16_3 - 0x8ad5ab4 & 0xffff	100.0	0	fit	robust	100.0	32	100.0	0	100.0	0	static_100	100.0	381	no_train_fit	0.0	0	128	100.0	100.0	1	1	128=(mask32(u16_3 - 0x8ad5ab4)) & 0xffff	128=0x5	381	1		381:e3b0c44298fc1c14:-																							rdi	live_slot	rsi	rcx			381	IPADV+0x3;RIP+0x3/2:movzx;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:movzx;RF+0x10f/8:mov;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdi	state0
284	0xb379b	exact	1	+0xd	CCCCCCCCCCCCC	0xb3ff1	0xb4001	239@0xa991e:1	1	0	38	0xb3811:u16_6,0xb3851:b8,0xb3e59:u32_0,0xb3e81:u16_4,0xb3ecc:u16_9,0xb3f44:u16_11	100.0	0	fit	no_test	0.0	12	100.0	0	100.0	0	affine_single_fallback	100.0	1	no_test	0.0	7	1	100.0	100.0	1	1	1=(mask32(u16_11 - 0x14b96a4c)) & 0xffff	1=0xd	1	1	0xb3856,0xb385f,0xb38dd,0xb38ea,0xb3917,0xb3965,0xb39b2,0xb39df,0xb3a68,0xb3af4,0xb3b4d,0xb3bd3,0xb3c88,0xb3cd2,0xb3d1c,0xb3d77,0xb3db0,0xb3df9,0xb3e3a	1:e3c4793d2e6cce61:0xb3856:je:0;0xb385f:je:0;0xb38dd:jne:0;0xb38ea:jne:?;0xb3917:jne:1;0xb3965:jne:1;0xb39b2:jne:1;0xb39df:jne:1;0xb3a68:jne:1;0xb3af4:jne:1;0xb3b4d:jne:1;0xb3bd3:jne:1;0xb3c88:jne:1;0xb3cd2:jne:1;0xb3d1c:jne:1;0xb3d77:jne:1;0xb3db0:jne:1;0xb3df9...#e3c4793d2e6c	19	1	5.3	unknown_frame_field:1	0xb38ea:jne:unknown_frame_field:1	0xb38e3:and:r13d, 0x40:(low32(frame+0x13d) & 0x40)(?binop) ? 0x0(0x0):zf=None:constant,derived_unknown,unknown,unknown_frame_field:1:1	19	0	0.0														r9	consumed_slot	rdi	rcx	0xb3fd3	0xb3fc6	1	IPADV+0xb;RIP+0xb/2:movzx;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0xb;RIP+0xb/2:movzx;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r9;RF+0x0/8:mov	state0 - u16_11 - 0x14b96a4c
285	0xb3ff4	exact	1	+0x5	CCCCC	0xb42df	0xb42ef	160@0x994cf:1	2	0	5	0xb408a:u16_0,0xb40b9:byte0,0xb4108:u16_0 + (Ptr(kind='frame', off=0)),0xb418d:b4,0xb41d8:u16_0,0xb4276:u16_2	100.0	0	fit	no_test	0.0	8	100.0	0	100.0	0	static_100	100.0	1	no_test	0.0	2	1	100.0	100.0	1	1	1=(mask32(u16_2 - (mask32(state0 ^ flags0)))) & 0xffff	1=0x5	1	1	0xb40c0,0xb40e0,0xb40fd,0xb410f,0xb4198	1:f79371fd7cb4721f:0xb40c0:jne:1;0xb40e0:jne:1;0xb40fd:jne:0;0xb410f:jne:1;0xb4198:je:0	5	0	0.0				5	0	0.0														r12	live_slot	rax	r13			1	IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:sub;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:sub;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r12	state0 ^ flags0 + u16_2 - state0 ^ flags0
286	0xb42e2	unobserved	0	-	-	0xb45cf	0xb45df		2	1	5	0xb4362:byte0,0xb449c:b4,0xb44e3:u16_0,0xb454c:u16_2																																																									IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:add;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:add;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r10	state0 & flags0 ^ u16_2 + state0 & flags0
287	0xb45d2	exact	9723	+0x4	VVCC	0xb497e	0xb498e	28@0x7e390:769,297@0xb64d7:686,199@0xa0631:651,189@0x9e7af:621,196@0x9fbcd:582,258@0xadf2c:541	5	4	10	0xb45fe:byte0,0xb4767:byte0,0xb479c:u16_2,0xb489d:u16_0	100.0	0	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	static_100	100.0	2612	no_train_fit	0.0	0	128	100.0	100.0	2	1	76=(mask32((mask32(u16_0 + (mask32((mask32((mask32((mask32(state0 & 0xa6ddb71)) - (mask32(flags0 + 0x6975e1b1)))) - 0x4988e425)) | 0x3ab14dd1)))) ^ 0xa841ebd)) & 0xffff;52=(mask32((mask32(u16_0 + (mask32((mask32((mask32((mask32(state0 & 0xa6ddb71)) - (mask32((mask32((mask32(flags0 - 0x67686890)) + 0x609b810a)) + 0x6975e1b1)))) - 0x4988e425)) | 0x3ab14dd1)))) ^ 0xa841ebd)) & 0xffff	128=0x4	2612	2	0xb461d,0xb464a,0xb468d,0xb46fa,0xb47a7,0xb47b8,0xb47d9,0xb47e8,0xb4810	1510:e5e2d90fa1aca382:0xb461d:je:0;0xb464a:je:1;0xb468d:je:0;0xb46fa:je:1;0xb47a7:jne:?;0xb47b8:jne:1;0xb47d9:je:0;0xb47e8:je:1;0xb4810:je:?|1102:c14b247d650ba764:0xb461d:je:0;0xb464a:je:0;0xb468d:je:0;0xb46fa:je:1;0xb47a7:jne:?;0xb47b8:jne:1;0xb47d9:je:0;0xb47e8:je:1;0xb4810:je:?	1152	256	22.2	unknown_frame_field:256	0xb47a7:jne:unknown_frame_field:128,0xb4810:je:unknown_frame_field:128	0xb47a4:cmp:rsi, rbx:(u16_2 + frame)(frame+0x1e8) ? (frame+0x81 + 0x1a44e4ef)(?binop):zf=None:constant,derived_unknown,frame_pointer,unknown,unknown_frame_field,vm_bytecode:128:128,0xb480c:cmp:dil, 0:low8(frame+0x81)(?frame_81) ? 0x0(0x0):zf=None:constant,unknown,unknown_frame_field:128:128	1152	0	0.0														rdi	live_slot	rsi	r8			2612	IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:add;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:add;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdi	state0 & 0xa6ddb71 - flags0 - 0x67686890 + 0x609b810a + 0x6975e1b1 - 0x4988e425 | 0x3ab14dd1 - u16_0 + state0 & 0xa6ddb71 - flags0 - 0x67686890 + 0x609b810a + 0x6975e1b1 - 0x4988e425 | 0x3ab14dd1 ^ 0xa841ebd
288	0xb4980	unobserved	0	-	-	0xb4bfe	0xb4c0e		0	0	2	0xb499b:u16_6,0xb49c1:u16_4,0xb49ed:u32_0,0xb4ab9:u16_6,0xb4ac7:u16_4,0xb4b16:u16_2,0xb4ba0:u16_0																																																									IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdx	state0
289	0xb4a2b	unobserved	0	-	-	0xb4bfe	0xb4c0e		0	0	2	0xb4ab9:u16_6,0xb4ac7:u16_4,0xb4b16:u16_2,0xb4ba0:u16_0																																																									IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdx	state0
