rank	offset	end	bytes	semantic_covered_bytes	semantic_uncovered_bytes	coverage_x100	kind	name	nbbs	ninstrs	outdegree	priority_class	next_action	selected_range
1280	0x4e156	0x4e1a6	80	0	80	0	r2_discovered	fcn.0004e156	9	27	2	tier0_small_native_gap	targeted_retdec_single_function	0x4e156-0x4e1a6
1281	0x490604	0x490654	80	0	80	0	r2_discovered	fcn.00490604	7	29	3	tier0_small_native_gap	targeted_retdec_single_function	0x490604-0x490654
1282	0x4a9850	0x4a98a0	80	0	80	0	r2_discovered	fcn.004a9850	9	31	1	tier0_small_native_gap	targeted_retdec_single_function	0x4a9850-0x4a98a0
1283	0x4c4360	0x4c43b0	80	0	80	0	r2_discovered	fcn.004c4360	7	24	1	tier0_small_native_gap	targeted_retdec_single_function	0x4c4360-0x4c43b0
1284	0x4eeda0	0x4eedf0	80	0	80	0	symbol_named	sym.__cxa_guard_release	5	18	0	tier0_small_native_gap	targeted_retdec_single_function	0x4eeda0-0x4eedf0
1285	0x50b6e0	0x50b730	80	0	80	0	r2_discovered	fcn.0050b6e0	6	22	4	tier0_small_native_gap	targeted_retdec_single_function	0x50b6e0-0x50b730
1286	0x50bd90	0x50bde0	80	0	80	0	r2_discovered	fcn.0050bd90	6	22	4	tier0_small_native_gap	targeted_retdec_single_function	0x50bd90-0x50bde0
1287	0x5554b0	0x555500	80	0	80	0	r2_discovered	fcn.005554b0	6	22	4	tier0_small_native_gap	targeted_retdec_single_function	0x5554b0-0x555500
1288	0x555910	0x555960	80	0	80	0	r2_discovered	fcn.00555910	6	22	4	tier0_small_native_gap	targeted_retdec_single_function	0x555910-0x555960
1289	0x555960	0x5559b0	80	0	80	0	r2_discovered	fcn.00555960	6	22	4	tier0_small_native_gap	targeted_retdec_single_function	0x555960-0x5559b0
1290	0x5559b0	0x555a00	80	0	80	0	r2_discovered	fcn.005559b0	6	22	4	tier0_small_native_gap	targeted_retdec_single_function	0x5559b0-0x555a00
1291	0x555f90	0x555fe0	80	0	80	0	r2_discovered	fcn.00555f90	6	22	4	tier0_small_native_gap	targeted_retdec_single_function	0x555f90-0x555fe0
1292	0x2a25c	0x2a2ab	79	0	79	0	r2_discovered	fcn.0002a25c	4	28	4	tier0_small_native_gap	targeted_retdec_single_function	0x2a25c-0x2a2ab
1293	0x36916	0x36965	79	0	79	0	r2_discovered	fcn.00036916	4	28	4	tier0_small_native_gap	targeted_retdec_single_function	0x36916-0x36965
1294	0x50a92	0x50ae1	79	0	79	0	r2_discovered	fcn.00050a92	5	19	2	tier0_small_native_gap	targeted_retdec_single_function	0x50a92-0x50ae1
1295	0x70fba	0x71009	79	0	79	0	r2_discovered	fcn.00070fba	6	28	2	tier0_small_native_gap	targeted_retdec_single_function	0x70fba-0x71009
1296	0x27a38	0x27a86	78	0	78	0	r2_discovered	fcn.00027a38	5	26	1	tier0_small_native_gap	targeted_retdec_single_function	0x27a38-0x27a86
1297	0x57dda	0x57e28	78	0	78	0	r2_discovered	fcn.00057dda	5	16	2	tier0_small_native_gap	targeted_retdec_single_function	0x57dda-0x57e28
1298	0x497750	0x49779e	78	0	78	0	r2_discovered	fcn.00497750	4	20	4	tier0_small_native_gap	targeted_retdec_single_function	0x497750-0x49779e
1299	0x4aff90	0x4affde	78	0	78	0	r2_discovered	fcn.004aff90	3	20	2	tier0_small_native_gap	targeted_retdec_single_function	0x4aff90-0x4affde
1300	0x507be0	0x507c2e	78	0	78	0	r2_discovered	fcn.00507be0	8	22	3	tier0_small_native_gap	targeted_retdec_single_function	0x507be0-0x507c2e
1301	0x551ce0	0x551d2e	78	0	78	0	r2_discovered	fcn.00551ce0	8	22	3	tier0_small_native_gap	targeted_retdec_single_function	0x551ce0-0x551d2e
1302	0x5248a	0x524d7	77	0	77	0	r2_discovered	fcn.0005248a	8	29	0	tier0_small_native_gap	targeted_retdec_single_function	0x5248a-0x524d7
1303	0x6129c	0x612e9	77	0	77	0	r2_discovered	fcn.0006129c	11	25	0	tier0_small_native_gap	targeted_retdec_single_function	0x6129c-0x612e9
1304	0x4b02e0	0x4b032d	77	0	77	0	r2_discovered	fcn.004b02e0	7	20	1	tier0_small_native_gap	targeted_retdec_single_function	0x4b02e0-0x4b032d
1305	0x4ee8a0	0x4ee8ed	77	0	77	0	symbol_named	sym.ZydisGetInstructionDefinition	3	20	0	tier0_small_native_gap	targeted_retdec_single_function	0x4ee8a0-0x4ee8ed
1306	0x501020	0x50106d	77	0	77	0	r2_discovered	fcn.00501020	6	18	2	tier0_small_native_gap	targeted_retdec_single_function	0x501020-0x50106d
1307	0x553b6f	0x553bbc	77	0	77	0	r2_discovered	fcn.00553b6f	5	24	4	tier0_small_native_gap	targeted_retdec_single_function	0x553b6f-0x553bbc
1308	0x56fe30	0x56fe7d	77	0	77	0	native_discovered	method.std::ctype_wchar_t_.virtual_32	6	31	1	tier0_small_native_gap	targeted_retdec_single_function	0x56fe30-0x56fe7d
1309	0x56fe90	0x56fedd	77	0	77	0	native_discovered	method.std::ctype_wchar_t_.virtual_40	6	31	1	tier0_small_native_gap	targeted_retdec_single_function	0x56fe90-0x56fedd
1310	0x20e68	0x20eb4	76	0	76	0	native_discovered	entry.init3	1	10	0	tier0_small_native_gap	targeted_retdec_single_function	0x20e68-0x20eb4
1311	0x53f2a	0x53f76	76	0	76	0	r2_discovered	fcn.00053f2a	4	29	2	tier0_small_native_gap	targeted_retdec_single_function	0x53f2a-0x53f76
1312	0x55302	0x5534e	76	0	76	0	r2_discovered	fcn.00055302	4	29	2	tier0_small_native_gap	targeted_retdec_single_function	0x55302-0x5534e
1313	0x5bff9	0x5c045	76	0	76	0	r2_discovered	fcn.0005bff9	4	25	1	tier0_small_native_gap	targeted_retdec_single_function	0x5bff9-0x5c045
1314	0x68a54	0x68aa0	76	0	76	0	r2_discovered	fcn.00068a54	1	20	1	tier0_small_native_gap	targeted_retdec_single_function	0x68a54-0x68aa0
1315	0x6bd3e	0x6bd8a	76	0	76	0	r2_discovered	fcn.0006bd3e	3	22	1	tier0_small_native_gap	targeted_retdec_single_function	0x6bd3e-0x6bd8a
1316	0x496a60	0x496aac	76	0	76	0	r2_discovered	fcn.00496a60	1	17	3	tier0_small_native_gap	targeted_retdec_single_function	0x496a60-0x496aac
1317	0x52e840	0x52e88c	76	0	76	0	native_discovered	method.std::__cxx11::moneypunct_wchar_t__true_.virtual_56	3	24	2	tier0_small_native_gap	targeted_retdec_single_function	0x52e840-0x52e88c
1318	0x52e890	0x52e8dc	76	0	76	0	native_discovered	method.std::__cxx11::moneypunct_wchar_t__false_.virtual_48	3	24	2	tier0_small_native_gap	targeted_retdec_single_function	0x52e890-0x52e8dc
1319	0x52e8e0	0x52e92c	76	0	76	0	native_discovered	method.std::__cxx11::moneypunct_wchar_t__false_.virtual_56	3	24	2	tier0_small_native_gap	targeted_retdec_single_function	0x52e8e0-0x52e92c
1320	0x52e930	0x52e97c	76	0	76	0	native_discovered	method.std::__cxx11::moneypunct_wchar_t__true_.virtual_40	3	24	2	tier0_small_native_gap	targeted_retdec_single_function	0x52e930-0x52e97c
1321	0x52e980	0x52e9cc	76	0	76	0	native_discovered	method.std::__cxx11::moneypunct_wchar_t__true_.virtual_48	3	24	2	tier0_small_native_gap	targeted_retdec_single_function	0x52e980-0x52e9cc
1322	0x52e9d0	0x52ea1c	76	0	76	0	native_discovered	method.std::__cxx11::numpunct_wchar_t_.virtual_40	3	24	2	tier0_small_native_gap	targeted_retdec_single_function	0x52e9d0-0x52ea1c
1323	0x52ea20	0x52ea6c	76	0	76	0	native_discovered	method.std::__cxx11::numpunct_wchar_t_.virtual_48	3	24	2	tier0_small_native_gap	targeted_retdec_single_function	0x52ea20-0x52ea6c
1324	0x540380	0x5403cc	76	0	76	0	r2_discovered	fcn.00540380	1	18	0	tier0_small_native_gap	targeted_retdec_single_function	0x540380-0x5403cc
1325	0x540ad0	0x540b1c	76	0	76	0	r2_discovered	fcn.00540ad0	1	18	0	tier0_small_native_gap	targeted_retdec_single_function	0x540ad0-0x540b1c
1326	0x24e1e	0x24e69	75	0	75	0	r2_discovered	fcn.00024e1e	3	15	2	tier0_small_native_gap	targeted_retdec_single_function	0x24e1e-0x24e69
1327	0x413fd	0x41448	75	0	75	0	r2_discovered	fcn.000413fd	9	26	0	tier0_small_native_gap	targeted_retdec_single_function	0x413fd-0x41448
1328	0x48bde0	0x48be2b	75	0	75	0	r2_discovered	fcn.0048bde0	7	21	2	tier0_small_native_gap	targeted_retdec_single_function	0x48bde0-0x48be2b
1329	0x4956b0	0x4956fb	75	0	75	0	r2_discovered	fcn.004956b0	4	22	1	tier0_small_native_gap	targeted_retdec_single_function	0x4956b0-0x4956fb
1330	0x4f16b0	0x4f16fb	75	0	75	0	r2_discovered	fcn.004f16b0	5	31	3	tier0_small_native_gap	targeted_retdec_single_function	0x4f16b0-0x4f16fb
1331	0x4f1770	0x4f17bb	75	0	75	0	r2_discovered	fcn.004f1770	4	28	3	tier0_small_native_gap	targeted_retdec_single_function	0x4f1770-0x4f17bb
1332	0x558b10	0x558b5b	75	0	75	0	native_discovered	method.std::num_put_char__std::ostreambuf_iterator_char__std::char_traits_char_____.virtual_72	1	24	1	tier0_small_native_gap	targeted_retdec_single_function	0x558b10-0x558b5b
1333	0x5635c0	0x56360b	75	0	75	0	native_discovered	method.__gnu_cxx::stdio_sync_filebuf_wchar_t__std::char_traits_wchar_t___.virtual_96	6	29	1	tier0_small_native_gap	targeted_retdec_single_function	0x5635c0-0x56360b
1334	0x20d1e	0x20d68	74	0	74	0	r2_discovered	fcn.00020d1e	6	29	1	tier0_small_native_gap	targeted_retdec_single_function	0x20d1e-0x20d68
1335	0x5651a0	0x5651ea	74	0	74	0	native_discovered	method.std::__iosfail_type_info.virtual_48	3	30	1	tier0_small_native_gap	targeted_retdec_single_function	0x5651a0-0x5651ea
1336	0x523f6	0x5243f	73	0	73	0	r2_discovered	fcn.000523f6	4	24	1	tier0_small_native_gap	targeted_retdec_single_function	0x523f6-0x5243f
1337	0x5271e	0x52767	73	0	73	0	r2_discovered	fcn.0005271e	1	19	2	tier0_small_native_gap	targeted_retdec_single_function	0x5271e-0x52767
1338	0x4b9480	0x4b94c9	73	0	73	0	r2_discovered	fcn.004b9480	5	24	1	tier0_small_native_gap	targeted_retdec_single_function	0x4b9480-0x4b94c9
1339	0x508360	0x5083a9	73	0	73	0	r2_discovered	fcn.00508360	4	22	3	tier0_small_native_gap	targeted_retdec_single_function	0x508360-0x5083a9
1340	0x518fa0	0x518fe9	73	0	73	0	r2_discovered	fcn.00518fa0	4	22	3	tier0_small_native_gap	targeted_retdec_single_function	0x518fa0-0x518fe9
1341	0x52e330	0x52e379	73	0	73	0	r2_discovered	fcn.0052e330	4	22	3	tier0_small_native_gap	targeted_retdec_single_function	0x52e330-0x52e379
1342	0x53e670	0x53e6b9	73	0	73	0	native_discovered	method.std::iostream.virtual_8	1	17	1	tier0_small_native_gap	targeted_retdec_single_function	0x53e670-0x53e6b9
1343	0x53e820	0x53e869	73	0	73	0	native_discovered	method.std::basic_iostream_wchar_t__std::char_traits_wchar_t___.virtual_8	1	17	1	tier0_small_native_gap	targeted_retdec_single_function	0x53e820-0x53e869
1344	0x552460	0x5524a9	73	0	73	0	r2_discovered	fcn.00552460	4	22	3	tier0_small_native_gap	targeted_retdec_single_function	0x552460-0x5524a9
1345	0x4f658	0x4f6a0	72	0	72	0	r2_discovered	fcn.0004f658	7	19	0	tier0_small_native_gap	targeted_retdec_single_function	0x4f658-0x4f6a0
1346	0x4bf990	0x4bf9d8	72	0	72	0	r2_discovered	fcn.004bf990	3	16	0	tier0_small_native_gap	targeted_retdec_single_function	0x4bf990-0x4bf9d8
1347	0x4c4f90	0x4c4fd8	72	0	72	0	r2_discovered	fcn.004c4f90	4	25	1	tier0_small_native_gap	targeted_retdec_single_function	0x4c4f90-0x4c4fd8
1348	0x4d1b30	0x4d1b78	72	0	72	0	r2_discovered	fcn.004d1b30	1	18	1	tier0_small_native_gap	targeted_retdec_single_function	0x4d1b30-0x4d1b78
1349	0x507eb0	0x507ef8	72	0	72	0	native_discovered	method.std::moneypunct_wchar_t__false_.virtual_32	3	18	2	tier0_small_native_gap	targeted_retdec_single_function	0x507eb0-0x507ef8
1350	0x507f00	0x507f48	72	0	72	0	native_discovered	method.std::moneypunct_wchar_t__true_.virtual_32	3	18	2	tier0_small_native_gap	targeted_retdec_single_function	0x507f00-0x507f48
1351	0x507f50	0x507f98	72	0	72	0	native_discovered	method.std::numpunct_wchar_t_.virtual_32	3	18	2	tier0_small_native_gap	targeted_retdec_single_function	0x507f50-0x507f98
1352	0x507fa0	0x507fe8	72	0	72	0	native_discovered	method.std::moneypunct_wchar_t__false_.virtual_40	3	18	2	tier0_small_native_gap	targeted_retdec_single_function	0x507fa0-0x507fe8
1353	0x507ff0	0x508038	72	0	72	0	native_discovered	method.std::moneypunct_wchar_t__false_.virtual_48	3	18	2	tier0_small_native_gap	targeted_retdec_single_function	0x507ff0-0x508038
1354	0x508040	0x508088	72	0	72	0	native_discovered	method.std::moneypunct_wchar_t__false_.virtual_56	3	18	2	tier0_small_native_gap	targeted_retdec_single_function	0x508040-0x508088
1355	0x508090	0x5080d8	72	0	72	0	native_discovered	method.std::moneypunct_wchar_t__true_.virtual_40	3	18	2	tier0_small_native_gap	targeted_retdec_single_function	0x508090-0x5080d8
1356	0x5080e0	0x508128	72	0	72	0	native_discovered	method.std::moneypunct_wchar_t__true_.virtual_48	3	18	2	tier0_small_native_gap	targeted_retdec_single_function	0x5080e0-0x508128
1357	0x508130	0x508178	72	0	72	0	native_discovered	method.std::moneypunct_wchar_t__true_.virtual_56	3	18	2	tier0_small_native_gap	targeted_retdec_single_function	0x508130-0x508178
1358	0x508180	0x5081c8	72	0	72	0	native_discovered	method.std::numpunct_wchar_t_.virtual_40	3	18	2	tier0_small_native_gap	targeted_retdec_single_function	0x508180-0x5081c8
1359	0x5081d0	0x508218	72	0	72	0	native_discovered	method.std::numpunct_wchar_t_.virtual_48	3	18	2	tier0_small_native_gap	targeted_retdec_single_function	0x5081d0-0x508218
1360	0x509d40	0x509d88	72	0	72	0	r2_discovered	fcn.00509d40	1	22	2	tier0_small_native_gap	targeted_retdec_single_function	0x509d40-0x509d88
1361	0x50c6b0	0x50c6f8	72	0	72	0	r2_discovered	fcn.0050c6b0	4	21	2	tier0_small_native_gap	targeted_retdec_single_function	0x50c6b0-0x50c6f8
1362	0x50c700	0x50c748	72	0	72	0	r2_discovered	fcn.0050c700	4	21	2	tier0_small_native_gap	targeted_retdec_single_function	0x50c700-0x50c748
1363	0x50c7f0	0x50c838	72	0	72	0	r2_discovered	fcn.0050c7f0	4	21	2	tier0_small_native_gap	targeted_retdec_single_function	0x50c7f0-0x50c838
1364	0x50c840	0x50c888	72	0	72	0	r2_discovered	fcn.0050c840	4	21	2	tier0_small_native_gap	targeted_retdec_single_function	0x50c840-0x50c888
1365	0x52af50	0x52af98	72	0	72	0	r2_discovered	fcn.0052af50	3	15	2	tier0_small_native_gap	targeted_retdec_single_function	0x52af50-0x52af98
1366	0x541f40	0x541f88	72	0	72	0	r2_discovered	fcn.00541f40	1	14	2	tier0_small_native_gap	targeted_retdec_single_function	0x541f40-0x541f88
1367	0x551fb0	0x551ff8	72	0	72	0	native_discovered	method.std::moneypunct_char__false_.virtual_32	3	18	2	tier0_small_native_gap	targeted_retdec_single_function	0x551fb0-0x551ff8
1368	0x552000	0x552048	72	0	72	0	native_discovered	method.std::moneypunct_char__false_.virtual_40	3	18	2	tier0_small_native_gap	targeted_retdec_single_function	0x552000-0x552048
1369	0x552050	0x552098	72	0	72	0	native_discovered	method.std::moneypunct_char__false_.virtual_48	3	18	2	tier0_small_native_gap	targeted_retdec_single_function	0x552050-0x552098
1370	0x5520a0	0x5520e8	72	0	72	0	native_discovered	method.std::moneypunct_char__false_.virtual_56	3	18	2	tier0_small_native_gap	targeted_retdec_single_function	0x5520a0-0x5520e8
1371	0x5520f0	0x552138	72	0	72	0	native_discovered	method.std::moneypunct_char__true_.virtual_32	3	18	2	tier0_small_native_gap	targeted_retdec_single_function	0x5520f0-0x552138
1372	0x552140	0x552188	72	0	72	0	native_discovered	method.std::moneypunct_char__true_.virtual_40	3	18	2	tier0_small_native_gap	targeted_retdec_single_function	0x552140-0x552188
1373	0x552190	0x5521d8	72	0	72	0	native_discovered	method.std::moneypunct_char__true_.virtual_48	3	18	2	tier0_small_native_gap	targeted_retdec_single_function	0x552190-0x5521d8
1374	0x5521e0	0x552228	72	0	72	0	native_discovered	method.std::moneypunct_char__true_.virtual_56	3	18	2	tier0_small_native_gap	targeted_retdec_single_function	0x5521e0-0x552228
1375	0x552230	0x552278	72	0	72	0	native_discovered	method.std::numpunct_char_.virtual_32	3	18	2	tier0_small_native_gap	targeted_retdec_single_function	0x552230-0x552278
1376	0x552280	0x5522c8	72	0	72	0	native_discovered	method.std::numpunct_char_.virtual_40	3	18	2	tier0_small_native_gap	targeted_retdec_single_function	0x552280-0x5522c8
1377	0x5522d0	0x552318	72	0	72	0	native_discovered	method.std::numpunct_char_.virtual_48	3	18	2	tier0_small_native_gap	targeted_retdec_single_function	0x5522d0-0x552318
1378	0x553d30	0x553d78	72	0	72	0	r2_discovered	fcn.00553d30	1	22	2	tier0_small_native_gap	targeted_retdec_single_function	0x553d30-0x553d78
1379	0x5568e0	0x556928	72	0	72	0	r2_discovered	fcn.005568e0	4	21	2	tier0_small_native_gap	targeted_retdec_single_function	0x5568e0-0x556928
1380	0x556930	0x556978	72	0	72	0	r2_discovered	fcn.00556930	4	21	2	tier0_small_native_gap	targeted_retdec_single_function	0x556930-0x556978
1381	0x556a20	0x556a68	72	0	72	0	r2_discovered	fcn.00556a20	4	21	2	tier0_small_native_gap	targeted_retdec_single_function	0x556a20-0x556a68
1382	0x556a70	0x556ab8	72	0	72	0	r2_discovered	fcn.00556a70	4	21	2	tier0_small_native_gap	targeted_retdec_single_function	0x556a70-0x556ab8
1383	0x568180	0x5681c8	72	0	72	0	r2_discovered	fcn.00568180	1	24	3	tier0_small_native_gap	targeted_retdec_single_function	0x568180-0x5681c8
1384	0x255da	0x25621	71	0	71	0	r2_discovered	fcn.000255da	6	23	3	tier0_small_native_gap	targeted_retdec_single_function	0x255da-0x25621
1385	0x2a2ac	0x2a2f3	71	0	71	0	r2_discovered	fcn.0002a2ac	4	24	4	tier0_small_native_gap	targeted_retdec_single_function	0x2a2ac-0x2a2f3
1386	0x3b248	0x3b28f	71	0	71	0	r2_discovered	fcn.0003b248	5	27	1	tier0_small_native_gap	targeted_retdec_single_function	0x3b248-0x3b28f
1387	0x4bfb4	0x4bffb	71	0	71	0	r2_discovered	fcn.0004bfb4	1	23	3	tier0_small_native_gap	targeted_retdec_single_function	0x4bfb4-0x4bffb
1388	0x4f5fc	0x4f643	71	0	71	0	r2_discovered	fcn.0004f5fc	4	19	1	tier0_small_native_gap	targeted_retdec_single_function	0x4f5fc-0x4f643
1389	0x52d3e	0x52d85	71	0	71	0	r2_discovered	fcn.00052d3e	6	23	3	tier0_small_native_gap	targeted_retdec_single_function	0x52d3e-0x52d85
1390	0x5bfb2	0x5bff9	71	0	71	0	r2_discovered	fcn.0005bfb2	6	28	1	tier0_small_native_gap	targeted_retdec_single_function	0x5bfb2-0x5bff9
1391	0x717fa	0x71841	71	0	71	0	r2_discovered	fcn.000717fa	5	27	2	tier0_small_native_gap	targeted_retdec_single_function	0x717fa-0x71841
1392	0x49016c	0x4901b3	71	0	71	0	r2_discovered	fcn.0049016c	3	17	2	tier0_small_native_gap	targeted_retdec_single_function	0x49016c-0x4901b3
1393	0x4901b3	0x4901fa	71	0	71	0	r2_discovered	fcn.004901b3	3	17	2	tier0_small_native_gap	targeted_retdec_single_function	0x4901b3-0x4901fa
1394	0x4901fa	0x490241	71	0	71	0	r2_discovered	fcn.004901fa	3	17	2	tier0_small_native_gap	targeted_retdec_single_function	0x4901fa-0x490241
1395	0x490448	0x49048f	71	0	71	0	r2_discovered	fcn.00490448	3	17	2	tier0_small_native_gap	targeted_retdec_single_function	0x490448-0x49048f
1396	0x49048f	0x4904d6	71	0	71	0	r2_discovered	fcn.0049048f	3	17	2	tier0_small_native_gap	targeted_retdec_single_function	0x49048f-0x4904d6
1397	0x49ef50	0x49ef97	71	0	71	0	r2_discovered	fcn.0049ef50	6	28	1	tier0_small_native_gap	targeted_retdec_single_function	0x49ef50-0x49ef97
1398	0x4afc8b	0x4afcd2	71	0	71	0	r2_discovered	fcn.004afc8b	1	17	0	tier0_small_native_gap	targeted_retdec_single_function	0x4afc8b-0x4afcd2
1399	0x4c1bc0	0x4c1c07	71	0	71	0	r2_discovered	fcn.004c1bc0	6	26	2	tier0_small_native_gap	targeted_retdec_single_function	0x4c1bc0-0x4c1c07
1400	0x50e900	0x50e947	71	0	71	0	native_discovered	method.std::num_put_wchar_t__std::ostreambuf_iterator_wchar_t__std::char_traits_wchar_t_____.virtual_72	1	23	1	tier0_small_native_gap	targeted_retdec_single_function	0x50e900-0x50e947
1401	0x3dffc	0x3e042	70	0	70	0	r2_discovered	fcn.0003dffc	6	24	0	tier0_small_native_gap	targeted_retdec_single_function	0x3dffc-0x3e042
1402	0x4c04e	0x4c094	70	0	70	0	r2_discovered	fcn.0004c04e	4	22	1	tier0_small_native_gap	targeted_retdec_single_function	0x4c04e-0x4c094
1403	0x4e238	0x4e27e	70	0	70	0	r2_discovered	fcn.0004e238	4	19	1	tier0_small_native_gap	targeted_retdec_single_function	0x4e238-0x4e27e
1404	0x68aa0	0x68ae6	70	0	70	0	r2_discovered	fcn.00068aa0	1	15	1	tier0_small_native_gap	targeted_retdec_single_function	0x68aa0-0x68ae6
1405	0x48f582	0x48f5c8	70	0	70	0	r2_discovered	fcn.0048f582	3	24	2	tier0_small_native_gap	targeted_retdec_single_function	0x48f582-0x48f5c8
1406	0x48f79e	0x48f7e4	70	0	70	0	r2_discovered	fcn.0048f79e	3	24	2	tier0_small_native_gap	targeted_retdec_single_function	0x48f79e-0x48f7e4
1407	0x519280	0x5192c6	70	0	70	0	native_discovered	method.std::__cxx11::moneypunct_char__false_.virtual_40	3	22	2	tier0_small_native_gap	targeted_retdec_single_function	0x519280-0x5192c6
1408	0x5192d0	0x519316	70	0	70	0	native_discovered	method.std::__cxx11::moneypunct_char__false_.virtual_48	3	22	2	tier0_small_native_gap	targeted_retdec_single_function	0x5192d0-0x519316
1409	0x519320	0x519366	70	0	70	0	native_discovered	method.std::__cxx11::moneypunct_char__false_.virtual_32	3	22	2	tier0_small_native_gap	targeted_retdec_single_function	0x519320-0x519366
1410	0x519370	0x5193b6	70	0	70	0	native_discovered	method.std::__cxx11::moneypunct_char__false_.virtual_56	3	22	2	tier0_small_native_gap	targeted_retdec_single_function	0x519370-0x5193b6
1411	0x5193c0	0x519406	70	0	70	0	native_discovered	method.std::__cxx11::moneypunct_char__true_.virtual_32	3	22	2	tier0_small_native_gap	targeted_retdec_single_function	0x5193c0-0x519406
1412	0x519410	0x519456	70	0	70	0	native_discovered	method.std::__cxx11::moneypunct_char__true_.virtual_40	3	22	2	tier0_small_native_gap	targeted_retdec_single_function	0x519410-0x519456
1413	0x519460	0x5194a6	70	0	70	0	native_discovered	method.std::__cxx11::moneypunct_char__true_.virtual_48	3	22	2	tier0_small_native_gap	targeted_retdec_single_function	0x519460-0x5194a6
1414	0x5194b0	0x5194f6	70	0	70	0	native_discovered	method.std::__cxx11::moneypunct_char__true_.virtual_56	3	22	2	tier0_small_native_gap	targeted_retdec_single_function	0x5194b0-0x5194f6
1415	0x519500	0x519546	70	0	70	0	native_discovered	method.std::__cxx11::numpunct_char_.virtual_32	3	22	2	tier0_small_native_gap	targeted_retdec_single_function	0x519500-0x519546
1416	0x519550	0x519596	70	0	70	0	native_discovered	method.std::__cxx11::numpunct_char_.virtual_40	3	22	2	tier0_small_native_gap	targeted_retdec_single_function	0x519550-0x519596
1417	0x5195a0	0x5195e6	70	0	70	0	native_discovered	method.std::__cxx11::numpunct_char_.virtual_48	3	22	2	tier0_small_native_gap	targeted_retdec_single_function	0x5195a0-0x5195e6
1418	0x5403d0	0x540416	70	0	70	0	r2_discovered	fcn.005403d0	1	20	1	tier0_small_native_gap	targeted_retdec_single_function	0x5403d0-0x540416
1419	0x540b20	0x540b66	70	0	70	0	r2_discovered	fcn.00540b20	1	20	1	tier0_small_native_gap	targeted_retdec_single_function	0x540b20-0x540b66
1420	0x56ff30	0x56ff76	70	0	70	0	native_discovered	method.std::ctype_wchar_t_.virtual_96	4	27	3	tier0_small_native_gap	targeted_retdec_single_function	0x56ff30-0x56ff76
1421	0x579ab0	0x579af6	70	0	70	0	r2_discovered	fcn.00579ab0	3	20	1	tier0_small_native_gap	targeted_retdec_single_function	0x579ab0-0x579af6
1422	0x5f860	0x5f8a5	69	0	69	0	r2_discovered	fcn.0005f860	3	16	0	tier0_small_native_gap	targeted_retdec_single_function	0x5f860-0x5f8a5
1423	0x343193	0x3431d8	69	0	69	0	r2_discovered	fcn.00343193	5	25	0	tier0_small_native_gap	targeted_retdec_single_function	0x343193-0x3431d8
1424	0x48d3d1	0x48d416	69	0	69	0	r2_discovered	fcn.0048d3d1	7	25	0	tier0_small_native_gap	targeted_retdec_single_function	0x48d3d1-0x48d416
1425	0x4927ce	0x492813	69	0	69	0	r2_discovered	fcn.004927ce	1	19	1	tier0_small_native_gap	targeted_retdec_single_function	0x4927ce-0x492813
1426	0x496860	0x4968a5	69	0	69	0	r2_discovered	fcn.00496860	7	19	1	tier0_small_native_gap	targeted_retdec_single_function	0x496860-0x4968a5
1427	0x4b0ec0	0x4b0f05	69	0	69	0	r2_discovered	fcn.004b0ec0	9	25	0	tier0_small_native_gap	targeted_retdec_single_function	0x4b0ec0-0x4b0f05
1428	0x50f7d0	0x50f815	69	0	69	0	r2_discovered	fcn.0050f7d0	9	26	1	tier0_small_native_gap	targeted_retdec_single_function	0x50f7d0-0x50f815
1429	0x5246d0	0x524715	69	0	69	0	r2_discovered	fcn.005246d0	9	26	1	tier0_small_native_gap	targeted_retdec_single_function	0x5246d0-0x524715
1430	0x564de0	0x564e25	69	0	69	0	r2_discovered	fcn.00564de0	5	24	1	tier0_small_native_gap	targeted_retdec_single_function	0x564de0-0x564e25
1431	0x565f30	0x565f75	69	0	69	0	r2_discovered	fcn.00565f30	5	20	2	tier0_small_native_gap	targeted_retdec_single_function	0x565f30-0x565f75
1432	0x24d70	0x24db4	68	0	68	0	r2_discovered	fcn.00024d70	3	24	3	tier0_small_native_gap	targeted_retdec_single_function	0x24d70-0x24db4
1433	0x28c8c	0x28cd0	68	0	68	0	r2_discovered	fcn.00028c8c	3	24	3	tier0_small_native_gap	targeted_retdec_single_function	0x28c8c-0x28cd0
1434	0x35bf4	0x35c38	68	0	68	0	r2_discovered	fcn.00035bf4	3	24	3	tier0_small_native_gap	targeted_retdec_single_function	0x35bf4-0x35c38
1435	0x50f90	0x50fd4	68	0	68	0	r2_discovered	fcn.00050f90	3	24	3	tier0_small_native_gap	targeted_retdec_single_function	0x50f90-0x50fd4
1436	0x53ee6	0x53f2a	68	0	68	0	r2_discovered	fcn.00053ee6	3	24	3	tier0_small_native_gap	targeted_retdec_single_function	0x53ee6-0x53f2a
1437	0x552be	0x55302	68	0	68	0	r2_discovered	fcn.000552be	3	24	3	tier0_small_native_gap	targeted_retdec_single_function	0x552be-0x55302
1438	0x76f4a	0x76f8e	68	0	68	0	r2_discovered	fcn.00076f4a	3	24	3	tier0_small_native_gap	targeted_retdec_single_function	0x76f4a-0x76f8e
1439	0x48ca0e	0x48ca52	68	0	68	0	r2_discovered	fcn.0048ca0e	3	24	3	tier0_small_native_gap	targeted_retdec_single_function	0x48ca0e-0x48ca52
