rank	offset	end	bytes	semantic_covered_bytes	semantic_uncovered_bytes	coverage_x100	kind	name	nbbs	ninstrs	outdegree	priority_class	next_action	selected_range
161	0x4d2270	0x4d23e0	368	0	368	0	r2_discovered	fcn.004d2270	8	78	10	tier0_small_native_gap	targeted_retdec_single_function	0x4d2270-0x4d23e0
162	0x5001a	0x50189	367	0	367	0	r2_discovered	fcn.0005001a	22	112	4	tier0_small_native_gap	targeted_retdec_single_function	0x5001a-0x50189
163	0x6837a	0x684e8	366	0	366	0	r2_discovered	fcn.0006837a	6	92	13	tier0_small_native_gap	targeted_retdec_single_function	0x6837a-0x684e8
164	0x4a578	0x4a6e5	365	0	365	0	r2_discovered	fcn.0004a578	22	112	4	tier0_small_native_gap	targeted_retdec_single_function	0x4a578-0x4a6e5
165	0x2808e	0x281fa	364	0	364	0	r2_discovered	fcn.0002808e	18	114	8	tier0_small_native_gap	targeted_retdec_single_function	0x2808e-0x281fa
166	0x4b9df0	0x4b9f5c	364	0	364	0	r2_discovered	fcn.004b9df0	13	99	15	tier0_small_native_gap	targeted_retdec_single_function	0x4b9df0-0x4b9f5c
167	0x48e723	0x48e88e	363	0	363	0	r2_discovered	fcn.0048e723	20	99	9	tier0_small_native_gap	targeted_retdec_single_function	0x48e723-0x48e88e
168	0x4af8d0	0x4afa38	360	0	360	0	r2_discovered	fcn.004af8d0	5	83	0	tier0_small_native_gap	targeted_retdec_single_function	0x4af8d0-0x4afa38
169	0x5484b0	0x548616	358	0	358	0	r2_discovered	fcn.005484b0	26	110	5	tier0_small_native_gap	targeted_retdec_single_function	0x5484b0-0x548616
170	0x549e80	0x549fe6	358	0	358	0	r2_discovered	fcn.00549e80	20	104	6	tier0_small_native_gap	targeted_retdec_single_function	0x549e80-0x549fe6
171	0x5720a0	0x572205	357	0	357	0	r2_discovered	fcn.005720a0	9	97	15	tier0_small_native_gap	targeted_retdec_single_function	0x5720a0-0x572205
172	0x57d580	0x57d6e5	357	0	357	0	r2_discovered	fcn.0057d580	30	105	3	tier0_small_native_gap	targeted_retdec_single_function	0x57d580-0x57d6e5
173	0x4c4730	0x4c4893	355	0	355	0	r2_discovered	fcn.004c4730	13	89	4	tier0_small_native_gap	targeted_retdec_single_function	0x4c4730-0x4c4893
174	0x4fd6d0	0x4fd833	355	0	355	0	native_discovered	method.std::basic_filebuf_wchar_t__std::char_traits_wchar_t___.virtual_88	19	84	4	tier0_small_native_gap	targeted_retdec_single_function	0x4fd6d0-0x4fd833
175	0x583450	0x5835b3	355	0	355	0	symbol_named	sym.__cxa_demangle	29	94	7	tier0_small_native_gap	targeted_retdec_single_function	0x583450-0x5835b3
176	0x4525c	0x453be	354	0	354	0	r2_discovered	fcn.0004525c	28	100	6	tier0_small_native_gap	targeted_retdec_single_function	0x4525c-0x453be
177	0x4ad570	0x4ad6d2	354	0	354	0	r2_discovered	fcn.004ad570	16	90	8	tier0_small_native_gap	targeted_retdec_single_function	0x4ad570-0x4ad6d2
178	0x5009e0	0x500b42	354	0	354	0	r2_discovered	fcn.005009e0	3	66	4	tier0_small_native_gap	targeted_retdec_single_function	0x5009e0-0x500b42
179	0x58d40	0x58ea1	353	0	353	0	r2_discovered	fcn.00058d40	12	91	8	tier0_small_native_gap	targeted_retdec_single_function	0x58d40-0x58ea1
180	0x752b0	0x75411	353	0	353	0	r2_discovered	fcn.000752b0	15	96	15	tier0_small_native_gap	targeted_retdec_single_function	0x752b0-0x75411
181	0x5146f0	0x514851	353	0	353	0	native_discovered	method.std::num_get_wchar_t__std::istreambuf_iterator_wchar_t__std::char_traits_wchar_t_____.virtual_88	14	103	8	tier0_small_native_gap	targeted_retdec_single_function	0x5146f0-0x514851
182	0x2c930	0x2ca8f	351	0	351	0	r2_discovered	fcn.0002c930	2	87	0	tier0_small_native_gap	targeted_retdec_single_function	0x2c930-0x2ca8f
183	0x40adf	0x40c3e	351	0	351	0	r2_discovered	fcn.00040adf	3	66	0	tier0_small_native_gap	targeted_retdec_single_function	0x40adf-0x40c3e
184	0x67060	0x671bf	351	0	351	0	r2_discovered	fcn.00067060	7	101	12	tier0_small_native_gap	targeted_retdec_single_function	0x67060-0x671bf
185	0x4c0830	0x4c098f	351	0	351	0	r2_discovered	fcn.004c0830	21	92	2	tier0_small_native_gap	targeted_retdec_single_function	0x4c0830-0x4c098f
186	0x4feb80	0x4fecdf	351	0	351	0	r2_discovered	fcn.004feb80	3	66	4	tier0_small_native_gap	targeted_retdec_single_function	0x4feb80-0x4fecdf
187	0x5a828	0x5a984	348	0	348	0	r2_discovered	fcn.0005a828	17	87	14	tier0_small_native_gap	targeted_retdec_single_function	0x5a828-0x5a984
188	0x48f642	0x48f79d	347	0	347	0	r2_discovered	fcn.0048f642	15	97	10	tier0_small_native_gap	targeted_retdec_single_function	0x48f642-0x48f79d
189	0x53c4b0	0x53c60b	347	0	347	0	native_discovered	method.std::__cxx11::money_get_wchar_t__std::istreambuf_iterator_wchar_t__std::char_traits_wchar_t_____.virtual_24	10	94	7	tier0_small_native_gap	targeted_retdec_single_function	0x53c4b0-0x53c60b
190	0x307d0	0x30929	345	0	345	0	r2_discovered	fcn.000307d0	2	88	0	tier0_small_native_gap	targeted_retdec_single_function	0x307d0-0x30929
191	0x33b1f2	0x33b34b	345	0	345	0	r2_discovered	fcn.0033b1f2	1	98	0	tier0_small_native_gap	targeted_retdec_single_function	0x33b1f2-0x33b34b
192	0x52b400	0x52b558	344	0	344	0	r2_discovered	fcn.0052b400	20	99	6	tier0_small_native_gap	targeted_retdec_single_function	0x52b400-0x52b558
193	0x577f00	0x578058	344	0	344	0	r2_discovered	fcn.00577f00	16	95	5	tier0_small_native_gap	targeted_retdec_single_function	0x577f00-0x578058
194	0x578090	0x5781e8	344	0	344	0	r2_discovered	fcn.00578090	16	95	5	tier0_small_native_gap	targeted_retdec_single_function	0x578090-0x5781e8
195	0x2a9de	0x2ab35	343	0	343	0	r2_discovered	fcn.0002a9de	14	94	11	tier0_small_native_gap	targeted_retdec_single_function	0x2a9de-0x2ab35
196	0x495a4	0x496fb	343	0	343	0	r2_discovered	fcn.000495a4	16	69	9	tier0_small_native_gap	targeted_retdec_single_function	0x495a4-0x496fb
197	0x4f0b6	0x4f20d	343	0	343	0	r2_discovered	fcn.0004f0b6	18	102	3	tier0_small_native_gap	targeted_retdec_single_function	0x4f0b6-0x4f20d
198	0x4c0990	0x4c0ae6	342	0	342	0	r2_discovered	fcn.004c0990	10	96	2	tier0_small_native_gap	targeted_retdec_single_function	0x4c0990-0x4c0ae6
199	0x4096a	0x40abf	341	0	341	0	r2_discovered	fcn.0004096a	24	98	2	tier0_small_native_gap	targeted_retdec_single_function	0x4096a-0x40abf
200	0x4bd90	0x4bee5	341	0	341	0	r2_discovered	fcn.0004bd90	7	67	9	tier0_small_native_gap	targeted_retdec_single_function	0x4bd90-0x4bee5
201	0x578220	0x578375	341	0	341	0	r2_discovered	fcn.00578220	15	98	8	tier0_small_native_gap	targeted_retdec_single_function	0x578220-0x578375
202	0x498440	0x498594	340	0	340	0	r2_discovered	fcn.00498440	15	80	7	tier0_small_native_gap	targeted_retdec_single_function	0x498440-0x498594
203	0x4a9620	0x4a9774	340	0	340	0	r2_discovered	fcn.004a9620	32	95	3	tier0_small_native_gap	targeted_retdec_single_function	0x4a9620-0x4a9774
204	0x508490	0x5085e1	337	0	337	0	native_discovered	method.std::collate_wchar_t_.virtual_16	17	100	8	tier0_small_native_gap	targeted_retdec_single_function	0x508490-0x5085e1
205	0x281fa	0x2834a	336	0	336	0	r2_discovered	fcn.000281fa	11	105	10	tier0_small_native_gap	targeted_retdec_single_function	0x281fa-0x2834a
206	0x4d70e	0x4d85d	335	0	335	0	r2_discovered	fcn.0004d70e	11	79	13	tier0_small_native_gap	targeted_retdec_single_function	0x4d70e-0x4d85d
207	0x4b66c0	0x4b680e	334	0	334	0	r2_discovered	fcn.004b66c0	18	91	6	tier0_small_native_gap	targeted_retdec_single_function	0x4b66c0-0x4b680e
208	0x20f9a	0x210e7	333	0	333	0	native_discovered	entry.init9	3	65	13	tier0_small_native_gap	targeted_retdec_single_function	0x20f9a-0x210e7
209	0x578380	0x5784cd	333	0	333	0	r2_discovered	fcn.00578380	15	96	8	tier0_small_native_gap	targeted_retdec_single_function	0x578380-0x5784cd
210	0x47660	0x477ac	332	0	332	0	r2_discovered	fcn.00047660	15	86	8	tier0_small_native_gap	targeted_retdec_single_function	0x47660-0x477ac
211	0x53b22	0x53c6e	332	0	332	0	r2_discovered	fcn.00053b22	13	92	11	tier0_small_native_gap	targeted_retdec_single_function	0x53b22-0x53c6e
212	0x54eda	0x55026	332	0	332	0	r2_discovered	fcn.00054eda	13	92	11	tier0_small_native_gap	targeted_retdec_single_function	0x54eda-0x55026
213	0x609f0	0x60b3b	331	0	331	0	r2_discovered	fcn.000609f0	24	87	4	tier0_small_native_gap	targeted_retdec_single_function	0x609f0-0x60b3b
214	0x2aa00	0x2ab4a	330	0	330	0	r2_discovered	fcn.0002aa00	2	93	0	tier0_small_native_gap	targeted_retdec_single_function	0x2aa00-0x2ab4a
215	0x49044	0x4918e	330	0	330	0	r2_discovered	fcn.00049044	12	79	7	tier0_small_native_gap	targeted_retdec_single_function	0x49044-0x4918e
216	0x4b188	0x4b2d2	330	0	330	0	r2_discovered	fcn.0004b188	25	91	9	tier0_small_native_gap	targeted_retdec_single_function	0x4b188-0x4b2d2
217	0x4c3810	0x4c395a	330	0	330	0	r2_discovered	fcn.004c3810	7	92	14	tier0_small_native_gap	targeted_retdec_single_function	0x4c3810-0x4c395a
218	0x556cf0	0x556e3a	330	0	330	0	r2_discovered	fcn.00556cf0	24	100	0	tier0_small_native_gap	targeted_retdec_single_function	0x556cf0-0x556e3a
219	0x4c0d4	0x4c21c	328	0	328	0	r2_discovered	fcn.0004c0d4	20	103	3	tier0_small_native_gap	targeted_retdec_single_function	0x4c0d4-0x4c21c
220	0x4c592	0x4c6da	328	0	328	0	r2_discovered	fcn.0004c592	20	103	3	tier0_small_native_gap	targeted_retdec_single_function	0x4c592-0x4c6da
221	0x633cc	0x63514	328	0	328	0	r2_discovered	fcn.000633cc	18	96	6	tier0_small_native_gap	targeted_retdec_single_function	0x633cc-0x63514
222	0x4ff460	0x4ff5a7	327	0	327	0	r2_discovered	fcn.004ff460	19	87	7	tier0_small_native_gap	targeted_retdec_single_function	0x4ff460-0x4ff5a7
223	0x5012d0	0x501417	327	0	327	0	r2_discovered	fcn.005012d0	19	87	7	tier0_small_native_gap	targeted_retdec_single_function	0x5012d0-0x501417
224	0x54f250	0x54f397	327	0	327	0	r2_discovered	fcn.0054f250	19	110	2	tier0_small_native_gap	targeted_retdec_single_function	0x54f250-0x54f397
225	0x552590	0x5526d7	327	0	327	0	native_discovered	method.std::collate_char_.virtual_16	17	98	8	tier0_small_native_gap	targeted_retdec_single_function	0x552590-0x5526d7
226	0x25712	0x25856	324	0	324	0	r2_discovered	fcn.00025712	8	99	10	tier0_small_native_gap	targeted_retdec_single_function	0x25712-0x25856
227	0x2588a	0x259ce	324	0	324	0	r2_discovered	fcn.0002588a	8	99	10	tier0_small_native_gap	targeted_retdec_single_function	0x2588a-0x259ce
228	0x27e7a	0x27fbe	324	0	324	0	r2_discovered	fcn.00027e7a	8	99	10	tier0_small_native_gap	targeted_retdec_single_function	0x27e7a-0x27fbe
229	0x45a3e	0x45b82	324	0	324	0	r2_discovered	fcn.00045a3e	8	99	10	tier0_small_native_gap	targeted_retdec_single_function	0x45a3e-0x45b82
230	0x713da	0x7151e	324	0	324	0	r2_discovered	fcn.000713da	8	99	10	tier0_small_native_gap	targeted_retdec_single_function	0x713da-0x7151e
231	0x4d30d0	0x4d3213	323	0	323	0	r2_discovered	fcn.004d30d0	18	88	8	tier0_small_native_gap	targeted_retdec_single_function	0x4d30d0-0x4d3213
232	0x4d8cc0	0x4d8e02	322	0	322	0	symbol_named	sym.blake3_hasher_init_derive_key_raw	5	62	3	tier0_small_native_gap	targeted_retdec_single_function	0x4d8cc0-0x4d8e02
233	0x4885ae	0x4886ef	321	0	321	0	r2_discovered	fcn.004885ae	18	85	8	tier0_small_native_gap	targeted_retdec_single_function	0x4885ae-0x4886ef
234	0x57b2f0	0x57b431	321	0	321	0	r2_discovered	fcn.0057b2f0	21	91	6	tier0_small_native_gap	targeted_retdec_single_function	0x57b2f0-0x57b431
235	0x59b19	0x59c57	318	0	318	0	r2_discovered	fcn.00059b19	14	92	8	tier0_small_native_gap	targeted_retdec_single_function	0x59b19-0x59c57
236	0x4ea000	0x4ea13d	317	0	317	0	r2_discovered	fcn.004ea000	17	84	0	tier0_small_native_gap	targeted_retdec_single_function	0x4ea000-0x4ea13d
237	0x579bc0	0x579cfd	317	0	317	0	r2_discovered	fcn.00579bc0	20	82	1	tier0_small_native_gap	targeted_retdec_single_function	0x579bc0-0x579cfd
238	0x6bb54	0x6bc90	316	0	316	0	r2_discovered	fcn.0006bb54	9	71	7	tier0_small_native_gap	targeted_retdec_single_function	0x6bb54-0x6bc90
239	0x525bd0	0x525d0c	316	0	316	0	native_discovered	method.std::__cxx11::time_get_char__std::istreambuf_iterator_char__std::char_traits_char_____.virtual_24	17	93	4	tier0_small_native_gap	targeted_retdec_single_function	0x525bd0-0x525d0c
240	0x525d20	0x525e5c	316	0	316	0	native_discovered	method.std::__cxx11::time_get_char__std::istreambuf_iterator_char__std::char_traits_char_____.virtual_32	17	93	4	tier0_small_native_gap	targeted_retdec_single_function	0x525d20-0x525e5c
241	0x54ed60	0x54ee9c	316	0	316	0	native_discovered	method.std::__codecvt_utf8_utf16_base_char32_t_.virtual_32	19	87	3	tier0_small_native_gap	targeted_retdec_single_function	0x54ed60-0x54ee9c
242	0x54eec0	0x54effc	316	0	316	0	native_discovered	method.std::__codecvt_utf8_utf16_base_wchar_t_.virtual_32	19	87	3	tier0_small_native_gap	targeted_retdec_single_function	0x54eec0-0x54effc
243	0x55b740	0x55b87c	316	0	316	0	native_discovered	method.std::time_get_char__std::istreambuf_iterator_char__std::char_traits_char_____.virtual_24	17	93	4	tier0_small_native_gap	targeted_retdec_single_function	0x55b740-0x55b87c
244	0x55b890	0x55b9cc	316	0	316	0	native_discovered	method.std::time_get_char__std::istreambuf_iterator_char__std::char_traits_char_____.virtual_32	17	93	4	tier0_small_native_gap	targeted_retdec_single_function	0x55b890-0x55b9cc
245	0x577a20	0x577b5c	316	0	316	0	r2_discovered	fcn.00577a20	17	89	6	tier0_small_native_gap	targeted_retdec_single_function	0x577a20-0x577b5c
246	0x577bc0	0x577cfc	316	0	316	0	r2_discovered	fcn.00577bc0	17	89	6	tier0_small_native_gap	targeted_retdec_single_function	0x577bc0-0x577cfc
247	0x56788	0x568c3	315	0	315	0	r2_discovered	fcn.00056788	19	92	4	tier0_small_native_gap	targeted_retdec_single_function	0x56788-0x568c3
248	0x4b16c0	0x4b17fb	315	0	315	0	r2_discovered	fcn.004b16c0	23	99	3	tier0_small_native_gap	targeted_retdec_single_function	0x4b16c0-0x4b17fb
249	0x56fab0	0x56fbea	314	0	314	0	r2_discovered	fcn.0056fab0	28	65	0	tier0_small_native_gap	targeted_retdec_single_function	0x56fab0-0x56fbea
250	0x48e347	0x48e480	313	0	313	0	r2_discovered	fcn.0048e347	10	78	12	tier0_small_native_gap	targeted_retdec_single_function	0x48e347-0x48e480
251	0x27a86	0x27bbe	312	0	312	0	r2_discovered	fcn.00027a86	18	93	3	tier0_small_native_gap	targeted_retdec_single_function	0x27a86-0x27bbe
252	0x59078	0x591b0	312	0	312	0	r2_discovered	fcn.00059078	18	93	3	tier0_small_native_gap	targeted_retdec_single_function	0x59078-0x591b0
253	0x514590	0x5146c8	312	0	312	0	native_discovered	method.std::num_get_wchar_t__std::istreambuf_iterator_wchar_t__std::char_traits_wchar_t_____.virtual_80	7	86	8	tier0_small_native_gap	targeted_retdec_single_function	0x514590-0x5146c8
254	0x5148a0	0x5149d8	312	0	312	0	native_discovered	method.std::num_get_wchar_t__std::istreambuf_iterator_wchar_t__std::char_traits_wchar_t_____.virtual_72	7	86	8	tier0_small_native_gap	targeted_retdec_single_function	0x5148a0-0x5149d8
255	0x51970f	0x519847	312	0	312	0	r2_discovered	fcn.0051970f	16	82	14	tier0_small_native_gap	targeted_retdec_single_function	0x51970f-0x519847
256	0x6b56e	0x6b6a5	311	0	311	0	r2_discovered	fcn.0006b56e	14	83	9	tier0_small_native_gap	targeted_retdec_single_function	0x6b56e-0x6b6a5
257	0x4bb8d0	0x4bba05	309	0	309	0	r2_discovered	fcn.004bb8d0	14	77	4	tier0_small_native_gap	targeted_retdec_single_function	0x4bb8d0-0x4bba05
258	0x573580	0x5736b5	309	0	309	0	r2_discovered	fcn.00573580	11	89	5	tier0_small_native_gap	targeted_retdec_single_function	0x573580-0x5736b5
259	0x692e6	0x69419	307	0	307	0	r2_discovered	fcn.000692e6	15	90	13	tier0_small_native_gap	targeted_retdec_single_function	0x692e6-0x69419
260	0x38fcf	0x39101	306	0	306	0	r2_discovered	fcn.00038fcf	10	76	8	tier0_small_native_gap	targeted_retdec_single_function	0x38fcf-0x39101
261	0xfeebc	0xfefee	306	0	306	0	r2_discovered	fcn.000feebc	1	85	0	tier0_small_native_gap	targeted_retdec_single_function	0xfeebc-0xfefee
262	0x6a512	0x6a643	305	0	305	0	r2_discovered	fcn.0006a512	6	79	12	tier0_small_native_gap	targeted_retdec_single_function	0x6a512-0x6a643
263	0x4b8660	0x4b8791	305	0	305	0	r2_discovered	fcn.004b8660	18	92	8	tier0_small_native_gap	targeted_retdec_single_function	0x4b8660-0x4b8791
264	0x4fdd8	0x4ff08	304	0	304	0	r2_discovered	fcn.0004fdd8	8	81	9	tier0_small_native_gap	targeted_retdec_single_function	0x4fdd8-0x4ff08
265	0x60dea	0x60f19	303	0	303	0	r2_discovered	fcn.00060dea	33	111	3	tier0_small_native_gap	targeted_retdec_single_function	0x60dea-0x60f19
266	0x4cc900	0x4cca2f	303	0	303	0	r2_discovered	fcn.004cc900	3	95	2	tier0_small_native_gap	targeted_retdec_single_function	0x4cc900-0x4cca2f
267	0x525f0	0x5271d	301	0	301	0	r2_discovered	fcn.000525f0	11	82	4	tier0_small_native_gap	targeted_retdec_single_function	0x525f0-0x5271d
268	0x4fa50	0x4fb7c	300	0	300	0	r2_discovered	fcn.0004fa50	24	88	9	tier0_small_native_gap	targeted_retdec_single_function	0x4fa50-0x4fb7c
269	0x60c84	0x60db0	300	0	300	0	r2_discovered	fcn.00060c84	14	87	6	tier0_small_native_gap	targeted_retdec_single_function	0x60c84-0x60db0
270	0x49e770	0x49e89c	300	0	300	0	r2_discovered	fcn.0049e770	10	61	2	tier0_small_native_gap	targeted_retdec_single_function	0x49e770-0x49e89c
271	0x4ce440	0x4ce56b	299	0	299	0	r2_discovered	fcn.004ce440	13	75	3	tier0_small_native_gap	targeted_retdec_single_function	0x4ce440-0x4ce56b
272	0x58947	0x58a71	298	0	298	0	r2_discovered	fcn.00058947	9	77	11	tier0_small_native_gap	targeted_retdec_single_function	0x58947-0x58a71
273	0x4c8450	0x4c857a	298	0	298	0	r2_discovered	fcn.004c8450	3	93	2	tier0_small_native_gap	targeted_retdec_single_function	0x4c8450-0x4c857a
274	0x570310	0x57043a	298	0	298	0	r2_discovered	fcn.00570310	24	99	2	tier0_small_native_gap	targeted_retdec_single_function	0x570310-0x57043a
275	0x25da6	0x25ecf	297	0	297	0	r2_discovered	fcn.00025da6	33	111	3	tier0_small_native_gap	targeted_retdec_single_function	0x25da6-0x25ecf
276	0x35c96	0x35dbf	297	0	297	0	r2_discovered	fcn.00035c96	17	80	9	tier0_small_native_gap	targeted_retdec_single_function	0x35c96-0x35dbf
277	0x519120	0x519249	297	0	297	0	native_discovered	method.std::__cxx11::collate_char_.virtual_16	16	84	8	tier0_small_native_gap	targeted_retdec_single_function	0x519120-0x519249
278	0x573430	0x573559	297	0	297	0	r2_discovered	fcn.00573430	11	85	5	tier0_small_native_gap	targeted_retdec_single_function	0x573430-0x573559
279	0x29dd0	0x29ef7	295	0	295	0	r2_discovered	fcn.00029dd0	11	76	6	tier0_small_native_gap	targeted_retdec_single_function	0x29dd0-0x29ef7
280	0x57650	0x57777	295	0	295	0	r2_discovered	fcn.00057650	14	79	8	tier0_small_native_gap	targeted_retdec_single_function	0x57650-0x57777
281	0x6a3ea	0x6a511	295	0	295	0	r2_discovered	fcn.0006a3ea	6	77	12	tier0_small_native_gap	targeted_retdec_single_function	0x6a3ea-0x6a511
282	0x715a1	0x716c8	295	0	295	0	r2_discovered	fcn.000715a1	17	78	9	tier0_small_native_gap	targeted_retdec_single_function	0x715a1-0x716c8
283	0x4c5fc0	0x4c60e6	294	0	294	0	r2_discovered	fcn.004c5fc0	12	74	12	tier0_small_native_gap	targeted_retdec_single_function	0x4c5fc0-0x4c60e6
284	0x621c2	0x622e7	293	0	293	0	r2_discovered	fcn.000621c2	1	45	3	tier0_small_native_gap	targeted_retdec_single_function	0x621c2-0x622e7
285	0x3ddb5d	0x3ddc80	291	0	291	0	r2_discovered	fcn.003ddb5d	1	80	0	tier0_small_native_gap	targeted_retdec_single_function	0x3ddb5d-0x3ddc80
286	0x4d2860	0x4d2983	291	0	291	0	r2_discovered	fcn.004d2860	8	68	8	tier0_small_native_gap	targeted_retdec_single_function	0x4d2860-0x4d2983
287	0x5efd2	0x5f0f4	290	0	290	0	r2_discovered	fcn.0005efd2	10	77	13	tier0_small_native_gap	targeted_retdec_single_function	0x5efd2-0x5f0f4
288	0x5c4c0	0x5c5e1	289	0	289	0	r2_discovered	fcn.0005c4c0	13	89	10	tier0_small_native_gap	targeted_retdec_single_function	0x5c4c0-0x5c5e1
289	0x696e0	0x69801	289	0	289	0	r2_discovered	fcn.000696e0	14	80	11	tier0_small_native_gap	targeted_retdec_single_function	0x696e0-0x69801
290	0x5115a0	0x5116c1	289	0	289	0	native_discovered	method.std::time_get_wchar_t__std::istreambuf_iterator_wchar_t__std::char_traits_wchar_t_____.virtual_24	20	92	4	tier0_small_native_gap	targeted_retdec_single_function	0x5115a0-0x5116c1
291	0x5116e0	0x511801	289	0	289	0	native_discovered	method.std::time_get_wchar_t__std::istreambuf_iterator_wchar_t__std::char_traits_wchar_t_____.virtual_32	20	92	4	tier0_small_native_gap	targeted_retdec_single_function	0x5116e0-0x511801
292	0x538c20	0x538d41	289	0	289	0	native_discovered	method.std::__cxx11::time_get_wchar_t__std::istreambuf_iterator_wchar_t__std::char_traits_wchar_t_____.virtual_24	20	92	4	tier0_small_native_gap	targeted_retdec_single_function	0x538c20-0x538d41
293	0x538d60	0x538e81	289	0	289	0	native_discovered	method.std::__cxx11::time_get_wchar_t__std::istreambuf_iterator_wchar_t__std::char_traits_wchar_t_____.virtual_32	20	92	4	tier0_small_native_gap	targeted_retdec_single_function	0x538d60-0x538e81
294	0x2a0c4	0x2a1e4	288	0	288	0	r2_discovered	fcn.0002a0c4	32	109	3	tier0_small_native_gap	targeted_retdec_single_function	0x2a0c4-0x2a1e4
295	0x4c28f0	0x4c2a10	288	0	288	0	r2_discovered	fcn.004c28f0	13	74	3	tier0_small_native_gap	targeted_retdec_single_function	0x4c28f0-0x4c2a10
