source_entry	opcode_name	problem_kind	variables	constants	constant_count	operator_summary	requires_state	requires_flags	requires_operands	state_formula	dispatch_formula
222	vmop_222_plus0x5_state_add_const_slot_multi_path	algebraic_mba	flags0;state0;u16_0;u16_2	0x11da3648;0x169ceafa;0x17d780ca;0x29e369df;0x30319008;0x39a63024;0x4cc95222;0x5b15ab43;0x70d72f46	9	mask32:26;&:10;|:27;^:1;+:17;-:5	1	1	u16_0,u16_2	state0 + flags0 | 0x11da3648 & 0x169ceafa & u16_0 - state0 + flags0 | 0x11da3648 & 0x169ceafa + flags0 | 0x5b15ab43 | 0x4cc95222 | 0x70d72f46 | 0x30319008 | 0x39a63024 + flags0 | 0x5b15ab43 | 0x4cc95222 | 0x70d72f46 | 0x30319008 + 0x17d780ca ^ u16_2 + state0 + flags0 | 0x11da3648 & 0x169ceafa & u16_0 - state0 + flags0 | 0x11da3648 & 0x169ceafa + flags0 | 0x5b15ab43 | 0x4cc95222 | 0x70d72f46 | 0x30319008 | 0x39a63024 + flags0 | 0x5b15ab43 | 0x4cc95222 | 0x70d72f46 | 0x30319008 + 0x17d780ca - 0x29e369df	95=(mask32((mask32(u16_2 + (mask32((mask32((mask32((mask32((mask32(state0 + (mask32(flags0 | 0x11da3648)))) & 0x169ceafa)) & (mask32((mask32(u16_0 - (mask32((mask32(state0 + (mask32(flags0 | 0x11da3648)))) ...#748cb9dddd28 | 33=(mask32((mask32(u16_2 + (mask32((mask32((mask32((mask32((mask32(state0 + (mask32(flags0 | 0x11da3648)))) & 0x169ceafa)) & (mask32((mask32(u16_0 - (mask32((mask32(state0 + (mask32(flags0 | 0x11da3648)))) ...#dfc27f9ab102
225	vmop_225_plus0x5_state_formula_slot_unknown	dispatch_unknown	flags0;state0;u16_0		0	&:1;|:2;^:1;-:1	1	1	u16_0	state0 | flags0 & u16_0 ^ state0 | flags0	dispatch slot expression not recovered; use per-row target evidence when available
229	vmop_229_plus0x5_state_formula_slot_unknown	dispatch_unknown	flags0;state0;u16_3	0x381ae5a5;0x4a304ad7	2	^:6;-:2	1	1	u16_3	state0 ^ flags0 ^ 0x4a304ad7 - u16_3 ^ state0 ^ flags0 ^ 0x4a304ad7 ^ 0x381ae5a5	dispatch slot expression not recovered; use per-row target evidence when available
231	vmop_231_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	flags0;state0;u16_3	0x500184b;0x37d0b9a9;0x5041c185;0x6307e167;0x69e2cccd;0x796ead7f	6	mask32:11;&:1;^:12;+:13;-:4	1	1	u16_3	state0 + flags0 + 0x37d0b9a9 ^ 0x6307e167 + flags0 + 0x37d0b9a9 ^ 0x6307e167 ^ 0x69e2cccd ^ 0x500184b - 0x796ead7f & u16_3 - state0 + flags0 + 0x37d0b9a9 ^ 0x6307e167 + flags0 + 0x37d0b9a9 ^ 0x6307e167 ^ 0x69e2cccd ^ 0x500184b - 0x796ead7f + 0x5041c185	4=(mask32((mask32(u16_3 - (mask32((mask32((mask32((mask32((mask32(state0 + (mask32((mask32(flags0 + 0x37d0b9a9)) ^ 0x6307e167)))) + (mask32((mask32(flags0 + 0x37d0b9a9)) ^ 0x6307e167)))) ^ 0x69e2cccd)) ^ 0...#e7a757642793
237	vmop_237_plus0x5_state_add_const_slot_multi_path	algebraic_mba	flags0;state0;u16_1	0xffff;0x22900c8;0x4813dbc;0x8178b71;0x3fbeaa1d;0x4f4105f2	6	mask32:15;&:2;|:1;^:12;+:3;-:15	1	1	u16_1	state0 - flags0 ^ 0x22900c8 - flags0 + 0x3fbeaa1d ^ 0x8178b71 - 0x4813dbc ^ u16_1 ^ state0 - flags0 ^ 0x22900c8 - flags0 + 0x3fbeaa1d ^ 0x8178b71 - 0x4813dbc - 0x4f4105f2	117=(mask32((mask32(u16_1 ^ (mask32((mask32((mask32(state0 - (mask32(flags0 ^ 0x22900c8)))) - (mask32((mask32(flags0 + 0x3fbeaa1d)) ^ 0x8178b71)))) - 0x4813dbc)))) - 0x4f4105f2)) & 0xffff | 11=(mask32((mask32(u16_1 ^ (mask32((mask32((mask32(state0 - (mask32(flags0 ^ 0x22900c8)))) - (mask32(flags0 ^ 0x8178b71)))) - 0x4813dbc)))) - 0x4f4105f2)) & 0xffff
239	vmop_239_plus0x6_state_add_const_slot_mba_stateful	algebraic_mba	flags0;state0;u16_4	0x3650a0ae;0x39d16b3e;0x40a7aa16	3	mask32:10;&:9;+:14;-:6	1	1	u16_4	state0 + 0x40a7aa16 + flags0 & 0x39d16b3e & u32_0 - state0 + 0x40a7aa16 + flags0 & 0x39d16b3e - u16_4 + state0 + 0x40a7aa16 + flags0 & 0x39d16b3e & u32_0 - state0 + 0x40a7aa16 + flags0 & 0x39d16b3e - 0x3650a0ae	128=(mask32((mask32(u16_4 + (mask32((mask32((mask32((mask32(state0 + 0x40a7aa16)) + flags0)) & 0x39d16b3e)) & (mask32(u32_0 - (mask32((mask32((mask32(state0 + 0x40a7aa16)) + flags0)) & 0x39d16b3e)))))))) - 0...#398cebc46e7f
240	vmop_240_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	state0;u16_3	0xffff;0x7bec2197	2	mask32:2;&:1;-:5	1	0	u16_3	state0 - u16_3 - state0 - 0x7bec2197	5=(mask32((mask32(u16_3 - state0)) - 0x7bec2197)) & 0xffff
241	vmop_241_plus0xd_state_add_const_slot_mba_stateful	algebraic_mba	state0;u16_11	0xffff	1	mask32:1;&:1;+:2;-:1	1	0	u16_11	state0 - u16_11 + state0	1=(mask32(u16_11 + state0)) & 0xffff
242	vmop_242_plus0x5_state_formula_slot_mba_stateful	algebraic_mba	state0;u16_3	0xffff;0x5c05e9b5	2	mask32:2;&:1;|:1;^:2;-:2	1	0	u16_3	state0 | u16_3 - state0 ^ 0x5c05e9b5	43=(mask32((mask32(u16_3 - state0)) ^ 0x5c05e9b5)) & 0xffff
243	vmop_243_plus0x4_state_add_const_slot_multi_path	algebraic_mba	flags0;state0;u16_0	0x57d;0xbdd98a5;0x289ce9b6;0x398f70f4;0x47b31677;0x4ec4a2f1;0x57df388c;0x5f60d018	8	mask32:23;&:12;|:24;^:11;+:16;-:5	1	1	u16_0	state0 ^ 0x47b31677 | flags0 | state0 | 0x5f60d018 + state0 + 0x398f70f4 & 0x4ec4a2f1 ^ 0x57df388c & flags0 | state0 | 0x5f60d018 + state0 + 0x398f70f4 & 0x4ec4a2f1 & state0 ^ 0x47b31677 | flags0 | state0 | 0x5f60d018 + state0 + 0x398f70f4 & 0x4ec4a2f1 - 0x289ce9b6 + u16_0 - state0 ^ 0x47b31677 | flags0 | state0 | 0x5f60d018 + state0 + 0x398f70f4 & 0x4ec4a2f1 ^ 0x57df388c & flags0 | state0 | 0x5f60d018 + state0 + 0x398f70f4 & 0x4ec4a2f1 & state0 ^ 0x47b31677 | flags0 | state0 | 0x5f60d018 + state0 + 0x398f70f4 & 0x4ec4a2f1 - 0x289ce9b6 ^ 0xbdd98a5	66=(mask32((mask32(u16_0 - (mask32((mask32((mask32((mask32(state0 ^ 0x47b31677)) | (mask32((mask32(flags0 | (mask32(state0 | 0x5f60d018)))) + state0)))) ^ 0x57df388c)) & (mask32((mask32((mask32(flags0 | (ma...#4a5a594e1e3d | 62=(mask32((mask32(u16_0 - (mask32((mask32((mask32((mask32(state0 ^ 0x47b31677)) | (mask32((mask32((mask32((mask32(flags0 | (mask32(state0 | 0x5f60d018)))) + state0)) + 0x398f70f4)) & 0x4ec4a2f1)))) ^ 0x57d...#5a0d0f2ac985
245	vmop_245_plus0x5_state_affine_slot_mba_stateful	algebraic_mba	state0;u16_0	0xffff;0x3a835417	2	mask32:2;&:1;^:3;+:2	1	0	u16_0	state0 ^ u16_0 + state0 ^ 0x3a835417	12=(mask32((mask32(u16_0 + state0)) ^ 0x3a835417)) & 0xffff
246	vmop_246_plus0x78_sampled_long_or_sparse_slot_unknown	dispatch_unknown	state0		0	-:1	1	0		state0	dispatch slot expression not recovered; use per-row target evidence when available
248	vmop_248_plus0x4_state_add_const_slot_mba_stateful	algebraic_mba	flags0;state0;u16_2	0xffff;0x17fe21ad;0x35ad1d25;0x4160066b;0x46157a61;0x496039c5;0x5188b16e;0x6764746a	8	mask32:1;&:2;|:1;^:6;+:1;-:3	1	1	u16_2	state0 ^ flags0 - state0 | 0x5188b16e & 0x6764746a - state0 ^ 0x46157a61 + 0x17fe21ad ^ 0x35ad1d25 - 0x496039c5 ^ u16_2 ^ 0x4160066b	15=(mask32(u16_2 ^ 0x4160066b)) & 0xffff
250	vmop_250_plus0x3_state_add_const_slot_multi_path	algebraic_mba	flags0;state0;u16_1	0xffff;0xb911f97;0x3d28c7fc;0x71ad6fc6;0x75c2d7ad	5	mask32:8;&:1;|:4;^:6;+:8;-:5	1	1	u16_1	state0 ^ flags0 + flags0 ^ flags0 | 0x75c2d7ad + 0x3d28c7fc - 0xb911f97 | u16_1 - state0 ^ flags0 + flags0 ^ flags0 | 0x75c2d7ad + 0x3d28c7fc - 0xb911f97 + 0x71ad6fc6	72=(mask32((mask32(u16_1 - (mask32((mask32((mask32((mask32((mask32(state0 ^ flags0)) + flags0)) ^ (mask32(flags0 | 0x75c2d7ad)))) + 0x3d28c7fc)) - 0xb911f97)))) + 0x71ad6fc6)) & 0xffff
251	vmop_251_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	state0;u16_3	0xffff;0x7cf1b821	2	mask32:2;&:2;^:2;-:2	1	0	u16_3	state0 & u16_3 - state0 ^ 0x7cf1b821	17=(mask32((mask32(u16_3 - state0)) ^ 0x7cf1b821)) & 0xffff
253	vmop_253_plus0x6_state_add_const_slot_mba_stateful	algebraic_mba	flags0;state0;u16_0	0xffff;0x2b96d1d1;0x2d46e2e3;0x62c3b0dd;0x6d2270cb;0x764111b0;0x7c5d4802	7	mask32:1;&:2;|:3;^:2;+:5	1	1	u16_0	state0 | 0x764111b0 + 0x6d2270cb + u32_2 ^ flags0 + flags0 | 0x62c3b0dd | 0x2b96d1d1 & 0x2d46e2e3 ^ u16_0 + 0x7c5d4802	128=(mask32(u16_0 + 0x7c5d4802)) & 0xffff
254	vmop_254_plus0x4_state_add_const_slot_mba_stateful	algebraic_mba	flags0;state0;u16_0;u16_2	0xffff;0x5635509;0x15874263;0x228a41a2;0x35a18ac8;0x3e80b852;0x5bf4e999;0x5feb6979;0x617339d9	9	mask32:1;&:3;|:6;^:2;+:2;-:4	1	1	u16_0,u16_2	state0 + flags0 - u16_0 ^ state0 + flags0 | flags0 | 0x617339d9 | 0x5635509 | 0x15874263 ^ 0x5bf4e999 & flags0 - 0x35a18ac8 | 0x5feb6979 & 0x3e80b852 | u16_2 - 0x228a41a2	128=(mask32(u16_2 - 0x228a41a2)) & 0xffff
256	vmop_256_plus0x2_state_add_const_slot_multi_path	algebraic_mba	flags0;state0;u16_0	0x1734aabd;0x30de4dc1;0x3817cdcc;0x3e93f8db;0x7a7f365a	5	mask32:12;&:1;|:3;^:18;+:5;-:7	1	1	u16_0	state0 ^ 0x3e93f8db + 0x1734aabd ^ flags0 - state0 ^ 0x3e93f8db ^ 0x7a7f365a | flags0 - state0 ^ 0x3e93f8db ^ 0x7a7f365a ^ 0x30de4dc1 & u16_0 + state0 ^ 0x3e93f8db + 0x1734aabd ^ flags0 - state0 ^ 0x3e93f8db ^ 0x7a7f365a | flags0 - state0 ^ 0x3e93f8db ^ 0x7a7f365a ^ 0x30de4dc1 - 0x3817cdcc	128=(mask32((mask32(u16_0 + (mask32((mask32((mask32((mask32((mask32(state0 ^ 0x3e93f8db)) + 0x1734aabd)) ^ (mask32((mask32(flags0 - (mask32(state0 ^ 0x3e93f8db)))) ^ 0x7a7f365a)))) | (mask32((mask32(flags0 -...#c7dbf700ff0f
257	vmop_257_plus0x2_state_add_const_slot_multi_path	algebraic_mba	state0;u16_0	0xffff;0x1b9def5;0x1d2af87;0x509f61c9;0x7d4ca123	5	mask32:5;&:1;|:3;^:1;+:3;-:8	1	0	u16_0	state0 - 0x509f61c9 + 0x1b9def5 - 0x7d4ca123 | 0x1d2af87 ^ u16_0 - state0 - 0x509f61c9 + 0x1b9def5 - 0x7d4ca123 | 0x1d2af87	128=(mask32(u16_0 - (mask32((mask32((mask32((mask32(state0 - 0x509f61c9)) + 0x1b9def5)) - 0x7d4ca123)) | 0x1d2af87)))) & 0xffff
258	vmop_258_plus0x4_state_add_const_slot_multi_path	algebraic_mba	flags0;state0;u16_0;u16_2	0x1;0xffff;0xa1b079a;0x11095fd5;0x1510614f;0x1769756e;0x5812e92c	7	mask32:20;&:2;|:6;^:17;+:4;-:13	1	1	u16_0,u16_2	state0 ^ 0x11095fd5 + flags0 - 0x1510614f | 0xa1b079a ^ 0x1769756e ^ u16_2 - flags0 - 0x1510614f | 0xa1b079a ^ 0x1769756e & u16_0 - state0 ^ 0x11095fd5 + flags0 - 0x1510614f | 0xa1b079a ^ 0x1769756e ^ u16_2 - flags0 - 0x1510614f | 0xa1b079a ^ 0x1769756e ^ 0x5812e92c	70=(mask32((mask32(u16_0 - (mask32((mask32((mask32(state0 ^ 0x11095fd5)) + (mask32(flags0 ^ 0x1769756e)))) ^ (mask32(u16_2 - (mask32(flags0 ^ 0x1769756e)))))))) ^ 0x5812e92c)) & 0xffff | 58=(mask32((mask32(u16_0 - (mask32((mask32((mask32(state0 ^ 0x11095fd5)) + (mask32((mask32((mask32(flags0 - 0x1510614f)) | 0xa1b079a)) ^ 0x1769756e)))) ^ (mask32(u16_2 - (mask32((mask32((mask32(flags0 - 0x1...#2e5ba1fe7d39
259	vmop_259_plus0xa_state_formula_slot_unknown	dispatch_unknown	flags0;state0;u16_0	0x61a2d9b;0x76155fd;0x8bcb284;0x2e1ba290;0x36b43160;0x5190c117;0x57f37797;0x5ad08ad1;0x5b05419c;0x674120fe;0x71457984;0x792f3332	12	&:1;|:8;^:23;+:12;-:12	1	1	u16_0	state0 | flags0 ^ 0x5b05419c + 0x792f3332 ^ 0x8bcb284 - 0x36b43160 ^ 0x674120fe - 0x57f37797 | 0x5190c117 + 0x5ad08ad1 & u32_2 - state0 | flags0 ^ 0x5b05419c + 0x792f3332 ^ 0x8bcb284 - 0x36b43160 ^ 0x674120fe - 0x57f37797 | 0x5190c117 + 0x5ad08ad1 + flags0 ^ 0x5b05419c + 0x792f3332 ^ 0x8bcb284 - 0x36b43160 ^ 0x674120fe - 0x57f37797 | 0x5190c117 + 0x5ad08ad1 ^ 0x71457984 + flags0 ^ 0x5b05419c + 0x792f3332 ^ 0x8bcb284 - 0x36b43160 ^ 0x674120fe - 0x57f37797 | 0x5190c117 + 0x5ad08ad1 ^ 0x76155fd ^ 0x2e1ba290 ^ 0x61a2d9b ^ flags0 ^ 0x5b05419c + 0x792f3332 ^ 0x8bcb284 - 0x36b43160 ^ 0x674120fe - 0x57f37797 | 0x5190c117 + 0x5ad08ad1 ^ 0x76155fd ^ 0x2e1ba290 ^ 0x61a2d9b | u16_0	dispatch slot expression not recovered; use per-row target evidence when available
260	vmop_260_plus0x4_state_add_const_slot_multi_path	algebraic_mba	flags0;state0;u16_0;u16_2	0x7;0x5af0;0x17010cf2;0x17270855;0x2efb7283;0x34525a09;0x470c080d;0x581f6275;0x5af0e1db;0x624bad50;0x705f9ad2;0x760922e2;0x7ba7e961	13	mask32:27;&:19;|:36;^:13;+:50;-:39	1	1	u16_0,u16_2	state0 + 0x581f6275 ^ flags0 - 0x705f9ad2 + 0x760922e2 & 0x2efb7283 | 0x7ba7e961 + flags0 - 0x705f9ad2 + 0x760922e2 | flags0 - 0x705f9ad2 + 0x760922e2 & 0x5af0e1db | 0x17270855 | flags0 - 0x705f9ad2 + 0x760922e2 | flags0 - 0x705f9ad2 + 0x760922e2 & u16_2 + state0 + 0x581f6275 ^ flags0 - 0x705f9ad2 + 0x760922e2 & 0x2efb7283 | 0x7ba7e961 + flags0 - 0x705f9ad2 + 0x760922e2 | flags0 - 0x705f9ad2 + 0x760922e2 & 0x5af0e1db | 0x17270855 | flags0 - 0x705f9ad2 + 0x760922e2 | flags0 - 0x705f9ad2 + 0x760922e2 - flags0 - 0x705f9ad2 + 0x760922e2 ^ 0x34525a09 ^ 0x17010cf2 | state0 + 0x581f6275 ^ flags0 - 0x705f9ad2 + 0x760922e2 & 0x2efb7283 | 0x7ba7e961 + flags0 - 0x705f9ad2 + 0x760922e2 | flags0 - 0x705f9ad2 + 0x760922e2 & 0x5af0e1db | 0x17270855 | flags0 - 0x705f9ad2 + 0x760922e2 | flags0 - 0x705f9ad2 + 0x760922e2 & 0x624bad50 - u16_0 - state0 + 0x581f6275 ^ flags0 - 0x705f9ad2 + 0x760922e2 & 0x2efb7283 | 0x7ba7e961 + flags0 - 0x705f9ad2 + 0x760922e2 | flags0 - 0x705f9ad2 + 0x760922e2 & 0x5af0e1db | 0x17270855 | flags0 - 0x705f9ad2 + 0x760922e2 | flags0 - 0x705f9ad2 + 0x760922e2 & u16_2 + state0 + 0x581f6275 ^ flags0 - 0x705f9ad2 + 0x760922e2 & 0x2efb7283 | 0x7ba7e961 + flags0 - 0x705f9ad2 + 0x760922e2 | flags0 - 0x705f9ad2 + 0x760922e2 & 0x5af0e1db | 0x17270855 | flags0 - 0x705f9ad2 + 0x760922e2 | flags0 - 0x705f9ad2 + 0x760922e2 - flags0 - 0x705f9ad2 + 0x760922e2 ^ 0x34525a09 ^ 0x17010cf2 | state0 + 0x581f6275 ^ flags0 - 0x705f9ad2 + 0x760922e2 & 0x2efb7283 | 0x7ba7e961 + flags0 - 0x705f9ad2 + 0x760922e2 | flags0 - 0x705f9ad2 + 0x760922e2 & 0x5af0e1db | 0x17270855 | flags0 - 0x705f9ad2 + 0x760922e2 | flags0 - 0x705f9ad2 + 0x760922e2 & 0x624bad50 ^ 0x470c080d	65=(mask32((mask32(u16_0 - (mask32((mask32((mask32((mask32((mask32((mask32((mask32((mask32((mask32(state0 + 0x581f6275)) ^ (mask32((mask32((mask32(flags0 - 0x705f9ad2)) + 0x760922e2)) & 0x2efb7283)))) | 0x7...#48de51d8b991 | 63=(mask32((mask32(u16_0 - (mask32((mask32((mask32((mask32((mask32((mask32((mask32((mask32((mask32(state0 + 0x581f6275)) ^ (mask32(flags0 & 0x2efb7283)))) | 0x7ba7e961)) + flags0)) | (mask32(flags0 & 0x5af0...#20d69b33d9c4
261	vmop_261_plus0x6_state_add_const_slot_mba_stateful	algebraic_mba	state0;u16_2	0xffff;0x4c539d29	2	mask32:1;&:1;+:3	1	0	u16_2	state0 + u16_2 + 0x4c539d29	128=(mask32(u16_2 + 0x4c539d29)) & 0xffff
264	vmop_264_plus0xa_state_formula_slot_mba_stateful	algebraic_mba	state0;u16_8	0xffff;0x6fba3362	2	mask32:2;&:2;+:2;-:2	1	0	u16_8	state0 & u16_8 + state0 - 0x6fba3362	49=(mask32((mask32(u16_8 + state0)) - 0x6fba3362)) & 0xffff
266	vmop_266_minus0x2e8_sampled_backedge_slot_unknown	dispatch_unknown	state0		0	-:1	1	0		state0	dispatch slot expression not recovered; use per-row target evidence when available
267	vmop_267_plus0x5_state_add_const_slot_multi_path	algebraic_mba	flags0;state0;u16_0	0x10c4506b;0x13e853fe;0x17e28bdf;0x18f9e0e8;0x22c7ea36;0x2bce070c;0x376fe1fd;0x50bb45db;0x5cdc1fad	9	mask32:12;&:8;|:10;^:6;+:8;-:7	1	1	u16_0	state0 & 0x22c7ea36 | flags0 | 0x10c4506b ^ 0x5cdc1fad + 0x50bb45db - 0x13e853fe & flags0 | 0x10c4506b ^ 0x5cdc1fad + 0x50bb45db - 0x13e853fe & 0x18f9e0e8 - 0x376fe1fd | 0x2bce070c + u16_0 + state0 & 0x22c7ea36 | flags0 | 0x10c4506b ^ 0x5cdc1fad + 0x50bb45db - 0x13e853fe & flags0 | 0x10c4506b ^ 0x5cdc1fad + 0x50bb45db - 0x13e853fe & 0x18f9e0e8 - 0x376fe1fd | 0x2bce070c ^ 0x17e28bdf	4=(mask32((mask32(u16_0 + (mask32((mask32((mask32(state0 & 0x22c7ea36)) | (mask32((mask32((mask32((mask32(flags0 | 0x10c4506b)) ^ 0x5cdc1fad)) + 0x50bb45db)) - 0x13e853fe)))) & (mask32((mask32((mask32((mas...#0259b23c4ee7
268	vmop_268_plus0x4_state_add_const_slot_multi_path	algebraic_mba	flags0;state0;u16_0;u16_2	0x17;0x12696b26;0x174c40ef;0x30ef8696;0x33c0c75b;0x554d11ee;0x71bd1bb1;0x73efcc77	8	mask32:23;&:13;|:12;^:1;+:14;-:15	1	1	u16_0,u16_2	state0 | 0x71bd1bb1 + u16_0 - state0 | 0x71bd1bb1 - flags0 & flags0 + 0x33c0c75b & 0x174c40ef - 0x554d11ee & 0x30ef8696 | flags0 + 0x33c0c75b & 0x174c40ef - 0x554d11ee & 0x30ef8696 + 0x12696b26 ^ u16_2 - state0 | 0x71bd1bb1 + u16_0 - state0 | 0x71bd1bb1 - flags0 & flags0 + 0x33c0c75b & 0x174c40ef - 0x554d11ee & 0x30ef8696 | flags0 + 0x33c0c75b & 0x174c40ef - 0x554d11ee & 0x30ef8696 + 0x12696b26 + 0x73efcc77	87=(mask32((mask32(u16_2 - (mask32((mask32((mask32((mask32(state0 | 0x71bd1bb1)) + (mask32((mask32(u16_0 - (mask32(state0 | 0x71bd1bb1)))) - flags0)))) & (mask32((mask32((mask32(flags0 + 0x33c0c75b)) & 0x17...#c9358457d4d3 | 41=(mask32((mask32(u16_2 - (mask32((mask32((mask32((mask32(state0 | 0x71bd1bb1)) + (mask32((mask32(u16_0 - (mask32(state0 | 0x71bd1bb1)))) - flags0)))) & (mask32(flags0 + 0x33c0c75b)))) | (mask32(flags0 + 0...#0448ed8b5adb
269	vmop_269_plus0x5_state_add_const_slot_multi_path	algebraic_mba	flags0;state0;u16_3	0xffff;0x4faa382;0x4f60a287;0x6f7fff69	4	mask32:10;&:16;|:3;^:6;+:5	1	1	u16_3	state0 ^ flags0 & state0 & 0x6f7fff69 & flags0 & state0 | flags0 & state0 ^ 0x4f60a287 + u16_3 + state0 ^ flags0 & state0 & 0x6f7fff69 & flags0 & state0 | flags0 & state0 ^ 0x4f60a287 + 0x4faa382	128=(mask32((mask32(u16_3 + (mask32((mask32((mask32((mask32(state0 ^ (mask32(flags0 & state0)))) & 0x6f7fff69)) & (mask32(flags0 & state0)))) | (mask32((mask32(flags0 & state0)) ^ 0x4f60a287)))))) + 0x4faa382)) & 0xffff
273	vmop_273_plus0x4_state_add_const_slot_mba_stateful	algebraic_mba	flags0;state0;u16_0;u16_2	0x4;0x908616e;0x2e0be660;0x4b959cd0	4	mask32:13;&:5;|:1;^:2;+:16;-:10	1	1	u16_0,u16_2	state0 - flags0 + 0x4b959cd0 + flags0 & 0x908616e + u16_2 - state0 - flags0 + 0x4b959cd0 + flags0 & 0x908616e ^ flags0 | u16_0 + state0 - flags0 + 0x4b959cd0 + flags0 & 0x908616e + u16_2 - state0 - flags0 + 0x4b959cd0 + flags0 & 0x908616e ^ flags0 - 0x2e0be660	128=(mask32((mask32(u16_0 + (mask32((mask32((mask32((mask32((mask32(state0 - flags0)) + 0x4b959cd0)) + flags0)) & 0x908616e)) + (mask32((mask32(u16_2 - (mask32((mask32((mask32((mask32(state0 - flags0)) + 0x4...#d0a7d316ef2b
276	vmop_276_plus0xa_state_formula_slot_unknown	dispatch_unknown	flags0;state0;u16_0	0x332a16a;0x47166ef1;0x63f74381;0x7246aa41	4	&:2;|:4;^:3;+:1;-:8	1	1	u16_0	state0 & 0x7246aa41 ^ flags0 | 0x47166ef1 - flags0 | flags0 - u32_2 - 0x332a16a ^ u16_0 + state0 & 0x7246aa41 ^ flags0 | 0x47166ef1 - flags0 | flags0 - u32_2 - 0x332a16a - 0x63f74381	dispatch slot expression not recovered; use per-row target evidence when available
278	vmop_278_plus0xa_state_preserve_slot_multi_path	algebraic_mba	flags0;state0;u16_2	0xffff;0x68baea26	2	mask32:3;&:1;|:4;+:2;-:2	1	1	u16_2	state0 | flags0 | u16_2 - state0 | flags0 + 0x68baea26	82=(mask32((mask32(u16_2 - (mask32(state0 | flags0)))) + 0x68baea26)) & 0xffff
281	vmop_281_plus0x4_state_add_const_slot_multi_path	algebraic_mba	flags0;state0;u16_0;u16_2	0x5b9839d;0x1ec23851;0x31642a8c;0x519e8380;0x5b9839d1;0x6445395f	6	mask32:13;&:3;|:5;^:10;+:4;-:13	1	1	u16_0,u16_2	state0 - 0x31642a8c ^ 0x5b9839d1 | flags0 & u16_2 + state0 - 0x31642a8c ^ 0x5b9839d1 | flags0 - flags0 - flags0 - 0x1ec23851 ^ 0x6445395f + u16_0 ^ state0 - 0x31642a8c ^ 0x5b9839d1 | flags0 & u16_2 + state0 - 0x31642a8c ^ 0x5b9839d1 | flags0 - flags0 - flags0 - 0x1ec23851 ^ 0x6445395f - 0x519e8380	128=(mask32((mask32(u16_0 ^ (mask32((mask32((mask32((mask32((mask32((mask32(state0 - 0x31642a8c)) ^ 0x5b9839d1)) | flags0)) & (mask32((mask32(u16_2 + (mask32((mask32((mask32(state0 - 0x31642a8c)) ^ 0x5b9839d...#b222dc9c3df4
282	vmop_282_plus0x5_state_add_const_slot_multi_path	algebraic_mba	flags0;state0;u16_2	0xffff;0x259f380d;0x334721c0;0x41d706e9;0x54c8658a;0x644d2bc4	6	mask32:10;&:5;|:1;^:5;-:7	1	1	u16_2	state0 ^ flags0 - 0x54c8658a & 0x259f380d & 0x41d706e9 - 0x334721c0	83=(mask32((mask32(u16_2 - (mask32(state0 ^ (mask32((mask32((mask32(flags0 - 0x54c8658a)) & 0x259f380d)) - 0x334721c0)))))) ^ 0x644d2bc4)) & 0xffff | 45=(mask32((mask32(u16_2 - (mask32(state0 ^ (mask32(flags0 - 0x334721c0)))))) ^ 0x644d2bc4)) & 0xffff
283	vmop_283_plus0x5_state_preserve_slot_mba_stateful	algebraic_mba	state0;u16_3	0xffff;0x8ad5ab4	2	mask32:1;&:1;-:1	1	0	u16_3	state0	128=(mask32(u16_3 - 0x8ad5ab4)) & 0xffff
284	vmop_284_plus0xd_state_add_const_slot_mba_stateful	algebraic_mba	state0;u16_11	0xffff;0x14b96a4c	2	mask32:1;&:1;-:3	1	0	u16_11	state0 - u16_11 - 0x14b96a4c	1=(mask32(u16_11 - 0x14b96a4c)) & 0xffff
285	vmop_285_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	flags0;state0;u16_2	0xffff	1	mask32:2;&:1;^:3;+:1;-:2	1	1	u16_2	state0 ^ flags0 + u16_2 - state0 ^ flags0	1=(mask32(u16_2 - (mask32(state0 ^ flags0)))) & 0xffff
287	vmop_287_plus0x4_state_add_const_slot_multi_path	algebraic_mba	flags0;state0;u16_0	0xffff;0xa6ddb71;0xa841ebd;0x3ab14dd1;0x4988e425;0x609b810a;0x67686890;0x6975e1b1	8	mask32:16;&:6;|:5;^:3;+:10;-:12	1	1	u16_0	state0 & 0xa6ddb71 - flags0 - 0x67686890 + 0x609b810a + 0x6975e1b1 - 0x4988e425 | 0x3ab14dd1 - u16_0 + state0 & 0xa6ddb71 - flags0 - 0x67686890 + 0x609b810a + 0x6975e1b1 - 0x4988e425 | 0x3ab14dd1 ^ 0xa841ebd	76=(mask32((mask32(u16_0 + (mask32((mask32((mask32((mask32(state0 & 0xa6ddb71)) - (mask32(flags0 + 0x6975e1b1)))) - 0x4988e425)) | 0x3ab14dd1)))) ^ 0xa841ebd)) & 0xffff | 52=(mask32((mask32(u16_0 + (mask32((mask32((mask32((mask32(state0 & 0xa6ddb71)) - (mask32((mask32((mask32(flags0 - 0x67686890)) + 0x609b810a)) + 0x6975e1b1)))) - 0x4988e425)) | 0x3ab14dd1)))) ^ 0xa841ebd)) & 0xffff
