source_entry	source_target	delta	events	source_event_pct	unique_start_ips	unique_signatures	shape	word_shape	target_entropy	top_targets	top_sites	top_byte_values	byte_layout	word_layout
258	0xadf2c	+0x4	28058	100.0	2268	2268	VVVV	VV	5.292	307@0xb8064:1689,199@0xa0631:1547,297@0xb64d7:1508,215@0xa4609:1365,18@0x7be9b:1334,43@0x8173d:1325	tail@0xae32f:28058	f3d5ce87:256,afabd64f:256,24d2f189:256,6503717e:256,e8d9514c:256,5f088d75:256	b0=var255(top=0xf3:2.2%);b1=var256(top=0xab:1.9%);b2=var246(top=0x51:2.5%);b3=var240(top=0xeb:4.3%)	w0=var2202(top=0xd5f3:0.9%);w1=var1895(top=0x4fd6:0.9%)
28	0x7e390	+0x3	26610	100.0	2333	2333	VVV	V	5.149	347@0xc088d:2147,258@0xadf2c:1654,340@0xbf435:1637,337@0xbec0e:1601,114@0x90319:1452,189@0x9e7af:1398	tail@0x7e7ca:26610	600921:260,a00084:258,d80a40:257,400512:257,5801d8:257,00049a:256	b0=var30(top=0xd8:12.5%);b1=var11(top=0x0a:24.2%);b2=var256(top=0x70:2.5%)	w0=var87(top=0x0ad8:8.1%)
337	0xbec0e	+0x4	26534	100.0	2321	2321	VVVV	VV	5.275	297@0xb64d7:1787,66@0x855ff:1591,307@0xb8064:1382,28@0x7e390:1313,18@0x7be9b:1254,215@0xa4609:1178	tail@0xbf126:26534	f3965005:256,402def44:256,7c6da4c8:256,f08c4964:256,24910100:256,3038a6dc:256	b0=var128(top=0x7c:3.3%);b1=var227(top=0x91:5.3%);b2=var254(top=0x9d:2.2%);b3=var253(top=0x00:7.9%)	w0=var1927(top=0x9124:1.0%);w1=var1949(top=0x0099:1.3%)
340	0xbf435	+0x4	26112	100.0	2259	2259	VVVE	VV	5.259	307@0xb8064:1748,28@0x7e390:1702,66@0x855ff:1362,185@0x9d964:1352,215@0xa4609:1274,18@0x7be9b:1062	tail@0xbf886:26112	4c0eab00:257,30d7d300:256,887ecb00:256,655b3800:256,7c0f7900:256,83456800:256	b0=var221(top=0x4c:4.0%);b1=var255(top=0x16:2.8%);b2=var17(top=0xb3:15.9%);b3=enum2(0x00:21582,0x01:4530)	w0=var1969(top=0x0f7c:1.4%);w1=var17(top=0x00b3:15.9%)
18	0x7be9b	+0x3	25448	100.0	2501	2501	VVV	V	5.184	114@0x90319:1729,189@0x9e7af:1581,347@0xc088d:1461,258@0xadf2c:1384,337@0xbec0e:1249,174@0x9bd8f:1212	tail@0x7c308:25448	580eaa:256,91101e:256,920dd4:256,603937:256,584f3c:256,4804c6:256	b0=var149(top=0xa0:5.4%);b1=var200(top=0x0a:6.4%);b2=var165(top=0x3a:10.5%)	w0=var1783(top=0x0620:1.2%)
114	0x90319	+0x4	25300	100.0	2254	2254	VVVV	VV	5.143	66@0x855ff:2041,185@0x9d964:1516,215@0xa4609:1500,18@0x7be9b:1307,20@0x7c62b:1184,158@0x99029:1132	tail@0x90893:25300	d95ea6ac:256,4772c723:256,50772fc0:256,233e7c74:256,dbbb3cff:256,d167ee1a:256	b0=var255(top=0x99:2.0%);b1=var198(top=0x77:2.9%);b2=var250(top=0xa6:2.9%);b3=var248(top=0xcf:2.6%)	w0=var2171(top=0x67d1:1.0%);w1=var2097(top=0xaca6:1.1%)
189	0x9e7af	+0x4	25112	100.0	2279	2279	VVVV	VV	5.139	18@0x7be9b:1894,297@0xb64d7:1503,215@0xa4609:1354,174@0x9bd8f:1273,307@0xb8064:1197,43@0x8173d:1121	tail@0x9eac9:25112	3ef7ecd6:347,1c6334a2:256,a3fface0:256,95abe8db:256,ec75b8a3:256,ad54bc9e:256	b0=var256(top=0xec:1.7%);b1=var256(top=0x00:4.4%);b2=var64(top=0xbc:6.1%);b3=var64(top=0xe7:4.7%)	w0=var2134(top=0xf73e:1.4%);w1=var1336(top=0xd6ec:1.7%)
347	0xc088d	+0x4	24299	100.0	2146	2146	VVVV	VV	5.124	18@0x7be9b:1928,307@0xb8064:1577,297@0xb64d7:1475,28@0x7e390:1302,168@0x9aa83:1257,184@0x9d694:1071	tail@0xc0d7b:24299	8d0b6f82:256,6e0eba81:256,390d5d81:256,5f8f5b02:256,2d82ad02:256,208da401:256	b0=var256(top=0xe6:2.1%);b1=var79(top=0x0b:6.4%);b2=var230(top=0xba:3.9%);b3=var101(top=0x82:10.2%)	w0=var1845(top=0x8d20:1.4%);w1=var1485(top=0x02ad:1.5%)
307	0xb8064	+0x3	24095	100.0	2012	2012	VVV	V	5.149	114@0x90319:1754,176@0x9c10b:1332,189@0x9e7af:1166,337@0xbec0e:1159,258@0xadf2c:1055,340@0xbf435:1046	tail@0xb837a:24095	3ad5af:349,3a3db4:291,709dae:256,3615b4:256,51bdae:256,e025af:256	b0=var252(top=0x3a:9.2%);b1=var29(top=0x9d:8.1%);b2=var12(top=0xaf:24.2%)	w0=var1340(top=0x3d3a:1.5%)
64	0x85059	+0x4	23678	100.0	2222	2222	VVVV	VV	5.116	18@0x7be9b:2091,28@0x7e390:1633,199@0xa0631:1345,184@0x9d694:1255,215@0xa4609:1065,66@0x855ff:1024	tail@0x8536e:23678	338a93fd:256,ef8337bf:256,abef7bd8:256,20bb3b1b:150,aa4aac3a:125,bda29900:94	b0=var256(top=0xef:1.6%);b1=var256(top=0x8a:1.6%);b2=var256(top=0x93:2.0%);b3=var252(top=0x00:3.6%)	w0=var2176(top=0x8a33:1.1%);w1=var1967(top=0x0091:1.3%)
66	0x855ff	+0x3	22739	100.0	2180	2180	VVV	V	5.186	337@0xbec0e:1650,64@0x85059:1561,340@0xbf435:1336,184@0x9d694:1324,189@0x9e7af:1320,258@0xadf2c:1075	tail@0x859f9:22739	e2c138:256,40c968:256,05ad78:256,65ca28:256,69f83e:256,9d3bbe:256	b0=var248(top=0x65:2.5%);b1=var253(top=0xa8:2.1%);b2=var114(top=0x3a:8.4%)	w0=var2074(top=0xc1e2:1.1%)
185	0x9d964	+0x3	21620	100.0	1885	1885	VVE	V	5.150	337@0xbec0e:1336,64@0x85059:1324,347@0xc088d:1270,174@0x9bd8f:1182,258@0xadf2c:1100,168@0x9aa83:964	tail@0x9dcab:21620	8b2862:256,57a23a:256,bf873a:256,7e9562:256,5b223a:256,e3a93a:150	b0=var189(top=0xe3:2.6%);b1=var153(top=0x89:2.3%);b2=enum3(0x3a:20775,0x62:559,0x50:286)	w0=var1732(top=0x288b:1.2%)
215	0xa4609	+0x3	21174	100.0	1728	1728	VVV	V	5.212	114@0x90319:1359,337@0xbec0e:1186,347@0xc088d:1123,189@0x9e7af:1119,258@0xadf2c:1070,340@0xbf435:1042	tail@0xa4a5e:21174	d80ae8:348,1008e8:348,880a88:280,e805bc:258,d8033c:257,900300:257	b0=var29(top=0x88:10.5%);b1=var11(top=0x05:21.1%);b2=var114(top=0xc8:9.2%)	w0=var88(top=0x0390:6.4%)
297	0xb64d7	+0x3	20640	100.0	1843	1843	VVV	V	5.210	347@0xc088d:1305,258@0xadf2c:1285,340@0xbf435:1194,114@0x90319:909,123@0x91a59:902,43@0x8173d:896	tail@0xb68ff:20640	fca726:256,c3fc4e:256,85267a:256,a9b61d:256,892ead:256,fd2537:256	b0=var222(top=0x89:5.5%);b1=var249(top=0x2e:3.1%);b2=var256(top=0xad:1.8%)	w0=var1599(top=0x2e89:2.1%)
199	0xa0631	+0x3	19641	100.0	1802	1802	VVV	V	5.311	258@0xadf2c:1481,64@0x85059:1221,340@0xbf435:993,189@0x9e7af:968,184@0x9d694:957,346@0xc0535:947	tail@0xa0a9c:19641	86c159:256,07051a:256,87403a:256,c71b3a:256,0f893a:256,27547a:256	b0=var128(top=0xc7:3.5%);b1=var256(top=0x88:2.4%);b2=var179(top=0x3a:9.8%)	w0=var1708(top=0xc186:1.3%)
43	0x8173d	+0x4	16136	100.0	1458	1458	VVVV	VV	4.966	347@0xc088d:1058,287@0xb45d2:806,337@0xbec0e:770,26@0x7dbbb:765,189@0x9e7af:762,297@0xb64d7:745	tail@0x81b7c:16136	b77ba301:256,0032ec49:256,f3745f00:256,0332af46:256,1731ab4b:256,c8d07cae:256	b0=var251(top=0x17:2.2%);b1=var251(top=0x74:5.0%);b2=var252(top=0xa3:3.3%);b3=var244(top=0x00:10.4%)	w0=var1390(top=0x7bb7:1.6%);w1=var1246(top=0x005f:2.2%)
157	0x98a9a	+0x4	14693	100.0	1395	1395	VVVE	VV	5.043	18@0x7be9b:993,199@0xa0631:922,66@0x855ff:885,340@0xbf435:831,64@0x85059:828,185@0x9d964:813	tail@0x99026:14693	7b8b6800:256,87ced300:256,63089100:256,dbd8b300:256,f3386800:256,ffd49900:182	b0=var125(top=0x03:4.1%);b1=var228(top=0xd8:4.3%);b2=var17(top=0x68:20.5%);b3=enum2(0x00:12160,0x01:2533)	w0=var1238(top=0x8b7b:1.7%);w1=var17(top=0x0068:20.5%)
196	0x9fbcd	+0x4	14371	100.0	1138	1138	VVVV	VV	4.991	18@0x7be9b:1113,189@0x9e7af:988,340@0xbf435:880,66@0x855ff:807,258@0xadf2c:771,33@0x7f7c4:666	tail@0xa0068:14371	fd6e0cf4:347,237754f0:256,4f6eb4ee:256,56c84dc0:256,9ff1e5c8:256,b7f9ccf6:256	b0=var249(top=0xef:3.2%);b1=var250(top=0x6e:7.0%);b2=var62(top=0x0c:6.1%);b3=var110(top=0xf6:6.1%)	w0=var1095(top=0x6efd:2.4%);w1=var745(top=0xf40c:3.6%)
168	0x9aa83	+0x4	14368	100.0	1365	1365	VVVV	VV	4.881	340@0xbf435:964,258@0xadf2c:861,337@0xbec0e:839,305@0xb78b0:795,189@0x9e7af:776,26@0x7dbbb:749	tail@0x9af16:14368	4c565ed9:256,dd4f99d7:256,0071ddd9:256,2ecd84d8:256,e368ded4:256,4144aed9:256	b0=var244(top=0xe3:6.9%);b1=var219(top=0x56:6.0%);b2=var192(top=0xde:4.8%);b3=var14(top=0xd9:19.8%)	w0=var1171(top=0x564c:2.4%);w1=var620(top=0xd9ae:2.5%)
172	0x9b68a	+0x4	12531	100.0	1093	1093	VVVV	VV	4.963	28@0x7e390:851,258@0xadf2c:760,199@0xa0631:756,305@0xb78b0:674,340@0xbf435:647,189@0x9e7af:642	tail@0x9ba72:12531	3ea0d30a:256,5a71ab03:256,6975330e:256,2b4b5300:256,b3e5c30d:256,b3ae0b0c:256	b0=var252(top=0xb3:4.2%);b1=var232(top=0xae:3.5%);b2=var30(top=0x23:12.0%);b3=var11(top=0x03:16.3%)	w0=var1039(top=0xa03e:2.0%);w1=var67(top=0x0ad3:6.8%)
333	0xbd8af	+0x4	12194	100.0	1165	1165	VVVE	VV	4.905	305@0xb78b0:766,114@0x90319:750,199@0xa0631:703,243@0xaab6a:667,64@0x85059:626,18@0x7be9b:613	tail@0xbdd16:12194	83f92800:256,07e76800:256,a7e66800:256,83df6800:125,73e99900:102,d3e46800:96	b0=var64(top=0x83:8.1%);b1=var50(top=0xf9:6.4%);b2=var17(top=0x68:18.1%);b3=enum2(0x00:10031,0x01:2163)	w0=var783(top=0xf983:2.2%);w1=var17(top=0x0068:18.1%)
184	0x9d694	+0x4	12094	100.0	856	856	VVCC	VC	4.163	340@0xbf435:1208,28@0x7e390:1166,337@0xbec0e:993,66@0x855ff:931,18@0x7be9b:885,114@0x90319:813	tail@0x9d961:12094	2a63e801:256,5ab4e801:256,50e9e801:256,eaaee801:93,a22ee801:92,4cb2e801:92	b0=var96(top=0x5a:4.8%);b1=var242(top=0xf4:3.0%);b2=0xe8;b3=0x01	w0=var833(top=0x632a:2.1%);w1=0x01e8
268	0xb0007	+0x4	12038	100.0	1112	1112	VVVV	VV	5.081	243@0xaab6a:816,28@0x7e390:796,64@0x85059:710,185@0x9d964:693,215@0xa4609:585,305@0xb78b0:479	tail@0xb0458:12038	c0c5726b:256,2ea29a29:256,191cbe6c:125,4a1cae67:96,4a1c866c:93,9c7d3e2b:92	b0=var247(top=0x4a:3.3%);b1=var251(top=0x1c:6.8%);b2=var127(top=0x3e:4.0%);b3=var202(top=0x6c:7.2%)	w0=var1073(top=0x1c4a:3.2%);w1=var916(top=0x6b72:2.1%)
174	0x9bd8f	+0x4	11742	100.0	889	889	VVCC	VC	4.233	28@0x7e390:1083,258@0xadf2c:1081,114@0x90319:941,347@0xc088d:812,337@0xbec0e:757,185@0x9d964:748	tail@0x9c08c:11742	036ce801:256,8c42e801:256,338ae801:256,0566e801:102,a924e801:92,c17de801:92	b0=var191(top=0x03:3.1%);b1=var238(top=0x64:3.1%);b2=0xe8;b3=0x01	w0=var867(top=0x6c03:2.2%);w1=0x01e8
305	0xb78b0	+0x4	10874	100.0	771	771	VVCC	VC	4.447	307@0xb8064:1290,189@0x9e7af:771,297@0xb64d7:684,28@0x7e390:581,338@0xbf128:576,199@0xa0631:546	tail@0xb7bb8:10874	b50ce801:256,40f3e801:256,100ae801:183,10ffe801:95,6000e801:93,6007e801:92	b0=var237(top=0x40:4.1%);b1=var225(top=0x09:3.5%);b2=0xe8;b3=0x01	w0=var731(top=0x0cb5:2.4%);w1=0x01e8
123	0x91a59	+0x4	10598	100.0	889	889	VVCC	VC	4.173	337@0xbec0e:1011,114@0x90319:972,66@0x855ff:944,347@0xc088d:901,64@0x85059:880,18@0x7be9b:646	tail@0x91e7f:10598	81dee801:256,4496e801:256,b9e6e801:92,c47de801:92,f62ae801:92,cceae801:92	b0=var226(top=0x56:3.4%);b1=var237(top=0x96:3.3%);b2=0xe8;b3=0x01	w0=var861(top=0xde81:2.4%);w1=0x01e8
176	0x9c10b	+0x4	10138	100.0	878	878	CCVV	CV	4.194	307@0xb8064:959,28@0x7e390:933,189@0x9e7af:821,340@0xbf435:797,18@0x7be9b:752,337@0xbec0e:714	tail@0x9c3f4:10138	e801822e:256,e801922d:92,e80177c6:92,e8010c1c:92,e8014e53:92,e801da51:92	b0=0xe8;b1=0x01;b2=var235(top=0x82:3.5%);b3=var236(top=0x27:2.7%)	w0=0x01e8;w1=var847(top=0x2e82:2.5%)
315	0xb9451	+0x4	9921	100.0	813	813	CCVV	CV	4.445	28@0x7e390:1006,337@0xbec0e:731,307@0xb8064:617,215@0xa4609:544,64@0x85059:543,157@0x98a9a:512	tail@0xb9878:9921	e80191f0:1006,e801f9fa:731,e801e9f9:617,e801c9f6:544,e80171f2:543,e80199f4:512	b0=0xe8;b1=0x01;b2=var18(top=0xe1:11.7%);b3=var10(top=0xfa:20.4%)	w0=0x01e8;w1=var25(top=0xf091:10.1%)
26	0x7dbbb	+0x4	9886	100.0	849	849	VVCC	VC	4.478	157@0x98a9a:959,66@0x855ff:687,114@0x90319:655,28@0x7e390:652,258@0xadf2c:567,185@0x9d964:518	tail@0x7dfbd:9886	9e5ae801:256,3b6be801:256,d677e801:256,13cfe801:256,183be801:94,1a0de801:92	b0=var176(top=0x9e:4.5%);b1=var242(top=0xcf:3.6%);b2=0xe8;b3=0x01	w0=var832(top=0x5a9e:2.6%);w1=0x01e8
203	0xa1484	+0x4	9820	100.0	1044	1044	VVVV	VV	5.100	258@0xadf2c:699,297@0xb64d7:584,64@0x85059:479,315@0xb9451:473,189@0x9e7af:461,66@0x855ff:445	tail@0xa1936:9820	a7993fba:256,4f91aff7:256,1790b79a:256,df915d1f:256,879e8f42:125,17903576:95	b0=var26(top=0x17:11.8%);b1=var11(top=0x91:19.4%);b2=var120(top=0x3f:5.5%);b3=var99(top=0x76:14.3%)	w0=var62(top=0x9017:7.1%);w1=var838(top=0x7635:3.0%)
287	0xb45d2	+0x4	9723	100.0	866	866	VVCC	VC	4.502	28@0x7e390:769,297@0xb64d7:686,199@0xa0631:651,189@0x9e7af:621,196@0x9fbcd:582,258@0xadf2c:541	tail@0xb497e:9723	8ab8e801:256,86aee801:256,0028e801:256,c2bee801:100,5a4fe801:94,06bee801:94	b0=var120(top=0x86:4.7%);b1=var107(top=0xbe:5.0%);b2=0xe8;b3=0x01	w0=var779(top=0xb88a:2.6%);w1=0x01e8
20	0x7c62b	+0x4	9485	100.0	857	857	CCVV	CV	4.252	114@0x90319:1277,258@0xadf2c:806,337@0xbec0e:720,185@0x9d964:712,347@0xc088d:691,18@0x7be9b:539	tail@0x7ca96:9485	e801a57c:348,e801874a:256,e801e975:182,e80131fd:155,e801d97a:99,e8019877:97	b0=0xe8;b1=0x01;b2=var220(top=0xa5:4.7%);b3=var173(top=0x77:9.9%)	w0=0x01e8;w1=var728(top=0x7ca5:3.7%)
161	0x9975a	+0x4	9482	100.0	818	818	VVCC	VC	4.372	28@0x7e390:776,337@0xbec0e:707,340@0xbf435:650,18@0x7be9b:637,64@0x85059:606,258@0xadf2c:559	tail@0x99b3a:9482	0a70e801:257,e96de801:256,da4fe801:182,9674e801:182,ae6ee801:182,7678e801:101	b0=var125(top=0x0e:5.8%);b1=var51(top=0x70:5.8%);b2=0xe8;b3=0x01	w0=var641(top=0x700a:2.7%);w1=0x01e8
243	0xaab6a	+0x4	9466	100.0	761	761	VVCC	VC	4.472	307@0xb8064:733,189@0x9e7af:698,18@0x7be9b:642,185@0x9d964:578,28@0x7e390:559,337@0xbec0e:510	tail@0xaaf3c:9466	5d91e801:274,5d9de801:274,3d93e801:257,5598e801:203,4598e801:190,9d9ee801:188	b0=var61(top=0x45:8.6%);b1=var69(top=0x9e:13.6%);b2=0xe8;b3=0x01	w0=var457(top=0x915d:2.9%);w1=0x01e8
