entry	target	observation	events	delta	shape	constant_bytes	tail_site	static_stop	insns	relevant_ops	skeleton_hash	top_ops	dispatch_ops	dispatch_hash	decode_ops	decode_hash	top_targets	decode_signature	dispatch_skeleton	skeleton
300	0xb6c36	exact	3190	+0x4	VVVV	-	0xb708a	0xb709a	249	47	64237dfe3d6f92dd	RF+0x170/4:9,RF+0x0/8:7,WF+0x170/4:5,RF+0x81/8:4,RF+0x23/4:3,WF+0x23/4:3,RF+0x71/8:2,RF+0xa/8:2,RF+0x194/1:1,IPADV+0x0:1,RIP+0x0/2:1,WF+0x60/8:1	11	37a76dff328e0402	7	42f7d981c1615153	258@0xadf2c:517,220@0xa522e:355,183@0x9d495:268,337@0xbec0e:262,333@0xbd8af:262,185@0x9d964:260	IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:sub;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:sub;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r12;RF+0x60/8:mov	RF+0x81/8:mov;WF+0x170/4:and;RF+0x81/8:mov;RF+0x170/4:and;RF+0x0/8:cmp;RF+0x194/1:mov;RF+0x170/4:sub;RF+0x0/8:cmp;RF+0x81/8:mov;RF+0x23/4:mov;WF+0x23/4:and;WF+0x23/4:add;RF+0x71/8:sub;RF+0x170/4:or;RF+0x0/8:cmp;WF+0x170/4:and;RF+0x170/4:and;RF+0x0/8:cmp;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:add;RF+0x23/4:add;WF+0x170/4:sub;WF+0x23/4:and;WF+0x60/8:mov;RF+0x170/4:xor;RF+0x170/4:xor;RF+0x0/8:cmp;RF+0x0/8:cmp;RF+0x71/8:sub;RF+0x23/4:mov;WF+0x170/4:or;RF+0x81/8:mov;RF+0x170/4:add;RF+0x0/8:cmp;RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:sub;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r12;RF+0x60/8:mov
301	0xb708d	exact	4380	+0x5	CCCVV	b0=0x00,b1=0x3d,b2=0x01	0xb7583	0xb7593	277	40	abc702aafaf43234	RF+0x81/8:5,WF+0x23/4:4,RF+0x170/4:3,RF+0x0/8:3,RF+0xa/8:3,RF+0x60/8:2,RF+0x23/4:2,WF+0x170/4:2,WF+0x71/8:2,WF+0x60/8:1,WF+0x0/8:1,RF+0x71/8:1	10	55c67d9dd50df2f2	7	2c3abb7d7eeede72	160@0x994cf:954,198@0xa037e:729,173@0x9ba74:669,352@0xc1ec4:627,256@0xad849:458,144@0x95887:350	IPADV+0x3;RIP+0x3/2:movzx;RF+0x170/4:sub;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:movzx;RF+0x170/4:sub;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r8	RF+0x60/8:mov;WF+0x60/8:mov;RF+0x23/4:mov;WF+0x170/4:and;RF+0x170/4:add;RF+0x0/8:cmp;WF+0x23/4:add;RF+0x81/8:mov;RF+0x0/8:mov;WF+0x0/8:mov;RF+0x81/8:mov;RF+0x81/8:mov;RF+0x81/8:mov;RF+0x60/8:mov;WF+0x71/8:mov;RF+0x23/4:mov;RF+0x170/4:add;RF+0x0/8:cmp;WF+0x23/4:add;WF+0x23/4:sub;RF+0x81/8:mov;WF+0x23/4:or;RF+0x71/8:mov;WF+0x71/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/1:movzx;RF+0xa/8:mov;IPADV+0x1;RIP+0x1/2:mov;RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:movzx;RF+0x170/4:sub;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r8
302	0xb7586	sampled_backedge	109	-0x40	sampled	-	0xb7699	0xb76a9	64	12	846056db3888fe7b	RF+0xa/8:2,WF+0xa/8:2,IPADV+0x0:1,RIP+0x0/2:1,RF+0x10f/8:1,TDYN:1,RTdyn/8:1,IPADV+0x4:1,RIP+0x4/4:1,JMP:1	12	846056db3888fe7b	8	4a042b7983205ed0	171@0x9b4b3:70,165@0x9a24c:35,354@0xc2241:4	IPADV+0x0;RIP+0x0/2:mov;TDYN;RTdyn/8:mov;IPADV+0x4;RIP+0x4/4:mov;WF+0xa/8:sub;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:mov;RF+0x10f/8:mov;TDYN;RTdyn/8:mov;RF+0xa/8:mov;IPADV+0x4;RIP+0x4/4:mov;WF+0xa/8:sub;WF+0xa/8:add;JMP:r12	RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:mov;RF+0x10f/8:mov;TDYN;RTdyn/8:mov;RF+0xa/8:mov;IPADV+0x4;RIP+0x4/4:mov;WF+0xa/8:sub;WF+0xa/8:add;JMP:r12
303	0xb769c	unobserved	0	-	-	-	0xb78ad	0xb78bd	125	28	1cac1fbb4b804dca	RF+0xa/8:6,IPADV+0x2:2,RIP+0x2/2:2,IPADV+0x0:2,RIP+0x0/2:2,RF+0x170/4:2,WF+0x1dc/4:1,IPADV+0x4:1,RIP+0x4/2:1,RF+0x0/8:1,IPADV+0x6:1,RIP+0x6/2:1	8	272ea23932fab464	5	812c38cb96f9e6d5		IPADV+0x0;RIP+0x0/2:movzx;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r9	RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:mov;WF+0x1dc/4:mov;RF+0xa/8:mov;RF+0xa/8:mov;IPADV+0x4;RIP+0x4/2:movzx;RF+0x170/4:add;IPADV+0x2;RF+0x0/8:cmp;RIP+0x2/2:movzx;RF+0xa/8:mov;IPADV+0x6;RIP+0x6/2:movzx;RF+0x170/4:mov;WF+0x23/4:add;RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r9
304	0xb7717	unobserved	0	-	-	-	0xb78ad	0xb78bd	88	21	7ddaa479cc875cc0	RF+0xa/8:4,RF+0x170/4:2,IPADV+0x4:1,RIP+0x4/2:1,IPADV+0x2:1,RF+0x0/8:1,RIP+0x2/2:1,IPADV+0x6:1,RIP+0x6/2:1,WF+0x23/4:1,RF+0x10f/8:1,IPADV+0x0:1	8	272ea23932fab464	5	812c38cb96f9e6d5		IPADV+0x0;RIP+0x0/2:movzx;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r9	RF+0xa/8:mov;RF+0xa/8:mov;IPADV+0x4;RIP+0x4/2:movzx;RF+0x170/4:add;IPADV+0x2;RF+0x0/8:cmp;RIP+0x2/2:movzx;RF+0xa/8:mov;IPADV+0x6;RIP+0x6/2:movzx;RF+0x170/4:mov;WF+0x23/4:add;RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r9
305	0xb78b0	exact	10873	+0x4	VVCC	b2=0xe8,b3=0x01	0xb7bb8	0xb7bc8	173	29	063509209106de06	RF+0x81/8:5,RF+0x170/4:4,WF+0x23/4:3,RF+0x194/1:2,RF+0xa/8:2,RF+0x0/8:2,RF+0x23/4:1,IPADV+0x2:1,RIP+0x2/2:1,RF+0x10f/8:1,IPADV+0x0:1,RIP+0x0/2:1	10	797757e4ba7acd88	7	a5d0d63f903940f7	307@0xb8064:1290,189@0x9e7af:771,297@0xb64d7:684,28@0x7e390:581,338@0xbf128:576,199@0xa0631:546	IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:add;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:add;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rax	RF+0x81/8:mov;RF+0x170/4:mov;WF+0x23/4:and;RF+0x194/1:mov;RF+0x23/4:mov;RF+0x81/8:mov;WF+0x23/4:and;WF+0x23/4:add;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:mov;RF+0x170/4:or;RF+0x0/8:cmp;RF+0x81/8:mov;RF+0x81/8:mov;RF+0x194/1:mov;RF+0x81/8:mov;RF+0x170/4:xor;RF+0x0/8:cmp;RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:add;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rax
306	0xb7bba	unobserved	0	-	-	-	0xb8062	0xb8072	258	38	85ff65f11942ebf6	RF+0x23/4:6,WF+0x170/4:5,RF+0x81/8:5,WF+0x23/4:5,RF+0x170/4:3,RF+0xa/8:2,RF+0x0/8:1,WF+0x16f/1:1,IPADV+0x0:1,RIP+0x0/4:1,WF+0x0/8:1,IPADV+0x4:1	10	7269f593c726206d	7	e680d879fc3c7b7c		IPADV+0x4;RIP+0x4/2:movzx;RF+0x170/4:xor;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x4;RIP+0x4/2:movzx;RF+0x10f/8:mov;RF+0x170/4:xor;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rbx	RF+0x23/4:mov;WF+0x170/4:add;RF+0x81/8:mov;WF+0x23/4:and;RF+0x23/4:mov;WF+0x23/4:add;RF+0x81/8:mov;RF+0x23/4:mov;WF+0x170/4:and;WF+0x23/4:xor;RF+0x23/4:mov;RF+0x81/8:mov;WF+0x170/4:and;RF+0x81/8:mov;WF+0x23/4:and;RF+0x170/4:add;RF+0x81/8:mov;RF+0x0/8:cmp;RF+0x23/4:mov;WF+0x170/4:and;WF+0x16f/1:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/4:mov;RF+0x170/4:xor;RF+0x23/4:xor;WF+0x23/4:or;WF+0x0/8:mov;RF+0xa/8:mov;IPADV+0x4;RIP+0x4/2:movzx;RF+0x10f/8:mov;RF+0x170/4:xor;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rbx
307	0xb8064	exact	24092	+0x3	VVV	-	0xb837a	0xb838a	176	30	066ded1aa6b8618d	RF+0x0/8:4,RF+0x23/4:4,RF+0x170/4:3,WF+0x170/4:3,RF+0x194/1:2,RF+0xa/8:2,RF+0x81/8:1,IPADV+0x0:1,RIP+0x0/1:1,WF+0x23/4:1,WF+0x194/1:1,RF+0x10f/8:1	8	f0653a78b41cad64	5	1d83ccfc185de880	114@0x90319:1754,176@0x9c10b:1332,189@0x9e7af:1165,337@0xbec0e:1159,258@0xadf2c:1055,340@0xbf435:1046	IPADV+0x1;RIP+0x1/2:movzx;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x1;RIP+0x1/2:movzx;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rcx	RF+0x170/4:and;RF+0x0/8:cmp;RF+0x194/1:mov;RF+0x81/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/1:movzx;RF+0x23/4:sub;WF+0x170/4:xor;WF+0x23/4:and;WF+0x194/1:mov;RF+0x194/1:mov;RF+0x170/4:or;RF+0x0/8:cmp;RF+0x23/4:mov;WF+0x170/4:and;RF+0x23/4:mov;RF+0x0/8:cmp;RF+0x170/4:add;RF+0x0/8:cmp;RF+0x23/4:mov;WF+0x170/4:xor;RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x1;RIP+0x1/2:movzx;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rcx
308	0xb837c	sampled_backedge	246	-0x51a4	sampled	-	0xb84a4	0xb84b4	68	13	d5604b4e2772faa4	RF+0xa/8:3,WF+0xa/8:2,IPADV+0x0:1,RIP+0x0/2:1,RF+0x10f/8:1,TDYN:1,RTdyn/8:1,IPADV+0x4:1,RIP+0x4/4:1,JMP:1	13	d5604b4e2772faa4	8	4a042b7983205ed0	171@0x9b4b3:226,354@0xc2241:20	IPADV+0x0;RIP+0x0/2:mov;TDYN;RTdyn/8:mov;IPADV+0x4;RIP+0x4/4:mov;WF+0xa/8:sub;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:mov;RF+0x10f/8:mov;TDYN;RTdyn/8:mov;RF+0xa/8:mov;IPADV+0x4;RIP+0x4/4:mov;WF+0xa/8:sub;WF+0xa/8:add;JMP:r10;RF+0xa/8:mov	RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:mov;RF+0x10f/8:mov;TDYN;RTdyn/8:mov;RF+0xa/8:mov;IPADV+0x4;RIP+0x4/4:mov;WF+0xa/8:sub;WF+0xa/8:add;JMP:r10;RF+0xa/8:mov
309	0xb84a7	unobserved	0	-	-	-	0xb86f5	0xb8705	140	27	cdcb0dc7d2bc5630	RF+0xa/8:4,WF+0x23/4:4,IPADV+0x0:3,RIP+0x0/4:2,RF+0x194/1:2,RF+0x23/4:2,WF+0x1dc/4:1,RF+0x71/8:1,RIP+0x0/2:1,IPADV+0x2:1,RIP+0x2/2:1,RF+0x10f/8:1	8	2d51551f41dd3b72	5	51497f6f408ca9ed		IPADV+0x2;RIP+0x2/2:mov;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:mov;RF+0x10f/8:mov;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r13	RF+0xa/8:mov;IPADV+0x0;RIP+0x0/4:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/4:mov;WF+0x1dc/4:mov;RF+0x71/8:sub;RF+0x194/1:mov;RF+0x23/4:mov;WF+0x23/4:xor;WF+0x23/4:add;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x23/4:mov;WF+0x23/4:xor;WF+0x23/4:xor;RF+0x194/1:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:mov;RF+0x10f/8:mov;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r13
310	0xb8556	exact	1614	+0x4	CCEE	b0=0xe8,b1=0x01	0xb86f5	0xb8705	86	20	9aefe152ffa4a838	WF+0x23/4:4,RF+0x194/1:2,RF+0x23/4:2,RF+0xa/8:2,RF+0x71/8:1,IPADV+0x0:1,RIP+0x0/2:1,IPADV+0x2:1,RIP+0x2/2:1,RF+0x10f/8:1,TDYN:1,RTdyn/8:1	8	2d51551f41dd3b72	5	51497f6f408ca9ed	165@0x9a24c:666,354@0xc2241:566,171@0x9b4b3:382	IPADV+0x2;RIP+0x2/2:mov;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:mov;RF+0x10f/8:mov;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r13	RF+0x71/8:sub;RF+0x194/1:mov;RF+0x23/4:mov;WF+0x23/4:xor;WF+0x23/4:add;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x23/4:mov;WF+0x23/4:xor;WF+0x23/4:xor;RF+0x194/1:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:mov;RF+0x10f/8:mov;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r13
311	0xb86f8	central_or_long	384	+0xa	sampled	-	0xb8b3f	0xb8b4f	253	51	ce9101c853ab4b57	RF+0xa/8:6,RF+0x194/1:4,RF+0x81/8:4,WF+0x170/4:3,IPADV+0x0:2,RF+0x0/8:2,RF+0x60/8:2,WF+0x71/8:2,RF+0x170/4:2,WF+0x23/4:2,RF+0x23/4:2,RF+0x71/8:2	11	a92eb36510f4ce60	7	b89e81c56a6a12a1	169@0x9af18:192,310@0xb8556:190,42@0x815ea:2	IPADV+0x3;RIP+0x3/2:movzx;RF+0x170/4:xor;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:movzx;RF+0x10f/8:mov;RF+0x170/4:xor;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r8;RF+0x81/8:mov	RF+0xa/8:mov;IPADV+0x6;RIP+0x6/4:mov;RF+0xa/8:mov;IPADV+0x4;RIP+0x4/2:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/4:mov;WF+0x1dc/4:mov;RF+0x194/1:mov;RF+0x81/8:mov;WF+0x170/4:sub;RF+0x0/8:mov;WF+0x0/8:mov;RF+0x81/8:mov;RF+0x60/8:mov;WF+0x60/8:mov;RF+0x81/8:mov;RF+0x0/8:mov;RF+0x194/1:mov;RF+0x60/8:mov;RF+0x194/1:mov;WF+0x71/8:mov;RF+0x170/4:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/1:movzx;RF+0xa/8:mov;IPADV+0x1;RIP+0x1/2:mov;WF+0x23/4:sub;WF+0x23/4:or;RF+0x194/1:mov;RF+0x23/4:mov;WF+0x170/4:sub;RF+0x71/8:mov;WF+0x71/8:mov;RF+0x23/4:mov;RF+0x71/8:add;RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:movzx;RF+0x10f/8:mov;RF+0x170/4:xor;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r8;RF+0x81/8:mov
312	0xb87aa	unobserved	0	-	-	-	0xb8b3f	0xb8b4f	205	41	3defada9135cbbb9	RF+0x194/1:4,RF+0x81/8:4,WF+0x170/4:3,RF+0xa/8:3,RF+0x0/8:2,RF+0x60/8:2,WF+0x71/8:2,RF+0x170/4:2,WF+0x23/4:2,RF+0x23/4:2,RF+0x71/8:2,WF+0x0/8:1	11	a92eb36510f4ce60	7	b89e81c56a6a12a1		IPADV+0x3;RIP+0x3/2:movzx;RF+0x170/4:xor;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:movzx;RF+0x10f/8:mov;RF+0x170/4:xor;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r8;RF+0x81/8:mov	RF+0x194/1:mov;RF+0x81/8:mov;WF+0x170/4:sub;RF+0x0/8:mov;WF+0x0/8:mov;RF+0x81/8:mov;RF+0x60/8:mov;WF+0x60/8:mov;RF+0x81/8:mov;RF+0x0/8:mov;RF+0x194/1:mov;RF+0x60/8:mov;RF+0x194/1:mov;WF+0x71/8:mov;RF+0x170/4:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/1:movzx;RF+0xa/8:mov;IPADV+0x1;RIP+0x1/2:mov;WF+0x23/4:sub;WF+0x23/4:or;RF+0x194/1:mov;RF+0x23/4:mov;WF+0x170/4:sub;RF+0x71/8:mov;WF+0x71/8:mov;RF+0x23/4:mov;RF+0x71/8:add;RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:movzx;RF+0x10f/8:mov;RF+0x170/4:xor;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r8;RF+0x81/8:mov
313	0xb8b42	exact	4	+0x5	CCCCC	b0=0x3d,b1=0x01,b2=0x7e,b3=0x59,b4=0xff	0xb8fcc	0xb8fdc	253	55	2dabe97ee17d83d2	RF+0x170/4:7,WF+0x170/4:6,RF+0x23/4:5,WF+0x23/4:5,RF+0x0/8:4,RF+0x81/8:3,RF+0x194/1:3,RF+0xa/8:3,RF+0x60/8:2,RF+0x71/8:2,WF+0x71/8:2,WF+0x60/8:1	10	52a9d815db16de8d	7	841feaa99de4d722	352@0xc1ec4:4	IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:add;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:add;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r14	RF+0x81/8:mov;RF+0x81/8:mov;RF+0x23/4:mov;RF+0x60/8:mov;WF+0x170/4:sub;WF+0x60/8:mov;RF+0x194/1:mov;RF+0x170/4:and;RF+0x0/8:cmp;RF+0x71/8:xor;RF+0x194/1:mov;RF+0x81/8:mov;RF+0x170/4:add;RF+0x0/8:cmp;WF+0x170/4:or;RF+0x0/8:mov;WF+0x0/8:mov;RF+0x170/4:mov;WF+0x23/4:sub;RF+0x170/4:mov;RF+0x0/8:mov;RF+0x60/8:mov;WF+0x23/4:xor;RF+0x194/1:mov;WF+0x71/8:mov;RF+0x170/4:mov;WF+0x23/4:sub;RF+0x23/4:mov;WF+0x170/4:xor;RF+0x23/4:mov;WF+0x170/4:and;RF+0x71/8:mov;RF+0x23/4:mov;WF+0x23/4:add;WF+0x23/4:sub;WF+0x71/8:mov;RF+0x23/4:mov;WF+0x170/4:xor;RF+0xa/8:mov;IPADV+0x4;RIP+0x4/1:movzx;RF+0x170/4:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:mov;RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:add;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r14
314	0xb8fcf	sampled_long_or_sparse	1	+0xa	sampled	-	0xb944f	0xb945f	254	35	8046cded3ec46a6c	RF+0x170/4:5,WF+0x23/4:5,RF+0xa/8:3,RF+0x81/8:2,RF+0x71/8:2,RF+0x0/8:2,IPADV+0x0:2,WF+0x170/4:2,RF+0x23/4:1,RIP+0x0/4:1,RIP+0x0/8:1,WF+0x60/8:1	9	9da077b079ec81f7	6	2a352c7e586af729	189@0x9e7af:1	IPADV+0x8;RIP+0x8/2:movzx;RF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x8;RIP+0x8/2:movzx;RF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rcx	RF+0x170/4:mov;RF+0x81/8:mov;WF+0x23/4:xor;RF+0x23/4:mov;WF+0x23/4:add;WF+0x23/4:add;RF+0x71/8:add;RF+0x71/8:add;RF+0x0/8:cmp;RF+0x170/4:or;RF+0x0/8:cmp;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/4:mov;RF+0x170/4:xor;WF+0x170/4:sub;WF+0x23/4:sub;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/8:mov;WF+0x60/8:mov;RF+0x194/1:mov;RF+0x170/4:mov;WF+0x23/4:add;RF+0x81/8:mov;WF+0x170/4:add;RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x8;RIP+0x8/2:movzx;RF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rcx
315	0xb9451	exact	9920	+0x4	CCVV	b0=0xe8,b1=0x01	0xb9878	0xb9888	222	29	000288de2944ea56	WF+0x170/4:5,RF+0x23/4:3,RF+0x81/8:3,RF+0x71/8:2,RF+0x194/1:2,RF+0xa/8:2,RF+0x170/4:1,RF+0x0/8:1,WF+0x23/4:1,IPADV+0x0:1,RIP+0x0/2:1,IPADV+0x2:1	9	2c680d76fd4ba859	6	b9418f3062543231	28@0x7e390:1006,337@0xbec0e:731,307@0xb8064:617,215@0xa4609:544,64@0x85059:543,157@0x98a9a:512	IPADV+0x2;RIP+0x2/2:movzx;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x10f/8:mov;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r12	RF+0x170/4:xor;RF+0x0/8:cmp;RF+0x23/4:mov;RF+0x81/8:mov;WF+0x170/4:and;RF+0x23/4:mov;WF+0x170/4:xor;WF+0x23/4:xor;RF+0x71/8:sub;WF+0x170/4:sub;RF+0x194/1:mov;RF+0x194/1:mov;RF+0x81/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:mov;RF+0x23/4:mov;WF+0x170/4:xor;RF+0x71/8:sub;RF+0x81/8:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x10f/8:mov;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r12
316	0xb987b	sampled_backedge	447	-0x3c4	sampled	-	0xba0cc	0xba0dc	468	18	ff55e84ada35aa97	RF+0xa/8:4,WF+0xa/8:2,IPADV+0x8:1,RIP+0x8/2:1,IPADV+0xa:1,RIP+0xa/1:1,IPADV+0x0:1,RIP+0x0/2:1,RF+0x10f/8:1,TDYN:1,RTdyn/8:1,IPADV+0x4:1	12	a18b4ce0e63e043d	8	4a042b7983205ed0	165@0x9a24c:258,354@0xc2241:95,171@0x9b4b3:94	IPADV+0x0;RIP+0x0/2:mov;TDYN;RTdyn/8:mov;IPADV+0x4;RIP+0x4/4:mov;WF+0xa/8:sub;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:mov;RF+0x10f/8:mov;TDYN;RTdyn/8:mov;RF+0xa/8:mov;IPADV+0x4;RIP+0x4/4:mov;WF+0xa/8:sub;WF+0xa/8:add;JMP:rax	RF+0xa/8:mov;IPADV+0x8;RIP+0x8/2:mov;RF+0xa/8:mov;IPADV+0xa;RIP+0xa/1:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:mov;RF+0x10f/8:mov;TDYN;RTdyn/8:mov;RF+0xa/8:mov;IPADV+0x4;RIP+0x4/4:mov;WF+0xa/8:sub;WF+0xa/8:add;JMP:rax
