entry	target	observation	events	delta	shape	constant_bytes	tail_site	static_stop	insns	relevant_ops	skeleton_hash	top_ops	dispatch_ops	dispatch_hash	decode_ops	decode_hash	top_targets	decode_signature	dispatch_skeleton	skeleton
17	0x7bae9	exact	758	+0x5	VVEVV	-	0x7be98	0x7bea8	202	42	a0bf988d82e0c2b0	WF+0x23/4:7,RF+0x170/4:5,RF+0x23/4:4,WF+0x170/4:4,RF+0xa/8:3,RF+0x0/8:3,RF+0x81/8:2,RF+0x194/1:1,WF+0x16f/1:1,IPADV+0x0:1,RIP+0x0/2:1,IPADV+0x2:1	10	018722ee4d0fe2c1	7	41a3fc785dc722bf	300@0xb6c36:256,122@0x9170d:150,28@0x7e390:132,18@0x7be9b:31,92@0x8b8cb:31,200@0xa0a9e:30	IPADV+0x3;RIP+0x3/2:movzx;RF+0x170/4:sub;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:movzx;RF+0x170/4:sub;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r14	RF+0x81/8:mov;WF+0x23/4:xor;RF+0x23/4:mov;WF+0x170/4:or;RF+0x194/1:mov;WF+0x16f/1:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;RF+0x23/4:add;WF+0x170/4:and;WF+0x23/4:sub;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/1:mov;WF+0x0/8:mov;WF+0x23/4:and;WF+0x170/4:xor;RF+0x23/4:mov;WF+0x23/4:sub;WF+0x23/4:add;RF+0x170/4:sub;RF+0x0/8:cmp;RF+0x170/4:sub;RF+0x0/8:cmp;RF+0x170/4:sub;RF+0x0/8:cmp;RF+0x23/4:mov;RF+0x81/8:mov;WF+0x23/4:and;WF+0x23/4:add;RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:movzx;RF+0x170/4:sub;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r14
18	0x7be9b	exact	25445	+0x3	VVV	-	0x7c308	0x7c318	242	41	ca5139bf04d33cd0	RF+0x23/4:7,WF+0x23/4:6,RF+0x194/1:5,WF+0x170/4:4,RF+0x170/4:3,RF+0x0/8:2,RF+0xa/8:2,RF+0x81/8:1,RF+0x71/8:1,IPADV+0x2:1,RIP+0x2/1:1,WF+0x194/1:1	10	0c974b707677cf0e	7	4b867e8bf93e37d5	114@0x90319:1729,189@0x9e7af:1579,347@0xc088d:1461,258@0xadf2c:1384,337@0xbec0e:1249,174@0x9bd8f:1212	IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:sub;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x10f/8:mov;RF+0x170/4:sub;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rsi	RF+0x23/4:mov;RF+0x194/1:mov;RF+0x81/8:mov;RF+0x23/4:mov;WF+0x23/4:or;WF+0x23/4:add;RF+0x23/4:mov;WF+0x170/4:and;WF+0x170/4:sub;RF+0x194/1:mov;RF+0x194/1:mov;RF+0x23/4:mov;WF+0x170/4:and;RF+0x194/1:mov;RF+0x0/8:cmp;RF+0x71/8:sub;RF+0x23/4:mov;WF+0x23/4:add;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/1:movzx;RF+0x170/4:add;RF+0x23/4:xor;WF+0x23/4:sub;WF+0x194/1:mov;RF+0x194/1:mov;RF+0x170/4:add;RF+0x0/8:cmp;RF+0x23/4:mov;WF+0x23/4:sub;WF+0x23/4:or;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x10f/8:mov;RF+0x170/4:sub;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rsi
19	0x7c30a	unobserved	0	-	-	-	0x7c628	0x7c638	176	33	7ad07c20a87be155	RF+0xa/8:8,IPADV+0x4:2,IPADV+0x2:2,RIP+0x4/2:2,RIP+0x2/2:2,RF+0x81/8:1,IPADV+0x9:1,RIP+0x9/2:1,RF+0x199/8:1,IPADV+0x8:1,RIP+0x8/1:1,IPADV+0x0:1	10	1982b4994db57776	7	497eef6a4fbe79a5		IPADV+0x6;RIP+0x6/2:movzx;RF+0x170/4:sub;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x6;RIP+0x6/2:movzx;RF+0x170/4:sub;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r12	RF+0x81/8:mov;RF+0xa/8:mov;RF+0xa/8:mov;IPADV+0x4;IPADV+0x2;RIP+0x4/2:movzx;RIP+0x2/2:movzx;RF+0xa/8:mov;IPADV+0x9;RIP+0x9/2:mov;RF+0x199/8:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0xa/8:mov;IPADV+0x4;RIP+0x4/2:movzx;RF+0xa/8:mov;IPADV+0x8;RIP+0x8/1:movzx;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:mov;RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x6;RIP+0x6/2:movzx;RF+0x170/4:sub;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r12
20	0x7c62b	exact	9482	+0x4	CCVV	b0=0xe8,b1=0x01	0x7ca96	0x7caa6	241	36	07bdf869118cecf7	WF+0x170/4:6,RF+0x23/4:4,RF+0x81/8:3,WF+0x23/4:3,RF+0x0/8:3,RF+0xa/8:3,RF+0x170/4:3,RF+0x194/1:2,IPADV+0x0:1,RIP+0x0/2:1,RF+0x10f/8:1,IPADV+0x2:1	11	940bf6a47f3b3118	7	26b3faf10f20df43	114@0x90319:1276,258@0xadf2c:806,337@0xbec0e:719,185@0x9d964:712,347@0xc088d:691,18@0x7be9b:538	IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:xor;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:xor;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rcx;RF+0xa/8:mov	RF+0x194/1:mov;RF+0x81/8:mov;RF+0x81/8:mov;RF+0x23/4:mov;WF+0x170/4:or;WF+0x170/4:sub;RF+0x23/4:mov;RF+0x194/1:mov;WF+0x23/4:xor;WF+0x23/4:and;RF+0x0/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:mov;RF+0x23/4:mov;WF+0x170/4:sub;WF+0x170/4:or;RF+0x81/8:mov;RF+0x170/4:and;RF+0x0/8:cmp;RF+0x23/4:mov;WF+0x170/4:sub;RF+0x170/4:mov;WF+0x23/4:or;RF+0x0/8:cmp;RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:xor;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rcx;RF+0xa/8:mov
21	0x7ca98	unobserved	0	-	-	-	0x7d004	0x7d014	319	59	4287b9ba656a0463	RF+0x81/8:6,RF+0xa/8:5,WF+0x23/4:5,RF+0x194/1:4,RF+0x23/4:4,RF+0x0/8:4,WF+0x170/4:4,IPADV+0x0:3,RF+0x170/4:3,RIP+0x0/4:2,RF+0x60/8:2,WF+0x71/8:2	11	4b42c42d2258ae4b	7	5f46f8d98c5feb4e		IPADV+0x3;RIP+0x3/2:movzx;RF+0x170/4:add;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:movzx;RF+0x10f/8:mov;RF+0x170/4:add;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r14;RF+0x71/8:sub	RF+0xa/8:mov;IPADV+0x0;RIP+0x0/4:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/4:mov;WF+0x1dc/4:mov;RF+0x60/8:mov;RF+0x194/1:mov;WF+0x60/8:mov;RF+0x23/4:mov;RF+0x0/8:mov;WF+0x23/4:xor;WF+0x23/4:add;WF+0x0/8:mov;RF+0x81/8:mov;RF+0x23/4:mov;WF+0x170/4:sub;WF+0x170/4:and;RF+0x0/8:mov;RF+0x81/8:mov;RF+0x60/8:mov;RF+0x194/1:mov;WF+0x71/8:mov;RF+0x81/8:mov;RF+0x23/4:mov;WF+0x170/4:or;RF+0x194/1:mov;RF+0x170/4:xor;RF+0x0/8:cmp;RF+0x81/8:mov;RF+0x170/4:mov;WF+0x23/4:and;RF+0x81/8:mov;RF+0x71/8:mov;WF+0x71/8:mov;RF+0x81/8:mov;RF+0x23/4:mov;WF+0x23/4:add;WF+0x23/4:or;RF+0x194/1:mov;RF+0x0/8:cmp;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/1:movzx;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:mov;RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:movzx;RF+0x10f/8:mov;RF+0x170/4:add;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r14;RF+0x71/8:sub
22	0x7cb43	unobserved	0	-	-	-	0x7d004	0x7d014	265	52	49b234fe0185946d	RF+0x81/8:6,WF+0x23/4:5,RF+0x194/1:4,RF+0x23/4:4,RF+0x0/8:4,WF+0x170/4:4,RF+0x170/4:3,RF+0xa/8:3,RF+0x60/8:2,WF+0x71/8:2,RF+0x71/8:2,WF+0x60/8:1	11	4b42c42d2258ae4b	7	5f46f8d98c5feb4e		IPADV+0x3;RIP+0x3/2:movzx;RF+0x170/4:add;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:movzx;RF+0x10f/8:mov;RF+0x170/4:add;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r14;RF+0x71/8:sub	RF+0x60/8:mov;RF+0x194/1:mov;WF+0x60/8:mov;RF+0x23/4:mov;RF+0x0/8:mov;WF+0x23/4:xor;WF+0x23/4:add;WF+0x0/8:mov;RF+0x81/8:mov;RF+0x23/4:mov;WF+0x170/4:sub;WF+0x170/4:and;RF+0x0/8:mov;RF+0x81/8:mov;RF+0x60/8:mov;RF+0x194/1:mov;WF+0x71/8:mov;RF+0x81/8:mov;RF+0x23/4:mov;WF+0x170/4:or;RF+0x194/1:mov;RF+0x170/4:xor;RF+0x0/8:cmp;RF+0x81/8:mov;RF+0x170/4:mov;WF+0x23/4:and;RF+0x81/8:mov;RF+0x71/8:mov;WF+0x71/8:mov;RF+0x81/8:mov;RF+0x23/4:mov;WF+0x23/4:add;WF+0x23/4:or;RF+0x194/1:mov;RF+0x0/8:cmp;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/1:movzx;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:mov;RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:movzx;RF+0x10f/8:mov;RF+0x170/4:add;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r14;RF+0x71/8:sub
23	0x7d007	unobserved	0	-	-	-	0x7d5e9	0x7d5f9	329	44	0932ff2d8891d533	WF+0x170/4:5,RF+0x0/8:5,RF+0x81/8:4,RF+0x71/8:3,RF+0xa/8:3,RF+0x23/4:2,RF+0x60/8:2,RF+0x194/1:2,WF+0x71/8:2,RF+0x170/4:2,WF+0x23/4:1,WF+0x0/8:1	10	0141b3a6772e1af7	7	ea2da67f1cdf8dcd		IPADV+0x3;RIP+0x3/2:movzx;RF+0x170/4:add;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x3;RF+0x10f/8:mov;RIP+0x3/2:movzx;RF+0x170/4:add;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r9	RF+0x71/8:sub;WF+0x23/4:and;RF+0x23/4:mov;WF+0x170/4:xor;WF+0x170/4:or;RF+0x71/8:sub;RF+0x0/8:cmp;RF+0x23/4:mov;WF+0x170/4:sub;RF+0x81/8:mov;WF+0x170/4:add;RF+0x81/8:mov;RF+0x0/8:mov;WF+0x0/8:mov;RF+0x81/8:mov;RF+0x60/8:mov;RF+0x0/8:cmp;WF+0x60/8:mov;RF+0x0/8:mov;RF+0x194/1:mov;RF+0x60/8:mov;RF+0x194/1:mov;WF+0x71/8:mov;RF+0x71/8:mov;RF+0x81/8:mov;WF+0x71/8:mov;RF+0xa/8:mov;RF+0x170/4:or;RF+0x0/8:cmp;IPADV+0x2;RIP+0x2/1:movzx;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:mov;RF+0xa/8:mov;IPADV+0x3;RF+0x10f/8:mov;RIP+0x3/2:movzx;RF+0x170/4:add;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r9
24	0x7d5ec	unobserved	0	-	-	-	0x7d93f	0x7d94f	191	33	cec5cba6ebaefefd	RF+0xa/8:8,IPADV+0x0:2,RIP+0x0/2:2,IPADV+0x4:2,RIP+0x4/2:2,RF+0x23/4:1,WF+0x23/4:1,IPADV+0x9:1,RIP+0x9/2:1,RF+0x199/8:1,IPADV+0x6:1,RIP+0x6/1:1	9	ee7ccfe2012581a0	6	4411160a363bc714		IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x10f/8:mov;RF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rcx	RF+0x23/4:mov;WF+0x23/4:sub;RF+0xa/8:mov;IPADV+0x0;RF+0xa/8:mov;RIP+0x0/2:movzx;IPADV+0x4;RIP+0x4/2:movzx;RF+0xa/8:mov;IPADV+0x9;RIP+0x9/2:mov;RF+0x199/8:mov;RF+0xa/8:mov;IPADV+0x0;RF+0xa/8:mov;IPADV+0x4;RIP+0x0/2:movzx;RIP+0x4/2:movzx;RF+0xa/8:mov;IPADV+0x6;RIP+0x6/1:movzx;RF+0xa/8:mov;IPADV+0x7;RIP+0x7/2:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x10f/8:mov;RF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rcx
25	0x7d941	unobserved	0	-	-	-	0x7dbb8	0x7dbc8	140	37	00dccc66a23e1104	RF+0xa/8:8,RF+0x170/4:3,RF+0x71/8:2,IPADV+0x7:2,IPADV+0x0:2,RIP+0x0/2:2,RIP+0x7/2:2,WF+0x23/4:1,IPADV+0x9:1,RIP+0x9/2:1,RF+0x199/8:1,IPADV+0x6:1	11	49c6cdd75ca59513	8	ddd6738c7f38128e		IPADV+0x4;RIP+0x4/2:movzx;RF+0x170/4:add;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;RF+0x170/4:mov	RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x4;RIP+0x4/2:movzx;RF+0x170/4:add;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r12;RF+0x170/4:mov	RF+0x170/4:mov;RF+0x71/8:sub;WF+0x23/4:xor;RF+0x71/8:sub;RF+0xa/8:mov;RF+0xa/8:mov;IPADV+0x7;IPADV+0x0;RIP+0x0/2:movzx;RIP+0x7/2:movzx;RF+0xa/8:mov;IPADV+0x9;RIP+0x9/2:mov;RF+0x199/8:mov;RF+0xa/8:mov;IPADV+0x7;RIP+0x7/2:movzx;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0xa/8:mov;IPADV+0x6;RIP+0x6/1:movzx;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:mov;RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x4;RIP+0x4/2:movzx;RF+0x170/4:add;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r12;RF+0x170/4:mov
26	0x7dbbb	exact	9886	+0x4	VVCC	b2=0xe8,b3=0x01	0x7dfbd	0x7dfcd	216	49	684d54541fcfaedf	WF+0x23/4:13,RF+0x170/4:7,RF+0x23/4:6,WF+0x170/4:3,RF+0x0/8:3,RF+0x71/8:2,RF+0x194/1:2,RF+0x81/8:2,RF+0xa/8:2,IPADV+0x2:1,RIP+0x2/2:1,IPADV+0x0:1	10	4891ede5048eedad	7	747719a0099b2aa5	157@0x98a9a:959,66@0x855ff:687,114@0x90319:655,28@0x7e390:652,258@0xadf2c:567,185@0x9d964:518	IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x10f/8:mov;RF+0x170/4:xor;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdi	RF+0x170/4:mov;WF+0x23/4:sub;WF+0x170/4:sub;RF+0x23/4:mov;WF+0x23/4:and;WF+0x23/4:add;RF+0x71/8:sub;RF+0x170/4:mov;RF+0x194/1:mov;WF+0x23/4:xor;RF+0x23/4:mov;WF+0x23/4:or;WF+0x23/4:add;RF+0x170/4:or;RF+0x0/8:cmp;RF+0x23/4:mov;RF+0x170/4:xor;RF+0x0/8:cmp;WF+0x23/4:xor;WF+0x23/4:xor;RF+0x23/4:mov;RF+0x170/4:and;RF+0x0/8:cmp;WF+0x23/4:and;WF+0x23/4:add;RF+0x194/1:mov;RF+0x81/8:mov;RF+0xa/8:mov;RF+0x170/4:mov;IPADV+0x2;RIP+0x2/2:mov;WF+0x23/4:add;RF+0x81/8:mov;RF+0x71/8:sub;RF+0x23/4:mov;WF+0x170/4:add;RF+0x23/4:mov;WF+0x23/4:or;WF+0x23/4:and;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x10f/8:mov;RF+0x170/4:xor;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdi
27	0x7dfbf	unobserved	0	-	-	-	0x7e38d	0x7e39d	203	21	2f88746c51c9004c	WF+0x199/4:4,RF+0xa/8:3,RF+0x170/4:2,IPADV+0x3:1,RIP+0x3/2:1,IPADV+0x2:1,RIP+0x2/1:1,RF+0x10f/8:1,IPADV+0x0:1,RIP+0x0/2:1,WF+0x170/4:1,TDYN:1	11	8c8657bd4f183e64	8	86d803f2e1facb30		IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:sub;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;RF+0x170/4:mov	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:sub;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r10;RF+0x170/4:mov	RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/1:mov;WF+0x199/4:and;WF+0x199/4:and;WF+0x199/4:or;WF+0x199/4:or;RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:sub;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r10;RF+0x170/4:mov
28	0x7e390	exact	26605	+0x3	VVV	-	0x7e7ca	0x7e7da	231	40	1201e4625be8de57	WF+0x23/4:7,RF+0x23/4:7,RF+0x170/4:5,WF+0x170/4:4,RF+0x81/8:3,RF+0xa/8:2,IPADV+0x2:1,RIP+0x2/1:1,WF+0x194/1:1,RF+0x0/8:1,RF+0x194/1:1,RF+0x10f/8:1	9	8a687ef4ccaa79ac	6	32034609986144a5	347@0xc088d:2146,258@0xadf2c:1654,340@0xbf435:1637,337@0xbec0e:1601,114@0x90319:1452,189@0x9e7af:1398	IPADV+0x0;RIP+0x0/2:movzx;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r11	RF+0x170/4:mov;WF+0x23/4:xor;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/1:movzx;RF+0x170/4:add;RF+0x23/4:add;WF+0x23/4:and;WF+0x194/1:mov;RF+0x170/4:mov;WF+0x23/4:sub;RF+0x23/4:mov;WF+0x170/4:or;RF+0x23/4:mov;WF+0x23/4:add;RF+0x23/4:mov;WF+0x23/4:and;WF+0x23/4:xor;RF+0x23/4:mov;RF+0x81/8:mov;RF+0x81/8:mov;RF+0x170/4:mov;RF+0x170/4:sub;RF+0x0/8:cmp;WF+0x23/4:xor;RF+0x23/4:mov;RF+0x194/1:mov;WF+0x170/4:or;RF+0x81/8:mov;RF+0x23/4:mov;WF+0x170/4:xor;RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r11
29	0x7e7cd	unobserved	0	-	-	-	0x7ecd0	0x7ece0	298	44	02ba7480d6429064	RF+0x81/8:6,RF+0xa/8:4,RF+0x170/4:4,RF+0x23/4:4,WF+0x23/4:4,IPADV+0x2:2,IPADV+0x0:2,RIP+0x0/2:2,RF+0x194/1:2,RF+0x0/8:2,WF+0x170/4:2,RIP+0x2/4:1	9	bd9bfc556204bbec	6	d2ffd3225c84d40c		IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdi	RF+0xa/8:mov;IPADV+0x2;RIP+0x2/4:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:mov;WF+0x1dc/4:mov;RF+0x194/1:mov;RF+0x81/8:mov;RF+0x81/8:mov;RF+0x81/8:mov;RF+0x71/8:sub;RF+0x170/4:xor;RF+0x0/8:cmp;RF+0x23/4:mov;RF+0x81/8:mov;WF+0x23/4:and;RF+0x81/8:mov;RF+0x194/1:mov;RF+0x23/4:mov;RF+0x81/8:mov;WF+0x170/4:or;RF+0x170/4:or;RF+0x0/8:cmp;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:sub;RF+0x23/4:add;WF+0x23/4:or;WF+0x60/8:mov;WF+0x170/4:add;RF+0x23/4:mov;WF+0x23/4:or;WF+0x23/4:add;RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdi
30	0x7e849	exact	2590	+0x4	VVVV	-	0x7ecd0	0x7ece0	261	37	735fd5a3dcc73504	RF+0x81/8:6,RF+0x170/4:4,RF+0x23/4:4,WF+0x23/4:4,RF+0x194/1:2,RF+0x0/8:2,WF+0x170/4:2,RF+0xa/8:2,RF+0x71/8:1,IPADV+0x2:1,RIP+0x2/2:1,WF+0x60/8:1	9	bd9bfc556204bbec	6	d2ffd3225c84d40c	183@0x9d495:397,203@0xa1484:350,91@0x8b6de:266,192@0x9f00a:256,337@0xbec0e:187,185@0x9d964:185	IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdi	RF+0x194/1:mov;RF+0x81/8:mov;RF+0x81/8:mov;RF+0x81/8:mov;RF+0x71/8:sub;RF+0x170/4:xor;RF+0x0/8:cmp;RF+0x23/4:mov;RF+0x81/8:mov;WF+0x23/4:and;RF+0x81/8:mov;RF+0x194/1:mov;RF+0x23/4:mov;RF+0x81/8:mov;WF+0x170/4:or;RF+0x170/4:or;RF+0x0/8:cmp;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:sub;RF+0x23/4:add;WF+0x23/4:or;WF+0x60/8:mov;WF+0x170/4:add;RF+0x23/4:mov;WF+0x23/4:or;WF+0x23/4:add;RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdi
31	0x7ecd2	exact	2	+0x5	CCCCC	b0=0x3d,b1=0x01,b2=0xdf,b3=0x2e,b4=0xed	0x7efa6	0x7efb6	165	24	20a4aa0c6f0aff78	RF+0x0/8:3,RF+0xa/8:3,RF+0x170/4:2,WF+0x71/8:2,WF+0x0/8:1,RF+0x194/1:1,RF+0x71/8:1,IPADV+0x4:1,RIP+0x4/1:1,IPADV+0x0:1,RIP+0x0/2:1,IPADV+0x2:1	9	5e433235f1a64822	6	c7d20c5ca772bc71	352@0xc1ec4:2	IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x2;RF+0x10f/8:mov;RIP+0x2/2:movzx;RF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rax	RF+0x0/8:mov;WF+0x0/8:mov;RF+0x0/8:mov;RF+0x194/1:mov;RF+0x170/4:or;RF+0x0/8:cmp;WF+0x71/8:mov;RF+0x71/8:mov;RF+0xa/8:mov;IPADV+0x4;RIP+0x4/1:movzx;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:mov;WF+0x71/8:mov;RF+0xa/8:mov;IPADV+0x2;RF+0x10f/8:mov;RIP+0x2/2:movzx;RF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rax
32	0x7efa8	unobserved	0	-	-	-	0x7f7c1	0x7f7d1	459	26	26c927b0f1472201	RF+0xa/8:6,IPADV+0x6:1,RIP+0x6/2:1,IPADV+0x8:1,RIP+0x8/1:1,IPADV+0x0:1,RIP+0x0/4:1,IPADV+0x4:1,RIP+0x4/2:1,WF+0x1dc/4:1,IPADV+0x9:1,RIP+0x9/2:1	10	03c53f693a6c467b	7	39690e096a62b879		IPADV+0xb;RIP+0xb/2:movzx;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;RF+0x170/4:mov	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0xb;RIP+0xb/2:movzx;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r8;RF+0x170/4:mov	RF+0xa/8:mov;IPADV+0x6;RIP+0x6/2:mov;RF+0xa/8:mov;IPADV+0x8;RIP+0x8/1:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/4:mov;RF+0xa/8:mov;IPADV+0x4;RIP+0x4/2:mov;WF+0x1dc/4:mov;RF+0xa/8:mov;IPADV+0x9;RIP+0x9/2:movzx;RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0xb;RIP+0xb/2:movzx;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r8;RF+0x170/4:mov
