entry	target	observation	events	unique_vm_ips	delta	shape	constant_bytes	frame_reads	frame_writes	ip_reads	table_reads	calls	rets	target_entropy	top_targets	top_sites	top_deltas
0	0x78561	exact	89	5	+0x5	EECCE	b2=0x3d,b3=0x01	0xa,0x0,0x71,0x194,0x10f,0x170	0x170,0x71,0x0,0xa	+0x2/2,+0x4/1,+0x0/2	dyn/8	0	0	1.688	352@0xc1ec4:41,144@0x95887:31,257@0xadbfd:10,108@0x8f24b:7	tail@0x78833:89	+0x5:89
1	0x78835	unobserved	0	0	-	-	-	0xa,0x23,0x170,0x71,0xbb,0x81,0x194,0x10f	0x170,0x23,0x1dc,0x60,0xa	+0x6/2,+0x4/2,+0x0/4,+0x2/4,+0x2/8,+0x0/2	dyn/8	0	1	0.000			
2	0x788e2	unobserved	0	0	-	-	-	0x23,0xa,0x170,0x71,0x81,0x194,0x10f	0x170,0x23,0x60,0xa	+0x2/4,+0x2/8,+0x0/2	dyn/8	0	0	0.000			
3	0x78c77	exact	3433	401	+0x5	VVCCC	b2=0x00,b3=0x3d,b4=0x01	0x71,0x81,0xa,0x194,0x23,0x170,0x0,0x60,0x10f	0x170,0x71,0x0,0x60,0x23,0xa	+0x2/1,+0x3/2,+0x0/2	dyn/8	0	0	2.565	160@0x994cf:635,256@0xad849:510,257@0xadbfd:503,144@0x95887:485,352@0xc1ec4:418,173@0x9ba74:377	tail@0x792f5:3433	+0x5:3433
4	0x792f8	unobserved	0	0	-	-	-	0x170,0x194,0x23,0x0,0x81,0xa,0x10f	0x170,0x23,0x16f,0x0,0xa	+0x0/4,+0x4/2	dyn/8	0	0	0.000			
5	0x79675	target_only	0	0	-	-	-	0xa,0xbb,0x81,0x199,0x10f,0x170	0x1dc,0x170,0xa	+0x3/2,+0x0/2,+0x6/2,+0x4/2,+0x0/4,+0x5/2,+0x7/2	dyn/8	0	1	0.000			
6	0x7971e	unobserved	0	0	-	-	-	0xa,0x81,0x199,0x10f,0x170	0x170,0xa	+0x3/2,+0x0/2,+0x5/2,+0x7/2	dyn/8	0	0	0.000			
7	0x799c7	unobserved	0	0	-	-	-	0xa,0x60,0x0,0x23,0x194,0x71,0x10f	0x71,0x1dc,0x60,0x0,0x170,0xa	+0x0/2,+0x3/2,+0x2/2,+0x2/1	dyn/8	0	1	0.000			
8	0x79a3d	unobserved	0	0	-	-	-	0xa,0x60,0x0,0x23,0x194,0x71,0x10f	0x71,0x60,0x0,0x170,0xa	+0x3/2,+0x2/1,+0x0/2	dyn/8	0	0	0.000			
9	0x79da3	exact	3	1	+0x5	CCCCC	b0=0x69,b1=0x3d,b2=0x01,b3=0xb4,b4=0x4a	0xa,0x0,0x194,0x71,0x81,0x10f,0x170	0x71,0x0,0x170,0xa	+0x0/1,+0x1/2,+0x3/2	dyn/8	0	0	0.000	256@0xad849:3	tail@0x7a04c:3	+0x5:3
10	0x7a04f	unobserved	0	0	-	-	-	0x0,0x170,0x81,0x194,0xa,0x23,0x60,0x71,0x10f	0x170,0x23,0x71,0x0,0x60,0xa	+0x4/1,+0x2/2,+0x0/2	dyn/8	0	0	0.000			
11	0x7a4d8	unobserved	0	0	-	-	-	0xa,0x12,0xbb,0x10f,0x170	0x12,0x1dc,0x170,0xa	+0x6/2,+0x8/1,+0x0/4,+0x4/2,+0x9/2,+0xb/2	dyn/8	0	1	0.000			
12	0x7acd8	unobserved	0	0	-	-	-	0xa,0x23,0x10f,0x170	0x170,0xa	+0x4/2,+0x6/2,+0x2/2,+0x0/2	dyn/8	0	0	0.000			
13	0x7aee8	exact	5	2	+0x5	EECCE	b2=0x3d,b3=0x01	0x0,0x81,0x23,0xa,0x71,0x170,0x60,0x194,0x10f	0x23,0x71,0x170,0x60,0x0,0xa	+0x4/1,+0x2/2,+0x0/2	dyn/8	0	0	0.722	256@0xad849:4,257@0xadbfd:1	tail@0x7b3bb:5	+0x5:5
14	0x7b3be	unobserved	0	0	-	-	-	0xa,0x0,0x60,0xe1,0x23,0x71,0x10f	0x71,0x170,0x0,0x60,0xa	+0x4/1,+0x2/2,+0x0/2	dyn/8	0	0	0.000			
15	0x7b6cb	unobserved	0	0	-	-	-	0xa,0x60,0x0,0x71,0x23,0xe1,0x10f,0x81	0x170,0x71,0x1dc,0x60,0x0,0xa	+0x0/4,+0x0/1,+0x3/2,+0x1/2	dyn/8	0	1	0.000			
16	0x7b77c	unobserved	0	0	-	-	-	0xa,0x60,0x0,0x71,0x23,0xe1,0x10f,0x81	0x170,0x71,0x60,0x0,0xa	+0x0/1,+0x3/2,+0x1/2	dyn/8	0	0	0.000			
17	0x7bae9	exact	758	73	+0x5	VVEVV	-	0x170,0x23,0xa,0x0,0x81,0x194,0x10f	0x23,0x170,0x16f,0x0,0xa	+0x0/2,+0x2/1,+0x3/2	dyn/8	0	0	2.130	300@0xb6c36:256,122@0x9170d:150,28@0x7e390:132,18@0x7be9b:31,92@0x8b8cb:31,200@0xa0a9e:30	tail@0x7be98:758	+0x5:758
18	0x7be9b	exact	25445	2500	+0x3	VVV	-	0x23,0x194,0x170,0x0,0xa,0x81,0x71,0x10f	0x23,0x170,0x194,0xa	+0x2/1,+0x0/2	dyn/8	0	0	2.574	114@0x90319:1729,189@0x9e7af:1579,347@0xc088d:1461,258@0xadf2c:1384,337@0xbec0e:1249,174@0x9bd8f:1212	tail@0x7c308:25445	+0x3:25445
19	0x7c30a	unobserved	0	0	-	-	-	0xa,0x81,0x199,0x10f,0x170	0x170,0xa	+0x4/2,+0x2/2,+0x9/2,+0x8/1,+0x0/2,+0x6/2	dyn/8	0	0	0.000			
20	0x7c62b	exact	9482	857	+0x4	CCVV	b0=0xe8,b1=0x01	0x23,0x81,0x0,0xa,0x170,0x194,0x10f	0x170,0x23,0xa	+0x0/2,+0x2/2	dyn/8	0	0	2.529	114@0x90319:1276,258@0xadf2c:806,337@0xbec0e:719,185@0x9d964:712,347@0xc088d:691,18@0x7be9b:538	tail@0x7ca96:9482	+0x4:9482
21	0x7ca98	unobserved	0	0	-	-	-	0x81,0xa,0x194,0x23,0x0,0x170,0x60,0x71,0x10f	0x23,0x170,0x71,0x1dc,0x60,0x0,0xa	+0x0/4,+0x2/1,+0x0/2,+0x3/2	dyn/8	0	1	0.000			
22	0x7cb43	unobserved	0	0	-	-	-	0x81,0x194,0x23,0x0,0x170,0xa,0x60,0x71,0x10f	0x23,0x170,0x71,0x60,0x0,0xa	+0x2/1,+0x0/2,+0x3/2	dyn/8	0	0	0.000			
23	0x7d007	unobserved	0	0	-	-	-	0x0,0x81,0x71,0xa,0x23,0x60,0x194,0x170,0x10f	0x170,0x71,0x23,0x0,0x60,0xa	+0x2/1,+0x0/2,+0x3/2	dyn/8	0	0	0.000			
24	0x7d5ec	unobserved	0	0	-	-	-	0xa,0x23,0x199,0x10f,0x170	0x23,0xa	+0x0/2,+0x4/2,+0x9/2,+0x6/1,+0x7/2,+0x2/2	dyn/8	0	0	0.000			
25	0x7d941	unobserved	0	0	-	-	-	0xa,0x170,0x71,0x199,0x10f	0x23,0x170,0xa	+0x0/2,+0x7/2,+0x9/2,+0x6/1,+0x2/2,+0x4/2	dyn/8	0	0	0.000			
26	0x7dbbb	exact	9886	849	+0x4	VVCC	b2=0xe8,b3=0x01	0x170,0x23,0x0,0x71,0x194,0x81,0xa,0x10f	0x23,0x170,0xa	+0x2/2,+0x0/2	dyn/8	0	0	2.555	157@0x98a9a:959,66@0x855ff:687,114@0x90319:655,28@0x7e390:652,258@0xadf2c:567,185@0x9d964:518	tail@0x7dfbd:9886	+0x4:9886
27	0x7dfbf	unobserved	0	0	-	-	-	0xa,0x170,0x10f	0x199,0x170,0xa	+0x3/2,+0x2/1,+0x0/2	dyn/8	0	0	0.000			
28	0x7e390	exact	26605	2333	+0x3	VVV	-	0x23,0x170,0x81,0xa,0x0,0x194,0x10f	0x23,0x170,0x194,0xa	+0x2/1,+0x0/2	dyn/8	0	0	2.570	347@0xc088d:2146,258@0xadf2c:1654,340@0xbf435:1637,337@0xbec0e:1601,114@0x90319:1452,189@0x9e7af:1398	tail@0x7e7ca:26605	+0x3:26605
29	0x7e7cd	unobserved	0	0	-	-	-	0x81,0xa,0x170,0x23,0x194,0x0,0xbb,0x71,0x10f	0x23,0x170,0x1dc,0x60,0xa	+0x0/2,+0x2/4,+0x2/2	dyn/8	0	1	0.000			
30	0x7e849	exact	2590	244	+0x4	VVVV	-	0x81,0x170,0x23,0x194,0x0,0xa,0x71,0x10f	0x23,0x170,0x60,0xa	+0x2/2,+0x0/2	dyn/8	0	0	2.526	183@0x9d495:397,203@0xa1484:350,91@0x8b6de:266,192@0x9f00a:256,337@0xbec0e:187,185@0x9d964:185	tail@0x7ecd0:2590	+0x4:2590
31	0x7ecd2	exact	2	1	+0x5	CCCCC	b0=0x3d,b1=0x01,b2=0xdf,b3=0x2e,b4=0xed	0x0,0xa,0x170,0x194,0x71,0x10f	0x71,0x0,0xa	+0x4/1,+0x0/2,+0x2/2	dyn/8	0	0	0.000	352@0xc1ec4:2	tail@0x7efa6:2	+0x5:2
32	0x7efa8	unobserved	0	0	-	-	-	0xa,0x12,0xbb,0x10f,0x170	0x12,0x1dc,0x170,0xa	+0x6/2,+0x8/1,+0x0/4,+0x4/2,+0x9/2,+0xb/2	dyn/8	0	1	0.000			
33	0x7f7c4	exact	9247	806	+0x4	CCVV	b0=0xe8,b1=0x01	0x23,0x194,0x81,0x170,0x71,0xa,0x0,0x10f	0x23,0x170,0xa	+0x0/2,+0x2/2	dyn/8	0	0	2.541	258@0xadf2c:873,307@0xb8064:735,157@0x98a9a:700,114@0x90319:514,167@0x9a8d2:489,64@0x85059:438	tail@0x7fba1:9247	+0x4:9247
34	0x7fba3	unobserved	0	0	-	-	-	0xa,0x199,0x10f,0x170	0x170,0xa	+0x1/2,+0x5/2,+0x7/2,+0x3/2	dyn/8	0	0	0.000			
35	0x7fd4d	exact	1	1	+0x5	CCCCC	b0=0x69,b1=0xf8,b2=0x00,b3=0x3d,b4=0x01	0xa,0x0,0x60,0x71,0xe1,0x10f,0x170,0x81	0x71,0x0,0x60,0xa	+0x2/1,+0x3/2,+0x0/2	dyn/8	0	0	0.000	256@0xad849:1	tail@0x8009e:1	+0x5:1
36	0x800a1	exact	4	1	+0x5	CCCCC	b0=0x5c,b1=0xc2,b2=0xa3,b3=0x3d,b4=0x01	0x23,0x71,0xa,0x0,0x60,0x81,0x194,0x10f,0x170	0x170,0x23,0x71,0x0,0x60,0xa	+0x2/1,+0x3/2,+0x0/2	dyn/8	0	0	0.000	108@0x8f24b:4	tail@0x80682:4	+0x5:4
37	0x80685	exact	2035	221	+0x5	VVVCC	b3=0x3d,b4=0x01	0x81,0x0,0x194,0x170,0xa,0x23,0x60,0x71,0x10f	0x23,0x170,0x71,0x60,0x0,0xa	+0x2/1,+0x3/2,+0x0/2	dyn/8	0	0	2.477	160@0x994cf:437,257@0xadbfd:427,256@0xad849:373,144@0x95887:276,352@0xc1ec4:163,108@0x8f24b:159	tail@0x80d77:2035	+0x5:2035
38	0x80d79	unobserved	0	0	-	-	-	0xa,0x23,0x10f,0x170	0x23,0x170,0xa	+0x0/2,+0x6/2,+0x4/2,+0x2/2	dyn/8	0	0	0.000			
39	0x80ef6	unobserved	0	0	-	-	-	0xa,0x23,0x81,0x199,0x10f,0x170	0x23,0x170,0xa	+0x4/2,+0x8/2,+0x0/2,+0xa/1,+0x2/2,+0x6/2	dyn/8	0	0	0.000			
40	0x8115d	exact	928	93	+0x6	CCCCVV	b0=0xe8,b1=0x01,b2=0x3d,b3=0x01	0x170,0xa,0x10f	0x23,0x170,0xa	+0x0/2,+0x2/2,+0x4/2	dyn/8	0	0	2.585	66@0x855ff:102,64@0x85059:102,340@0xbf435:100,215@0xa4609:99,297@0xb64d7:97,199@0xa0631:97	tail@0x8129b:928	+0x6:928
41	0x8129d	unobserved	0	0	-	-	-	0xa,0x0,0x60,0x194,0x23,0x71,0x10f,0x170	0x170,0x71,0x0,0x60,0xa	+0x2/1,+0x3/2,+0x0/2	dyn/8	0	0	0.000			
42	0x815ea	exact	3	3	+0x4	CCEE	b0=0x00,b1=0x00	0x170,0x0,0x23,0xa,0x10f	0x23,0x170,0xa	+0x2/2	dyn/8	0	0	0.918	169@0x9af18:2,310@0xb8556:1	tail@0x8173b:3	+0x4:3
43	0x8173d	exact	16135	1458	+0x4	VVVV	-	0x81,0x23,0x170,0x71,0x194,0x0,0xa,0x10f	0x23,0x170,0x81,0xa	+0x2/2,+0x0/2	dyn/8	0	0	2.573	347@0xc088d:1058,287@0xb45d2:806,337@0xbec0e:770,26@0x7dbbb:765,189@0x9e7af:762,297@0xb64d7:744	tail@0x81b7c:16135	+0x4:16135
44	0x81b7f	unobserved	0	0	-	-	-	0xa,0x10f,0x170	0x199,0x170,0xa	+0x3/2,+0x0/1,+0x1/2	dyn/8	0	0	0.000			
45	0x81f2e	unobserved	0	0	-	-	-	0xa,0x199,0x10f	0x170,0xa	+0x3/2,+0x5/2,+0x7/2,+0x0/2	dyn/8	0	0	0.000			
46	0x820e1	unobserved	0	0	-	-	-	0xa,0x71,0x10f,0x170	0x170,0xa	+0x0/2,+0x2/2,+0x4/2,+0x6/2	dyn/8	0	0	0.000			
47	0x822bc	unobserved	0	0	-	-	-	0xa,0x81,0x199,0x0,0x10f,0x170	0x170,0xa	+0x7/2,+0x3/2,+0x1/2,+0x5/2	dyn/8	0	0	0.000			
48	0x82477	exact	283	93	+0x5	VVEVV	-	0x23,0x71,0xa,0x170,0x0,0x10f	0x170,0x23,0x16f,0x0,0xa	+0x3/2,+0x2/1,+0x0/2	dyn/8	0	0	2.514	239@0xa991e:31,317@0xba1e2:30,269@0xb045b:26,66@0x855ff:25,281@0xb2db6:18,297@0xb64d7:11	tail@0x8281e:283	+0x5:283
49	0x82820	exact	4132	415	+0x5	CVVCC	b0=0x00,b3=0x3d,b4=0x01	0x81,0x0,0x170,0xa,0x194,0x23,0x60,0x71,0x10f	0x170,0x23,0x71,0x0,0x60,0xa	+0x0/1,+0x3/2,+0x1/2	dyn/8	0	0	2.520	144@0x95887:1018,352@0xc1ec4:600,257@0xadbfd:590,198@0xa037e:521,160@0x994cf:514,173@0x9ba74:413	tail@0x82e73:4132	+0x5:4132
50	0x82e76	target_only	0	0	-	-	-	0xa,0xbb,0x50,0x170,0x23,0x199,0x10f	0x23,0x170,0x1dc,0xa	+0x7/4,+0x0/1,+0x1/1,+0x9/2,+0x2/2,+0x3/4,+0x2/1,+0xb/2,+0x0/2,+0x4/1,+0x5/2,+0x7/2	dyn/8	0	1	0.000			
51	0x83061	unobserved	0	0	-	-	-	0xa,0x170,0x23,0x199,0x10f	0x23,0x170,0xa	+0x9/2,+0x2/2,+0x0/2,+0x4/1,+0x5/2,+0x7/2	dyn/8	0	0	0.000			
52	0x833c7	exact	1103	55	+0x5	VVVCC	b3=0x3d,b4=0x01	0xa,0x60,0x0,0x71,0x194,0x10f,0x170	0x71,0x0,0x60,0x170,0xa	+0x2/1,+0x3/2,+0x0/2	dyn/8	0	0	2.287	316@0xb987b:335,75@0x873fc:297,145@0x95b5c:156,196@0x9fbcd:91,64@0x85059:67,334@0xbdd18:63	tail@0x8371b:1103	+0x5:1103
53	0x8371d	unobserved	0	0	-	-	-	0xa,0x0,0x60,0x23,0x194,0x71,0x10f,0x170	0x170,0x71,0x1dc,0x0,0x60,0xa	+0x0/4,+0x3/2,+0x2/1,+0x0/2	dyn/8	0	1	0.000			
54	0x837cb	exact	1	1	+0x5	CCCCC	b0=0xf1,b1=0x1b,b2=0xbd,b3=0x3d,b4=0x01	0xa,0x0,0x60,0x23,0x194,0x71,0x10f,0x170	0x170,0x71,0x0,0x60,0xa	+0x3/2,+0x2/1,+0x0/2	dyn/8	0	0	0.000	256@0xad849:1	tail@0x83b3d:1	+0x5:1
55	0x83b40	unobserved	0	0	-	-	-	0xa,0x60,0x194,0x0,0x71,0x10f,0x170	0x71,0x60,0x0,0x170,0xa	+0x0/2,+0x4/1,+0x2/2	dyn/8	0	0	0.000			
56	0x83e76	exact	27	4	+0x5	EECCE	b2=0x3d,b3=0x01	0xa,0x0,0x60,0x194,0x71,0x10f,0x170	0x71,0x0,0x60,0x170,0xa	+0x2/2,+0x4/1,+0x0/2	dyn/8	0	0	1.447	160@0x994cf:13,173@0x9ba74:10,108@0x8f24b:4	tail@0x841f6:27	+0x5:27
57	0x841f9	unobserved	0	0	-	-	-	0xa,0xa1,0x10f,0x170	0x170,0xa	+0x2/2,+0x0/2	dyn/8	0	0	0.000			
58	0x8428c	unobserved	0	0	-	-	-	0xa,0x81,0x199,0x71,0x10f	0x1dc,0x170,0xa	+0x2/2,+0x0/2,+0x8/2,+0x4/2,+0xa/1,+0x6/2	dyn/8	0	1	0.000			
59	0x84302	unobserved	0	0	-	-	-	0xa,0x81,0x199,0x71,0x10f	0x170,0xa	+0x8/2,+0x2/2,+0x4/2,+0xa/1,+0x0/2,+0x6/2	dyn/8	0	0	0.000			
60	0x84596	unobserved	0	0	-	-	-	0xa,0x81,0x199,0x10f,0x170	0x170,0xa	+0x3/2,+0x0/2,+0x7/2,+0x5/2	dyn/8	0	0	0.000			
61	0x84762	unobserved	0	0	-	-	-	0xa,0x194,0x199,0x71,0x10f,0x170	0x23,0x170,0xa	+0x3/2,+0x0/2,+0x9/2,+0x2/1,+0x7/2,+0x5/2	dyn/8	0	0	0.000			
62	0x84aa3	exact	120	16	+0x4	VVVV	-	0xa,0x81,0x23,0xbb,0x194,0x71,0x10f,0x170	0x170,0x23,0x81,0xa	+0x2/2,+0x0/2	dyn/8	0	0	1.000	157@0x98a9a:93,307@0xb8064:13,347@0xc088d:3,200@0xa0a9e:2,253@0xacfb1:2,337@0xbec0e:1	tail@0x84e1b:120	+0x4:120
63	0x84e1d	unobserved	0	0	-	-	-	0xa,0x81,0x199,0x10f,0x170,0x194	0x170,0xa	+0x0/2,+0x4/2,+0x7/2,+0x6/1,+0x9/2,+0x2/2	dyn/8	0	0	0.000			
64	0x85059	exact	23676	2222	+0x4	VVVV	-	0x23,0x170,0x0,0x194,0xa,0x81,0x71,0x10f	0x23,0x170,0x0,0x16f,0xa	+0x2/2,+0x0/2	dyn/8	0	0	2.538	18@0x7be9b:2091,28@0x7e390:1633,199@0xa0631:1345,184@0x9d694:1255,215@0xa4609:1065,66@0x855ff:1024	tail@0x8536e:23676	+0x4:23676
65	0x85371	exact	23	16	+0x4	VVVV	-	0xa,0x170,0x23,0x81,0xbb,0x10f	0x23,0x81,0xa	+0x2/2,+0x0/2	dyn/8	0	0	2.440	253@0xacfb1:4,18@0x7be9b:4,199@0xa0631:2,43@0x8173d:2,337@0xbec0e:2,347@0xc088d:1	tail@0x855fc:23	+0x4:23
66	0x855ff	exact	22733	2180	+0x3	VVV	-	0x81,0x170,0x0,0x23,0xa,0x194,0x10f	0x170,0x23,0x194,0xa	+0x2/1,+0x0/2	dyn/8	0	0	2.572	337@0xbec0e:1650,64@0x85059:1561,340@0xbf435:1335,184@0x9d694:1324,189@0x9e7af:1320,258@0xadf2c:1074	tail@0x859f9:22733	+0x3:22733
67	0x859fc	unobserved	0	0	-	-	-	0xa,0x23,0x10f,0x170	0x170,0xa	+0x4/2,+0x6/2,+0x0/2,+0x2/2	dyn/8	0	0	0.000			
68	0x85b89	unobserved	0	0	-	-	-	0xa,0x60,0x0,0x23,0x194,0x71,0x10f,0x170	0x71,0x23,0x60,0x0,0x170,0xa	+0x3/2,+0x2/1,+0x0/2	dyn/8	0	0	0.000			
69	0x85f24	central_or_long	2	1	+0xd	sampled	-	0xa,0xbb,0x23,0x81,0x170,0x71,0x50,0x60,0x0,0x194,0x10f	0x23,0x170,0x71,0x1dc,0x60,0x0,0xa	+0x7/4,+0x0/1,+0x1/1,+0x2/1,+0x3/4,+0xb/2,+0x3/2,+0x0/2	dyn/8	0	1	0.000	310@0xb8556:2	dispatch@0xc80b9:2	+0xd:2
70	0x8610e	exact	1629	229	+0x5	VVVCC	b3=0x3d,b4=0x01	0x23,0x81,0x170,0x71,0xa,0x60,0x0,0x194,0x10f	0x23,0x170,0x71,0x60,0x0,0xa	+0x2/1,+0x3/2,+0x0/2	dyn/8	0	0	2.379	108@0x8f24b:577,198@0xa037e:236,144@0x95887:215,256@0xad849:181,160@0x994cf:165,352@0xc1ec4:138	tail@0x86763:1629	+0x5:1629
71	0x86766	unobserved	0	0	-	-	-	0xa,0x170,0x10f	0xa	+0x4/2,+0x6/2,+0x0/2,+0x2/2	dyn/8	0	0	0.000			
72	0x868bd	unobserved	0	0	-	-	-	0xa,0x199,0x81,0x10f,0x170	0x170,0xa	+0x9/2,+0x3/2,+0x7/2,+0x2/1,+0x5/2,+0x0/2	dyn/8	0	0	0.000			
73	0x86be4	unobserved	0	0	-	-	-	0xa,0x10f,0x170	0x170,0xa	+0x4/2,+0x6/2,+0x0/2,+0x2/2	dyn/8	0	0	0.000			
74	0x86d43	exact	33	13	+0x5	VVCCV	b2=0x3d,b3=0x01	0x170,0x0,0x71,0x81,0xa,0x23,0x194,0x60,0x10f	0x23,0x170,0x71,0x60,0x0,0xa	+0x4/1,+0x2/2,+0x0/2	dyn/8	0	0	2.418	108@0x8f24b:9,160@0x994cf:9,352@0xc1ec4:5,198@0xa037e:4,173@0x9ba74:4,144@0x95887:2	tail@0x873fa:33	+0x5:33
75	0x873fc	sampled_backedge	276	14	-0x6d	sampled	-	0xa,0x10f,0x12	0x12,0xa	+0x8/2,+0xa/1,+0x0/2,+0x4/4	dyn/8	0	0	0.427	171@0x9b4b3:256,165@0x9a24c:16,354@0xc2241:4	tail@0x87c25:276	-0x6d:255,+0x60:9,+0x30:2,+0x288:2,+0x28b:2
76	0x87d17	unobserved	0	0	-	-	-	0x170,0x71,0x194,0x23,0xa,0x81,0x10f	0x23,0x170,0x16f,0x0,0xa	+0x2/4,+0x0/2	dyn/8	0	0	0.000			
77	0x88131	unobserved	0	0	-	-	-	0xa,0x0,0x71,0x10f	0x71,0x0,0x23,0x170,0xa	+0x2/1,+0x3/2,+0x0/2	dyn/8	0	0	0.000			
78	0x883c0	central_or_long	1	1	+0xd	sampled	-	0xa,0xbb,0x23,0x81,0x0,0x170,0x50,0x60,0x71,0x194,0x10f	0x170,0x71,0x1dc,0x60,0x23,0x0,0xa	+0x7/4,+0x0/1,+0x1/1,+0x3/4,+0x2/1,+0xb/2,+0x4/1,+0x2/2,+0x0/2	dyn/8	0	1	0.000	310@0xb8556:1	dispatch@0xc80b9:1	+0xd:1
79	0x885b0	exact	3633	417	+0x5	VVCCC	b2=0x3d,b3=0x01,b4=0x00	0x23,0xa,0x81,0x0,0x170,0x60,0x71,0x194,0x10f	0x170,0x71,0x60,0x23,0x0,0xa	+0x4/1,+0x2/2,+0x0/2	dyn/8	0	0	2.489	257@0xadbfd:865,198@0xa037e:745,160@0x994cf:451,108@0x8f24b:397,144@0x95887:373,256@0xad849:350	tail@0x88a55:3633	+0x5:3633
80	0x88a58	target_only	0	0	-	-	-	0xa,0xbb,0x23,0x50,0x0,0x60,0x194,0x81,0x71,0x10f,0x170	0x170,0x71,0x1dc,0x0,0x60,0xa	+0x7/4,+0x0/1,+0x1/1,+0x3/4,+0x2/1,+0xb/2,+0x4/1,+0x2/2,+0x0/2	dyn/8	0	1	0.000			
81	0x88c3f	unobserved	0	0	-	-	-	0x23,0xa,0x0,0x60,0x194,0x81,0x71,0x10f,0x170	0x170,0x71,0x0,0x60,0xa	+0x4/1,+0x2/2,+0x0/2	dyn/8	0	0	0.000			
82	0x8920e	exact	142	11	+0x3	VVC	b2=0x62	0x81,0x23,0x71,0xa,0x170,0x0,0x10f	0x23,0x170,0xe1,0xa	+0x2/1,+0x0/2	dyn/8	0	0	1.396	99@0x8c99a:67,333@0xbd8af:65,217@0xa4b11:4,307@0xb8064:2,168@0x9aa83:2,157@0x98a9a:1	tail@0x89478:142	+0x3:142
83	0x8947b	exact	2508	432	+0x5	VVCCC	b2=0x00,b3=0x3d,b4=0x01	0x81,0xa,0x0,0x60,0x23,0x170,0x71,0x10f	0x170,0x71,0x23,0x0,0x60,0xa	+0x2/1,+0x3/2,+0x0/2	dyn/8	0	0	2.531	173@0x9ba74:548,108@0x8f24b:441,160@0x994cf:336,257@0xadbfd:286,352@0xc1ec4:284,144@0x95887:271	tail@0x89839:2508	+0x5:2508
84	0x8983b	unobserved	0	0	-	-	-	0xa,0x0,0x170,0x194,0x23,0x71,0x10f	0x170,0x71,0x0,0xa	+0x3/2,+0x2/1,+0x0/2	dyn/8	0	0	0.000			
85	0x89b37	sampled_long_or_sparse	1	1	+0xd	sampled	-	0xa,0x12,0xbb,0x10f,0x194	0x12,0x1dc,0xa	+0x6/2,+0x8/1,+0x0/4,+0x4/2,+0x9/2,+0xb/2	dyn/8	0	1	0.000	64@0x85059:1	tail@0x8a37d:1	+0xd:1
86	0x8a37f	exact	5	2	+0x4	EECC	b2=0x00,b3=0x00	0x194,0xa,0x10f	0xa	+0x0/2	dyn/8	0	0	0.722	310@0xb8556:4,169@0x9af18:1	tail@0x8a49b:5	+0x4:5
87	0x8a49e	exact	12	3	+0x5	CCEEE	b0=0x3d,b1=0x01	0x23,0x0,0xa,0x81,0x60,0x170,0x194,0x71,0x10f	0x170,0x71,0x23,0x60,0x0,0xa	+0x4/1,+0x0/2,+0x2/2	dyn/8	0	0	1.585	257@0xadbfd:4,108@0x8f24b:4,256@0xad849:4	tail@0x8aa11:12	+0x5:12
88	0x8aa14	exact	149	11	+0x5	VVVCC	b3=0x3d,b4=0x01	0x194,0x170,0x0,0xa,0x60,0x81,0x71,0x23,0x10f	0x170,0x71,0x60,0x0,0xa	+0x0/1,+0x3/2,+0x1/2	dyn/8	0	0	1.623	352@0xc1ec4:65,257@0xadbfd:64,173@0x9ba74:11,256@0xad849:6,108@0x8f24b:3	tail@0x8b026:149	+0x5:149
89	0x8b028	unobserved	0	0	-	-	-	0xa,0x199,0x81,0x10f,0x170,0x23	0x170,0xa	+0x1/2,+0x5/2,+0x3/2,+0x0/1,+0x7/2,+0x9/2	dyn/8	0	0	0.000			
90	0x8b334	exact	567	96	+0x4	VVVV	-	0x23,0xa,0x0,0x170,0x194,0x10f,0x81	0x170,0x23,0x81,0xa	+0x2/2,+0x0/2	dyn/8	0	0	1.852	49@0x82820:257,260@0xae90b:64,140@0x94e5a:34,220@0xa522e:32,3@0x78c77:25,330@0xbc9b8:18	tail@0x8b6db:567	+0x4:567
91	0x8b6de	exact	2251	363	+0x4	VVCC	b2=0xe8,b3=0x01	0x170,0xa,0x71,0x81,0x0,0x10f,0x23	0x23,0x170,0xa	+0x2/2,+0x0/2	dyn/8	0	0	2.569	340@0xbf435:205,258@0xadf2c:201,337@0xbec0e:180,220@0xa522e:171,199@0xa0631:144,347@0xc088d:138	tail@0x8b8c9:2251	+0x4:2251
92	0x8b8cb	exact	307	81	+0x4	VVVV	-	0x170,0x23,0x81,0x0,0xa,0x10f	0x170,0x23,0x81,0xa	+0x2/2,+0x0/2	dyn/8	0	0	2.431	282@0xb3128:67,49@0x82820:31,17@0x7bae9:29,332@0xbd36d:26,3@0x78c77:26,18@0x7be9b:16	tail@0x8bcec:307	+0x4:307
93	0x8bcef	unobserved	0	0	-	-	-	0x170,0xa,0x0,0x23,0x194,0x60,0x71,0xbb,0x81,0x10f	0x23,0x170,0x71,0x1dc,0x60,0x0,0xa	+0x2/4,+0x0/2,+0x0/1,+0x3/2,+0x1/2	dyn/8	0	1	0.000			
